"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
1.00,2.83,11.81,3.80,17.00,1.45,7.70,5.80,10.00,1.10,0.00,3.30,5.00,6.01,12.02,13.66,0.00,0.00,21.87,44.80,4.20,0.00,0.00,2.50,17.76,13.85,11.71,13.66,1.40,9.63,15.97,64.50,1.95,28.12,10.00,18.05,92.34,17.95,20.58,0.60,19.51,19.51,19.51,1.20,124.00,9.90,10.00,3.00,8.00,8.18,6.30,1.20,7.63,10.14,18.00,0.00,0.00,0.37,1.23,81.80,104.80,2.54,4.53,74.62,81.80,125.80,0.10,2.00,52.51,180.67,11.00,55.00,23.00
2.00,1.05,11.94,1.99,17.00,1.45,7.70,5.80,10.00,1.10,0.00,3.30,5.00,0.41,7.77,13.66,0.00,0.00,21.51,43.80,5.30,0.00,0.00,2.50,17.76,13.85,11.71,13.66,1.40,4.99,15.41,68.70,1.95,28.12,10.00,18.05,49.44,17.95,11.40,0.60,19.51,19.51,19.51,1.20,124.20,9.90,10.00,3.00,8.00,8.18,6.30,1.20,6.07,8.46,18.00,0.00,0.00,0.25,1.23,98.60,99.00,2.32,4.31,43.51,75.30,123.80,0.00,2.00,25.52,134.74,11.00,2.00,23.00
3.00,0.21,11.70,0.48,17.00,1.45,7.70,5.80,10.00,1.10,0.00,3.30,5.00,0.00,3.42,13.66,0.00,0.00,20.63,43.10,5.80,0.00,0.00,2.50,17.76,13.85,11.71,13.66,1.40,1.15,14.61,69.90,1.95,28.12,10.00,18.05,15.91,17.95,4.10,0.60,19.51,19.51,19.51,1.20,123.10,9.90,10.00,3.00,8.00,8.18,6.30,1.20,4.71,7.05,18.00,0.00,0.00,0.09,1.23,95.80,95.60,2.29,3.92,13.55,75.30,120.40,0.00,2.00,8.57,73.63,11.00,1.00,23.00
4.00,0.04,13.05,0.06,17.00,1.45,7.70,5.80,10.00,1.10,0.00,3.30,5.00,0.00,1.04,13.66,0.00,0.00,19.58,42.40,7.30,0.00,15.61,2.50,17.76,13.85,11.71,13.66,1.40,0.12,13.73,69.90,1.95,28.12,10.00,18.05,3.55,17.95,0.83,0.60,19.51,19.51,19.51,1.20,121.60,9.90,10.00,3.00,8.00,8.18,6.30,1.20,3.41,5.74,18.00,0.00,0.00,0.04,1.23,94.10,94.60,2.31,3.48,2.57,76.20,116.40,0.00,2.00,2.18,10.25,11.00,0.00,23.00
5.00,0.00,13.35,0.00,17.00,1.45,7.70,5.80,10.00,1.10,0.00,3.30,5.00,0.00,0.00,13.66,0.00,0.00,18.82,41.50,8.00,0.00,15.61,2.50,17.76,13.85,11.71,13.66,1.40,0.00,13.43,70.30,1.95,28.12,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,117.30,9.90,10.00,3.00,8.00,8.18,6.30,1.20,2.50,4.62,18.00,0.00,0.00,0.00,1.23,88.30,94.30,2.16,3.10,0.00,77.00,108.30,0.00,2.00,0.00,0.00,11.00,0.00,23.00
6.00,0.00,12.31,0.00,17.00,1.45,7.70,5.80,10.00,1.10,0.00,3.30,5.00,0.00,0.00,13.66,0.00,0.00,18.16,40.20,8.10,0.00,15.61,2.50,17.76,13.85,11.71,13.66,1.40,0.00,13.34,65.00,1.95,28.12,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,112.00,9.90,10.00,3.00,8.00,8.18,6.30,1.20,1.71,3.57,18.00,0.00,0.00,0.00,1.23,87.30,93.70,1.94,2.75,0.00,76.70,98.80,0.00,2.00,0.00,0.00,11.00,0.00,23.00
7.00,0.00,12.21,0.00,17.00,1.45,7.70,5.80,10.00,1.10,0.00,3.30,5.00,0.00,0.00,13.66,0.00,0.00,18.01,37.50,8.10,0.00,15.61,2.50,17.76,13.85,11.71,13.66,1.40,0.00,13.44,62.30,1.95,28.12,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,97.40,9.90,10.00,3.00,8.00,8.18,6.30,1.20,1.47,3.12,18.00,0.00,0.00,0.00,1.23,80.80,86.50,1.82,2.62,0.00,73.30,83.60,0.00,2.00,0.00,0.00,11.00,0.00,23.00
8.00,0.00,12.02,0.00,17.00,1.45,7.70,5.80,10.00,1.10,0.00,3.30,5.00,0.00,0.00,13.66,0.00,0.00,18.04,35.00,8.10,0.00,15.61,2.50,17.76,13.85,11.71,13.66,1.40,0.00,13.61,59.80,1.95,28.12,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,79.60,9.90,10.00,3.00,8.00,8.18,6.30,1.20,1.43,2.87,18.00,0.00,0.00,0.00,1.23,78.80,84.30,1.72,2.57,0.00,65.60,66.50,0.00,2.00,0.00,0.00,11.00,0.00,23.00
9.00,0.00,13.70,0.00,17.00,1.45,7.70,5.80,10.00,1.10,0.00,3.30,5.00,0.00,0.00,13.66,0.00,0.00,17.20,32.90,8.10,0.00,15.61,2.50,17.76,13.85,11.71,13.66,1.40,0.00,13.78,52.70,1.95,28.12,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,66.50,9.90,10.00,3.00,8.00,8.18,6.30,1.20,1.34,2.67,18.00,0.00,0.00,0.00,1.23,70.20,81.90,1.70,2.51,0.00,64.90,54.20,0.00,2.00,0.00,0.00,11.00,0.00,23.00
10.00,0.00,12.50,0.00,17.00,1.45,7.70,5.80,10.00,1.10,0.00,3.30,5.00,0.00,0.00,13.66,0.00,0.00,16.08,30.70,8.10,0.00,15.61,2.50,17.76,13.85,11.71,13.66,1.40,0.00,13.94,50.40,1.95,28.12,10.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,55.00,9.90,10.00,3.00,8.00,8.18,6.30,1.20,1.24,2.47,18.00,0.00,0.00,0.00,1.23,67.00,80.10,1.70,2.44,0.00,64.40,43.60,0.00,2.00,0.00,0.00,11.00,0.00,23.00
