"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,22.18,0.00,0.00,4.20,6.80,11.90,14.85,3.60,0.00,3.50,15.00,0.01,0.02,17.61,10.00,7.80,4.68,41.74,8.00,9.90,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,17.54,47.69,3.57,0.00,19.04,18.98,0.05,17.89,0.01,0.60,19.51,19.03,19.03,2.40,116.90,12.56,19.04,19.04,8.00,10.60,0.00,17.13,2.40,4.31,5.24,18.00,1.03,1.65,0.00,1.24,21.80,34.00,2.30,1.77,0.01,69.20,118.03,0.00,2.00,0.05
2.00,0.00,22.48,0.00,0.00,4.20,6.80,11.90,14.85,3.60,0.00,3.50,15.00,0.00,0.00,17.61,10.00,7.80,3.86,38.76,8.00,9.90,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,18.18,48.81,3.57,0.00,19.04,18.98,0.00,17.89,0.00,0.60,19.51,19.03,19.03,2.40,115.70,12.56,19.04,19.04,8.00,10.60,0.00,17.13,2.40,3.51,4.47,18.00,1.03,1.65,0.00,1.24,24.50,38.00,2.23,1.76,0.00,71.30,118.69,0.00,2.00,0.00
3.00,0.00,22.18,0.00,0.00,4.20,6.80,11.90,14.85,3.60,0.00,3.50,15.00,0.00,0.00,17.61,10.00,7.80,3.42,36.36,8.00,9.90,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,17.92,47.99,3.57,0.00,19.04,18.98,0.00,17.89,0.00,0.60,19.51,19.03,19.03,2.40,108.40,12.56,19.04,19.04,8.00,10.60,0.00,17.13,2.40,3.25,4.28,18.00,1.03,1.65,0.00,1.24,26.30,40.70,2.34,1.90,0.00,71.70,107.27,0.00,2.00,0.00
4.00,0.00,22.62,0.00,0.00,4.20,6.80,11.90,14.85,3.60,0.00,3.50,15.00,0.00,0.00,17.61,11.04,7.80,3.11,34.14,8.00,9.90,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,17.37,46.51,3.57,0.00,19.04,18.98,0.00,17.89,0.00,0.60,19.51,19.03,19.03,2.40,99.00,12.56,19.04,19.04,8.00,10.60,0.00,17.13,2.40,3.17,4.27,18.00,1.03,1.65,0.00,1.24,28.30,43.60,2.51,2.10,0.00,71.20,94.20,0.00,2.00,0.00
5.00,0.00,22.81,0.00,0.00,4.20,6.80,11.90,14.85,3.60,0.00,3.50,15.00,0.00,0.00,17.61,11.04,7.80,3.16,30.29,8.00,9.90,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,16.93,43.78,3.57,0.00,19.04,18.98,0.00,17.89,0.00,0.60,19.51,19.03,19.03,2.40,88.60,12.56,19.04,19.04,8.00,10.60,0.00,17.13,2.40,3.20,4.42,18.00,1.03,1.65,0.00,1.24,31.40,47.40,2.56,2.04,0.00,67.30,76.15,0.00,2.00,0.00
6.00,0.00,22.72,0.00,0.00,4.20,6.80,11.90,14.85,3.60,0.00,3.50,15.00,0.00,0.00,17.61,11.04,7.80,3.33,25.89,8.00,9.90,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,16.53,40.63,3.57,0.00,19.04,18.98,0.00,17.89,0.00,0.60,19.51,19.03,19.03,2.40,77.90,12.56,19.04,19.04,8.00,10.60,0.00,17.13,2.40,3.27,4.62,18.00,1.03,1.65,0.00,1.24,34.10,50.80,2.58,1.90,0.00,62.40,60.07,0.00,2.00,0.00
7.00,0.00,22.81,0.00,0.00,4.20,6.80,11.90,14.85,3.60,0.00,3.50,15.00,0.00,0.00,17.61,11.04,7.80,3.46,22.24,8.00,9.90,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,15.46,38.72,3.57,0.00,19.04,18.98,0.00,17.89,0.00,0.60,19.51,19.03,19.03,2.40,64.80,12.56,19.04,19.04,8.00,10.60,0.00,17.13,2.40,3.39,5.28,18.00,1.03,1.65,0.00,1.24,35.40,52.90,2.58,1.75,0.00,54.90,49.92,0.00,2.00,0.00
8.00,0.00,23.04,0.00,0.00,4.20,6.80,11.90,14.85,3.60,0.00,3.50,15.00,0.00,0.00,17.61,11.04,7.80,3.57,18.85,8.00,9.90,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,14.16,37.22,3.57,0.00,19.04,18.98,0.00,17.89,0.00,0.60,19.51,19.03,19.03,2.40,50.90,12.56,19.04,19.04,8.00,10.60,0.00,17.13,2.40,3.52,6.10,18.00,1.03,1.65,0.00,1.24,35.80,53.70,2.57,1.60,0.00,48.30,39.82,0.00,2.00,0.00
9.00,0.00,22.96,0.00,0.00,4.20,6.80,11.90,14.85,3.60,0.00,3.50,15.00,0.00,0.00,17.61,11.04,7.80,3.69,16.66,8.00,9.90,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,13.30,35.17,3.57,0.00,19.04,18.98,0.00,17.89,0.00,0.60,19.51,19.03,19.03,2.40,40.50,12.56,19.04,19.04,8.00,10.60,0.00,17.13,2.40,3.16,5.71,18.00,1.03,1.65,0.00,1.24,33.60,50.10,2.48,1.49,0.00,44.30,29.86,0.00,2.00,0.00
10.00,0.00,23.04,0.00,0.00,4.20,6.80,11.90,14.85,3.60,0.00,3.50,15.00,0.00,0.00,17.61,11.04,7.80,3.81,14.87,8.01,9.90,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,12.60,32.94,3.57,0.00,19.04,18.98,0.00,17.89,0.00,0.60,19.51,19.03,19.03,2.40,31.20,12.56,19.04,19.04,8.00,10.60,0.00,17.13,2.40,2.62,4.91,18.00,1.03,1.65,0.00,1.24,30.90,46.10,2.36,1.39,0.00,40.70,20.98,0.00,2.00,0.00
