"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,0.00,16.00,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,19.35,21.50,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.53,12.30,2.16,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,26.20,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.94,1.72,18.90,0.00,1.00,39.80,53.80,1.40,0.58,0.00,25.60,20.49,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
2.00,0.00,16.42,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,20.20,18.70,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.45,13.70,2.16,26.70,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,28.00,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.94,1.63,18.90,0.00,1.00,39.60,53.90,1.50,0.55,0.00,21.60,20.47,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,16.57,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,20.98,18.30,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.46,15.40,2.16,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,30.30,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.90,1.50,18.90,0.00,1.00,38.40,53.70,1.40,0.54,0.00,23.50,20.54,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,17.00,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,21.55,18.20,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.70,17.40,2.16,26.80,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,33.10,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.75,1.28,18.90,0.00,1.00,37.20,53.30,1.30,0.57,0.00,27.30,20.87,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.85,0.00
5.00,0.03,16.73,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,0.28,0.08,14.63,0.00,5.60,22.14,18.10,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.02,8.96,19.20,2.16,26.90,19.51,18.05,2.55,17.95,1.07,0.60,19.51,19.51,19.51,1.20,37.40,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.56,1.06,18.90,0.00,1.00,36.20,52.50,1.30,0.60,2.46,31.50,21.14,0.00,2.00,1.09,7.28,11.00,2.94,22.00,1.36,0.00
6.00,0.22,17.57,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,1.05,0.95,14.63,0.00,5.60,22.81,17.60,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,0.65,9.26,21.20,2.16,27.00,19.51,18.05,19.81,17.95,6.16,0.60,19.51,19.51,19.51,1.20,40.00,8.70,15.61,4.00,10.70,8.23,4.50,2.40,1.23,0.84,18.90,0.00,1.00,35.20,51.50,1.40,0.59,17.79,33.90,21.27,0.00,2.00,10.11,105.48,11.00,26.13,22.00,6.62,0.02
7.00,1.08,18.02,0.00,14.00,4.20,8.50,6.00,6.90,1.60,0.00,2.20,0.00,2.36,2.75,14.63,0.00,5.60,23.47,17.00,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,2.33,9.64,23.00,2.16,27.00,19.51,18.05,49.66,17.95,14.54,0.60,19.51,19.51,19.51,1.20,37.40,8.70,15.61,4.00,10.70,8.23,4.50,2.40,0.97,0.67,18.90,0.03,1.00,34.00,49.60,1.40,0.58,39.45,35.60,21.83,0.00,2.00,29.03,191.56,11.00,68.21,22.00,11.87,0.05
8.00,3.53,17.98,0.41,14.00,4.20,8.50,6.00,6.90,1.40,0.00,2.20,0.00,5.30,5.60,14.63,0.00,5.60,24.05,18.80,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,4.84,10.25,25.80,2.16,27.10,19.51,18.05,78.91,17.95,25.53,0.60,19.51,19.51,19.51,1.20,34.90,8.70,15.61,4.00,10.70,8.23,4.50,2.40,0.90,0.65,18.90,0.05,1.00,32.80,47.60,1.40,0.59,61.55,38.50,23.72,0.00,2.00,53.09,244.11,11.00,121.11,22.00,19.85,0.10
9.00,6.90,18.04,2.42,14.00,4.20,8.50,6.00,6.90,1.40,0.00,2.20,0.00,9.52,9.25,14.63,0.00,5.60,24.34,21.90,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,6.83,10.84,28.90,2.16,26.80,19.51,18.05,103.86,17.95,32.70,0.60,19.51,19.51,19.51,1.20,32.70,8.70,15.61,4.00,10.70,8.23,4.50,2.40,0.82,0.59,18.90,0.06,1.00,31.70,45.50,1.40,0.71,83.73,42.30,25.30,0.00,2.00,68.65,252.00,11.00,166.80,22.00,27.83,0.15
10.00,9.47,17.92,5.88,14.00,4.20,8.50,6.00,6.90,1.40,0.00,2.20,0.00,13.25,12.72,14.63,0.00,5.60,23.70,25.40,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,9.28,11.37,32.60,2.16,26.60,19.51,18.05,120.22,17.95,35.74,0.60,19.51,19.51,19.51,1.20,30.50,8.70,15.61,4.00,10.70,8.23,4.50,2.40,0.77,0.45,18.90,0.09,1.00,32.20,44.90,1.60,1.19,93.55,48.60,25.97,0.10,2.00,74.58,252.39,11.00,190.05,22.00,30.42,0.21
