"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,16.207,0.000,1.420,48.884,19.471,28.959,23.807,60.623,70.318,15.201,0.906,10.238,47.879,11.599,3.680,0.000,2.904,18.794,2.844,72.701,72.618,5.058,0.000,6.427,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.504,7.496,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
2.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,12.826,0.000,1.420,48.884,19.471,28.959,23.807,60.623,70.318,15.201,0.906,10.238,47.879,6.650,3.680,0.000,0.000,18.794,0.000,72.701,72.618,0.000,0.000,6.695,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.504,7.496,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
3.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,11.956,0.000,1.420,48.884,19.471,28.959,23.807,60.622,70.318,15.201,0.906,10.238,47.879,4.967,3.680,0.000,0.000,18.794,0.000,72.701,72.618,0.000,0.000,6.695,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.377,6.703,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
4.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,10.971,0.000,1.420,48.884,19.471,28.959,23.807,60.623,70.318,15.201,0.906,10.238,47.879,5.067,3.680,0.000,0.000,18.794,0.000,72.701,72.618,0.000,0.000,6.695,0.000,77.445,82.900,77.473,0.000,45.024,43.317,6.508,5.992,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
5.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,11.634,0.000,1.420,48.884,19.471,28.959,23.807,60.539,70.318,15.201,0.906,10.238,47.879,4.698,3.680,0.000,0.000,18.794,0.000,72.701,72.618,0.000,0.000,5.093,0.000,77.445,82.900,77.473,0.000,45.024,43.317,6.941,6.956,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
6.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,11.710,0.000,1.420,48.884,19.471,28.959,23.807,59.414,70.318,15.201,0.906,10.238,47.879,4.243,3.680,0.000,0.000,18.794,0.000,72.701,72.618,0.000,0.000,5.093,0.000,77.445,82.900,77.473,0.000,45.024,43.317,6.878,6.898,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
7.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,11.564,0.000,1.420,48.884,19.471,28.959,23.807,60.623,70.318,15.201,0.906,10.238,47.879,3.836,3.680,0.000,0.000,18.794,0.000,72.701,72.618,0.000,0.000,6.565,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.027,6.395,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
8.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,12.011,0.000,1.420,48.884,19.471,28.959,23.807,58.379,70.318,15.201,0.906,10.238,47.879,4.133,3.680,0.000,0.000,18.794,0.000,72.701,72.617,0.000,0.000,6.650,0.000,77.445,82.900,77.473,0.000,45.024,43.317,6.508,5.992,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
9.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,12.207,0.000,1.420,48.884,19.471,28.959,23.807,58.335,70.318,15.201,0.906,10.238,47.879,4.460,3.680,0.000,0.000,18.794,0.000,72.700,72.617,0.000,0.000,6.695,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.092,6.450,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
10.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,12.160,0.000,1.420,48.884,19.471,28.959,23.807,58.385,70.318,15.201,0.906,10.238,47.879,5.135,3.680,0.000,0.000,18.794,0.000,72.696,72.613,0.000,0.000,6.695,0.000,77.445,82.900,77.473,0.000,45.024,43.317,6.508,5.992,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
11.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,9.942,0.000,1.420,44.903,19.471,28.959,23.807,54.138,70.318,15.201,0.906,10.238,43.980,6.892,3.680,0.000,0.000,18.794,0.000,72.701,72.618,0.000,0.000,6.695,0.000,77.445,82.900,77.473,0.000,45.024,43.317,7.145,7.148,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
12.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,6.405,0.000,1.420,44.903,19.471,28.959,23.807,43.695,70.318,15.201,0.906,10.238,43.980,6.329,3.680,2.558,0.000,18.794,0.000,72.697,72.613,0.000,0.000,6.695,0.000,77.445,82.900,77.473,4.700,45.024,43.317,7.141,6.491,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
13.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,4.292,0.000,1.420,44.903,19.471,28.959,23.807,58.000,70.318,15.201,0.906,10.238,43.980,8.125,3.680,2.558,0.000,18.794,0.000,72.661,72.547,5.380,0.000,5.405,0.000,77.445,82.900,77.473,4.700,45.024,43.317,6.799,6.825,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
14.000,23.000,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,2.738,0.000,1.420,44.903,19.471,28.959,23.807,60.616,70.318,15.201,0.906,10.238,43.980,11.667,3.680,2.558,0.000,18.794,0.000,72.701,72.618,1.997,0.000,6.100,0.000,77.445,82.900,77.473,4.700,45.024,43.317,7.762,7.752,20.840,0.000,0.000,0.000,16.804,16.834,19.741,20.125
15.000,19.387,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,2.738,0.000,1.420,44.903,19.471,28.959,23.807,55.387,70.318,15.201,0.906,10.238,43.980,10.248,3.680,2.306,0.000,18.794,0.000,72.701,72.618,5.380,0.000,5.405,0.000,77.445,82.900,77.473,4.700,45.024,43.317,7.639,7.629,20.840,0.000,0.000,2.394,16.804,16.834,19.741,20.125
16.000,19.387,20.751,18.919,101.047,89.024,3.908,0.908,28.452,10.703,2.256,14.072,9.826,2.738,0.000,1.420,44.903,19.471,28.959,23.807,57.996,70.318,15.201,0.906,10.238,43.980,9.885,3.680,2.306,0.000,18.794,0.000,72.701,72.618,1.997,0.000,5.210,1.997,77.445,82.900,77.473,4.700,45.024,43.317,7.762,7.752,20.840,0.000,0.000,2.394,16.804,16.834,19.741,20.125
