"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
1.000,0.000,0.000,0.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.133,0.000,1.507,0.000,1.944
2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.133,0.000,1.385,0.000,2.500
3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.133,0.000,1.119,0.000,1.580
4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.133,0.000,0.640,0.000,0.000
5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.133,0.000,1.065,0.000,1.398
6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.133,0.000,1.029,0.000,1.276
7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.871,3.133,0.000,0.923,0.000,0.922
8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,42.400,0.000,9.791,0.000,0.000,0.000,15.363,3.133,0.000,0.640,0.000,0.000
9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,0.000,0.000,0.000,0.000,15.363,3.133,0.000,0.959,0.000,1.042
10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,0.000,0.000,0.000,0.000,15.363,3.133,0.000,0.640,0.000,0.000
11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,12.261,0.000,0.000,0.000,15.363,3.133,0.000,1.181,0.000,1.792
12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,0.000,0.000,0.000,0.000,15.363,3.133,0.000,0.986,0.000,1.132
13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,13.360,2.707,0.000,0.000,15.363,3.133,0.000,0.983,0.000,1.124
14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,0.000,0.000,0.000,0.000,15.363,3.133,0.000,1.531,0.000,3.013
15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,0.000,0.000,0.000,0.000,15.363,3.133,0.000,1.462,0.000,4.312
16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,12.261,3.294,0.000,0.000,15.363,3.133,0.000,1.531,0.000,4.549
17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,16.792,0.000,0.000,0.000,15.363,3.133,0.000,1.531,18.005,4.549
18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,0.000,0.000,0.000,0.000,15.363,3.133,0.000,1.531,0.000,4.549
19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,0.000,0.000,0.000,0.000,15.363,3.133,0.000,1.531,0.000,4.549
20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,0.000,0.000,26.366,0.000,15.363,3.133,0.000,1.531,0.000,4.549
21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,0.000,0.000,27.582,0.000,15.363,3.133,0.000,1.531,0.000,5.055
22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,11.319,0.000,27.582,0.000,15.363,3.133,0.000,1.531,18.588,4.945
23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,16.792,0.000,27.582,0.000,15.363,3.133,0.000,1.531,19.896,4.763
24.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,0.000,0.000,27.582,0.000,15.363,3.133,0.000,1.531,0.000,4.598
25.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,0.000,0.000,27.582,0.000,15.363,3.133,0.000,1.531,0.000,4.549
26.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.754,10.529,0.000,0.000,0.000,70.953,0.000,12.261,0.000,27.582,0.000,15.363,3.133,0.000,1.531,0.000,4.549
