"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,85.90,18.44,4.01,22.63,14.92,91.41,5.13,2.82,152.67,112.36,73.55,44.06,30.12,193.27,13.33,1.97,6.88,83.42,6.39,9.98,58.14,3.45,13.45,144.33,144.33,66.84,66.43,58.78,0.00,100.16,106.23,100.17,0.00,74.91,76.30,30.30,43.41,55.90,30.67,30.56,30.55,44.47,44.49,77.75,77.72,189.10,19.40,0.00
2.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,99.63,18.44,4.01,22.63,14.92,91.03,5.13,2.82,152.67,112.36,90.25,44.06,35.37,193.27,13.33,1.97,6.88,83.42,6.39,9.98,60.88,3.45,14.08,228.46,0.00,46.35,46.16,66.25,0.00,102.25,108.38,102.26,0.00,74.91,76.30,20.97,28.04,55.90,30.67,30.56,30.55,44.47,44.49,61.79,61.78,190.22,19.40,0.00
3.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,94.74,18.44,4.01,22.63,14.92,83.94,5.13,2.82,152.67,112.36,84.30,44.06,32.70,193.27,13.33,1.97,6.88,83.42,6.39,9.98,46.79,3.45,10.82,227.05,0.00,67.50,0.00,61.16,0.00,90.93,96.91,90.94,0.00,74.91,76.30,29.13,45.33,55.90,30.67,30.56,30.55,44.32,44.34,20.62,20.62,186.76,19.40,0.00
4.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,95.52,18.44,4.01,22.63,14.92,83.92,5.13,2.82,152.67,112.36,85.25,44.06,35.37,193.27,13.33,1.97,6.88,83.42,6.39,9.98,46.91,3.45,10.85,227.66,0.00,67.50,0.00,67.88,0.00,92.21,98.19,92.21,0.00,74.91,76.30,0.00,63.97,55.90,30.67,30.56,30.55,44.32,44.34,30.20,30.20,187.07,19.40,0.00
5.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,95.52,18.44,4.01,22.63,14.92,137.17,5.13,2.82,152.67,112.36,85.25,44.06,35.37,193.27,13.33,1.97,6.88,83.42,6.39,9.98,49.14,3.45,11.37,227.02,0.00,45.39,0.00,66.40,45.31,109.97,116.45,109.99,0.00,74.91,76.30,0.00,55.21,55.90,30.67,30.56,30.55,44.31,44.34,35.39,35.39,0.00,19.40,0.00
6.00,0.00,25.45,62.56,599.97,195.18,7.75,8.13,92.51,18.44,4.01,22.63,14.92,81.71,5.13,2.82,152.67,112.36,81.58,44.06,35.37,193.27,13.33,1.97,6.88,83.42,6.39,9.98,39.23,3.45,9.07,222.21,0.00,67.50,0.00,67.88,0.00,79.98,86.11,79.99,0.00,74.91,76.30,0.00,0.00,55.90,30.67,30.56,30.55,44.17,44.19,20.62,20.62,183.10,19.40,0.00
7.00,0.00,29.95,66.51,599.97,195.18,7.75,8.13,91.96,18.44,4.01,22.63,14.92,81.06,5.13,2.82,152.67,112.36,80.92,44.06,34.18,193.27,13.33,1.97,6.88,83.42,6.39,9.98,34.71,3.45,8.03,221.93,0.00,0.00,0.00,67.88,0.00,85.38,91.41,85.38,0.00,74.91,76.30,65.37,65.30,55.90,30.67,30.56,30.55,44.46,44.48,20.62,20.62,186.35,19.40,0.00
8.00,0.00,27.05,66.51,599.97,195.18,7.75,8.13,94.46,18.44,4.01,22.63,14.92,84.74,5.13,2.82,152.67,112.36,83.96,44.06,33.51,193.27,13.33,1.97,6.88,83.42,6.39,9.98,44.38,3.45,10.27,225.29,0.00,0.00,0.00,67.88,0.00,93.73,99.72,93.74,0.00,74.91,76.30,53.56,49.76,55.90,30.67,30.56,30.55,44.20,44.22,26.70,26.69,188.52,19.40,0.00
9.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,94.26,18.44,4.01,22.63,14.92,86.06,5.13,2.82,152.67,112.36,83.72,44.06,33.17,193.27,13.33,1.97,6.88,83.42,6.39,9.98,43.20,3.45,9.99,225.23,0.00,61.92,0.00,62.26,0.00,93.46,99.44,93.46,0.00,74.91,76.30,37.77,45.28,55.90,30.67,30.56,30.55,44.43,44.45,35.94,35.94,187.91,19.40,0.00
10.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,94.95,18.44,4.01,22.63,14.92,87.79,5.13,2.82,152.67,112.36,84.56,44.06,33.98,193.27,13.33,1.97,6.88,83.42,6.39,9.98,48.46,3.45,11.21,226.58,0.00,61.39,0.00,61.73,0.00,96.89,102.90,96.89,0.00,74.91,76.30,34.94,44.21,55.90,30.67,30.56,30.55,44.17,44.19,50.10,50.09,188.95,19.40,0.00
