"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,0.00,21.18,0.00,14.00,2.90,7.00,5.80,10.56,3.33,0.00,3.40,20.00,0.00,0.00,12.62,0.00,7.40,8.90,56.20,8.00,5.00,15.53,4.80,18.93,18.93,15.53,19.42,2.80,0.00,18.42,53.10,3.40,27.00,18.45,9.20,0.00,17.86,0.00,0.60,15.53,15.53,15.53,2.40,81.80,12.14,17.48,19.42,5.00,10.70,6.80,17.48,2.40,3.37,2.23,18.90,0.00,0.00,0.00,1.00,53.50,65.00,2.67,3.91,0.00,44.00,70.50,0.00,1.80,0.00,0.00,5.00,0.00,11.00
2.00,0.00,21.07,0.00,14.00,2.90,7.00,5.80,10.80,3.33,0.00,3.40,20.00,0.00,0.00,12.62,0.00,7.40,9.10,52.60,8.00,5.00,15.53,4.80,18.93,18.93,15.53,19.42,2.80,0.00,18.17,51.20,3.40,27.00,18.45,9.20,0.00,17.86,0.00,0.60,15.53,15.53,15.53,2.40,73.50,12.14,17.48,19.42,5.00,10.70,6.80,17.48,2.40,2.94,1.85,18.90,0.00,0.00,0.00,1.00,53.80,63.70,2.69,3.91,0.00,41.80,59.80,0.00,1.80,0.00,0.00,5.00,0.00,11.00
3.00,0.00,21.07,0.00,14.00,2.90,7.00,5.80,10.76,3.33,0.00,3.40,20.00,0.00,0.00,12.62,0.00,7.40,9.50,48.80,8.00,5.00,15.53,4.80,18.93,18.93,15.53,19.42,2.80,0.00,17.77,48.40,3.40,27.00,18.45,9.20,0.00,17.86,0.00,0.60,15.53,15.53,15.53,2.40,59.80,12.14,17.48,19.42,5.00,10.70,6.80,17.48,2.40,2.58,1.57,18.90,0.00,0.00,0.00,1.00,53.20,62.40,2.66,3.81,0.00,49.60,42.40,0.00,1.80,0.00,0.00,5.00,0.00,11.00
4.00,0.00,21.29,0.00,14.00,2.90,7.00,5.80,10.81,3.33,0.00,3.40,20.00,0.00,0.00,12.62,0.00,7.40,10.10,44.40,8.00,5.00,15.53,4.80,18.93,18.93,15.53,19.42,2.80,0.00,17.10,49.90,3.40,27.00,18.45,9.20,0.00,17.86,0.00,0.60,15.53,15.53,15.53,2.40,46.40,12.14,17.48,19.42,5.00,10.70,6.80,17.48,2.40,2.38,1.56,18.90,0.00,0.00,0.00,1.00,50.40,61.20,2.49,3.40,0.00,51.60,27.40,0.00,1.80,0.00,0.00,5.00,0.00,11.00
5.00,0.00,21.36,0.00,14.00,2.90,7.00,5.80,14.00,3.33,0.00,3.40,20.00,0.00,0.00,12.62,0.00,7.40,11.10,40.70,8.00,5.00,15.53,4.80,18.93,18.93,15.53,19.42,2.80,0.00,16.16,45.50,3.40,27.00,18.45,9.20,0.00,17.86,0.00,0.60,15.53,15.53,15.53,2.40,33.90,12.14,17.48,19.42,5.00,10.70,6.80,17.48,2.40,2.15,1.47,18.90,0.00,0.00,0.00,1.00,46.70,59.20,2.27,2.95,0.00,48.60,19.80,0.00,1.84,0.00,0.00,5.00,0.00,11.00
6.00,0.00,21.22,0.00,14.00,2.90,7.00,5.80,14.00,3.33,0.00,3.40,20.00,0.00,0.00,12.62,0.00,7.40,11.90,38.70,8.00,5.00,15.53,4.80,18.93,18.93,15.53,19.42,2.80,0.00,15.07,40.70,3.40,27.00,18.45,9.20,0.00,17.86,0.00,0.60,15.53,15.53,15.53,2.40,23.70,12.14,17.48,19.42,5.00,10.70,6.80,17.48,2.40,1.80,1.16,18.90,0.00,0.00,0.00,1.00,40.80,54.80,1.87,2.42,0.00,44.90,13.60,0.00,1.92,0.00,0.00,5.00,0.00,11.00
7.00,0.00,21.37,0.00,14.00,2.90,7.00,5.80,14.00,3.35,0.00,3.40,20.00,0.00,0.00,12.62,0.00,7.40,12.40,36.60,8.00,5.00,15.53,4.80,18.93,18.93,15.53,19.42,2.80,0.00,13.83,35.40,3.40,27.00,18.45,9.20,0.00,17.86,0.00,0.60,15.53,15.53,15.53,2.40,20.90,12.14,17.48,19.42,5.00,10.70,6.80,17.48,2.40,1.48,0.90,18.90,0.00,0.00,0.00,1.00,35.40,50.40,1.52,1.91,0.00,41.20,11.80,0.00,1.96,0.00,0.00,5.00,0.00,11.00
8.00,0.00,21.81,0.00,14.00,2.90,7.00,5.80,14.00,3.35,0.00,3.40,20.00,0.00,0.00,12.62,0.00,7.40,12.80,34.70,8.00,5.00,15.53,4.80,18.93,18.93,15.53,19.42,2.80,0.00,12.59,30.80,3.40,27.00,18.45,9.20,0.00,17.86,0.00,0.60,15.53,15.53,15.53,2.40,17.30,12.14,17.48,19.42,5.00,10.70,6.80,17.48,2.40,1.23,0.81,18.90,0.00,0.00,0.00,1.00,31.40,46.10,1.31,1.49,0.00,37.90,9.70,0.00,2.00,0.00,0.00,5.00,0.00,11.00
9.00,0.00,21.80,0.00,14.00,2.90,7.00,5.80,14.00,3.35,0.00,3.40,20.00,0.00,0.00,12.62,0.00,7.40,13.00,32.70,8.00,5.00,15.53,4.80,18.93,18.93,15.53,19.42,2.80,0.00,11.36,26.80,3.40,27.00,18.45,9.20,0.00,17.86,0.00,0.60,15.53,15.53,15.53,2.40,11.80,12.14,17.48,19.42,5.00,10.70,6.80,17.48,2.40,1.02,0.74,18.90,0.00,0.00,0.00,1.00,27.40,42.00,1.08,1.13,0.00,34.60,6.60,0.00,2.00,0.00,0.00,5.00,0.00,11.00
10.00,0.00,21.76,0.00,14.00,2.90,7.00,5.80,14.00,3.35,0.00,3.40,20.00,0.00,0.00,12.62,0.00,7.40,13.50,30.60,8.00,5.00,15.53,4.80,18.93,18.93,15.53,19.42,2.80,0.00,10.25,23.30,3.40,27.00,18.45,9.20,0.00,17.86,0.00,0.60,15.53,15.53,15.53,2.40,7.20,12.14,17.48,19.42,5.00,10.70,6.80,17.48,2.40,0.90,0.73,18.90,0.00,0.00,0.00,1.00,23.40,38.30,0.83,0.96,0.00,31.40,4.00,0.00,2.00,0.00,0.00,5.00,0.00,11.00
