"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,14.39,22.51,12.15,14.00,4.20,8.10,4.30,0.00,2.50,0.40,3.30,0.00,15.15,15.27,7.00,0.00,10.00,19.40,25.50,6.70,11.17,15.53,2.50,17.48,13.40,5.30,7.30,2.80,13.32,23.20,70.81,2.16,27.00,12.62,19.11,119.41,17.96,26.98,0.00,5.00,5.50,5.50,1.20,126.13,9.00,9.50,19.42,3.00,10.80,7.66,9.50,2.40,14.15,15.82,18.00,0.00,0.00,1.15,1.00,126.60,121.86,3.38,5.11,87.54,79.51,126.66,0.30,1.30,68.12,211.25,15.00
2.00,14.62,22.06,15.08,14.00,4.20,8.10,4.30,0.00,2.50,0.40,3.30,0.00,15.63,15.21,7.00,0.00,10.00,19.50,31.50,6.70,11.17,15.53,2.50,17.48,13.40,5.30,7.30,2.80,13.22,23.70,72.81,2.16,27.00,12.62,19.11,118.59,17.96,25.83,0.00,5.00,5.50,5.50,1.20,129.54,9.00,9.50,19.42,3.00,10.80,7.66,9.50,2.40,14.38,16.01,18.00,0.00,0.00,1.18,1.00,117.34,125.41,3.41,5.43,87.36,80.51,129.25,0.30,1.30,68.50,212.60,15.00
3.00,14.52,22.12,16.17,14.00,4.20,8.10,4.30,0.00,2.50,0.40,3.30,0.00,15.28,15.07,7.00,0.00,10.00,19.40,38.10,6.70,11.17,15.53,2.50,17.48,13.40,5.30,7.30,2.80,12.99,24.00,74.56,2.16,27.00,12.62,19.11,117.66,17.96,23.92,0.00,5.00,5.50,5.50,1.20,128.25,9.00,9.50,19.42,3.00,10.80,7.66,9.50,2.40,14.64,16.23,18.00,0.00,0.00,1.17,1.00,117.35,123.72,4.16,5.79,87.27,81.20,127.01,0.40,1.30,68.97,214.95,15.00
4.00,14.46,21.59,16.49,14.00,4.20,8.10,4.30,0.00,2.50,0.40,3.30,0.00,14.96,15.02,7.00,0.00,10.00,19.60,44.80,6.70,11.17,15.53,2.50,17.48,13.40,5.30,7.30,2.80,12.89,24.00,75.58,2.16,27.00,12.62,19.11,117.66,17.96,22.62,0.00,5.00,5.50,5.50,1.20,129.64,9.00,9.50,19.42,3.00,10.80,7.66,9.50,2.40,14.98,16.52,18.00,0.00,0.00,1.19,1.00,115.70,124.03,4.49,6.25,87.56,81.82,131.39,0.40,1.30,69.31,218.11,15.00
5.00,14.42,21.69,16.22,14.00,4.20,8.10,4.30,0.00,2.50,0.40,3.30,0.00,14.86,15.08,7.00,0.00,10.00,21.10,52.20,6.60,11.17,15.53,2.50,17.48,13.40,5.30,7.30,2.80,12.95,23.90,76.29,2.16,27.00,12.62,19.11,119.07,17.96,22.56,0.00,5.00,5.50,5.50,1.20,130.19,9.00,9.50,19.42,3.00,10.80,7.66,9.50,2.40,15.29,16.79,18.00,0.00,0.00,1.18,1.00,113.33,125.02,4.81,6.72,88.37,82.41,129.63,0.40,1.30,69.38,223.84,15.00
6.00,14.21,21.58,14.67,14.00,4.20,8.10,4.30,0.00,2.50,0.40,3.30,0.00,14.91,15.12,7.00,0.00,10.00,22.40,58.20,6.60,11.17,15.53,2.50,17.48,13.40,5.30,7.30,2.80,13.04,23.80,76.55,2.16,27.00,12.62,19.11,120.47,17.96,23.63,0.00,5.00,5.50,5.50,1.20,129.85,9.00,9.50,19.42,3.00,10.80,7.66,9.50,2.40,15.50,17.00,18.00,0.00,0.00,1.17,1.00,100.65,125.23,4.78,7.16,88.93,82.37,130.27,0.40,1.30,69.32,231.71,15.00
7.00,13.80,21.62,11.44,14.00,4.20,8.10,4.30,0.00,2.50,0.40,3.30,0.00,15.16,15.18,7.00,0.00,10.00,23.20,60.20,5.60,11.17,15.53,2.50,17.48,13.40,5.30,7.30,2.80,13.13,23.60,76.59,2.16,27.00,12.62,19.11,122.01,17.96,25.59,0.00,5.00,5.50,5.50,1.20,127.50,9.00,9.50,19.42,3.00,10.80,7.66,9.50,2.40,15.66,17.14,18.00,0.00,0.00,1.17,1.00,113.23,125.18,7.25,7.58,89.36,82.11,125.03,0.30,1.30,69.15,234.48,15.00
8.00,13.31,21.31,8.61,14.00,4.20,8.10,4.30,0.00,2.50,0.40,3.30,0.00,15.27,15.25,7.00,0.00,10.00,23.70,61.80,5.10,11.17,15.53,2.50,17.48,13.40,5.30,7.30,2.80,13.20,23.70,77.66,2.16,27.00,12.62,19.11,123.58,17.96,27.65,0.00,5.00,5.50,5.50,1.20,124.18,9.00,9.50,19.42,3.00,10.80,7.66,9.50,2.40,15.64,17.11,18.00,0.00,0.00,0.99,1.00,104.55,124.50,8.26,7.92,89.79,83.01,122.66,0.20,1.30,68.64,232.55,15.00
9.00,12.79,20.97,6.93,14.00,4.20,8.10,4.30,0.00,2.50,0.40,3.30,0.00,14.92,15.27,7.00,0.00,10.00,23.30,61.80,3.90,11.17,15.53,2.50,17.48,13.40,5.30,7.30,2.80,13.21,24.00,79.04,2.16,27.00,12.62,19.11,124.21,17.96,28.38,0.00,5.00,5.50,5.50,1.20,117.17,9.00,9.50,19.42,3.00,10.80,7.66,9.50,2.40,15.63,17.07,18.00,0.00,0.00,0.96,1.00,105.26,123.62,9.66,8.24,89.84,84.30,121.22,0.20,1.30,67.76,233.88,15.00
10.00,12.16,20.83,5.72,14.00,4.20,8.10,4.30,0.00,2.50,0.40,3.30,0.00,13.76,15.18,7.00,0.00,10.00,23.00,62.00,3.10,11.17,15.53,2.50,17.48,13.40,5.30,7.30,2.80,13.06,24.10,80.20,2.16,27.00,12.62,19.11,122.31,17.96,26.22,0.00,5.00,5.50,5.50,1.20,121.28,9.00,9.50,19.42,3.00,10.80,7.66,9.50,2.40,15.64,17.02,18.00,0.00,0.00,0.90,1.00,100.21,118.45,9.85,8.48,87.78,85.12,120.77,0.10,1.30,65.37,234.48,15.00
