"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,16.33,3.12,33.01,14.92,68.37,5.13,2.82,157.28,112.36,88.65,43.68,24.64,190.00,25.41,1.97,6.88,85.94,6.39,0.00,85.48,9.64,19.77,228.46,0.00,0.00,67.10,67.88,67.33,170.79,0.00,170.85,0.00,74.91,76.30,35.27,24.97,55.33,30.67,30.56,30.55,32.31,32.32,91.01,90.97,203.20
2.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,16.33,3.12,33.01,14.92,70.41,5.13,2.82,157.28,112.36,88.65,43.68,35.30,190.00,25.41,1.97,6.88,85.94,6.39,0.00,85.48,9.64,19.77,0.00,228.19,0.00,67.10,67.88,67.33,176.19,0.00,176.26,0.00,74.91,76.30,37.95,0.00,55.33,30.67,30.56,30.55,32.28,32.28,98.57,98.53,203.20
3.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,16.33,3.12,33.01,14.92,132.13,5.13,2.82,157.28,112.36,88.65,43.68,29.54,190.00,25.41,1.97,6.88,85.94,6.39,0.00,85.48,9.64,19.77,0.00,228.19,0.00,67.10,67.88,67.33,184.17,0.00,184.23,0.00,74.91,76.30,47.54,58.01,55.33,30.67,30.56,30.55,32.44,32.44,110.26,110.22,203.20
4.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,16.33,3.12,33.01,14.92,124.78,5.13,2.82,157.28,112.36,88.65,43.68,35.37,190.00,25.41,1.97,6.88,85.94,6.39,0.00,85.48,9.64,19.77,0.00,228.19,0.00,67.10,67.88,67.33,184.17,0.00,184.23,0.00,74.91,76.30,45.05,50.54,55.33,30.67,30.56,30.55,32.29,32.30,110.26,110.22,203.20
5.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,16.33,3.12,33.01,14.92,127.49,5.13,2.82,157.28,112.36,88.65,43.68,35.37,190.00,25.41,1.97,6.88,85.94,6.39,0.00,85.48,9.64,19.77,0.00,228.19,0.00,67.10,67.88,67.33,184.17,0.00,184.23,0.00,74.91,76.30,44.52,55.45,55.33,30.67,30.56,30.55,32.29,32.30,110.26,110.22,203.20
6.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,16.33,3.12,33.01,14.92,114.72,5.13,2.82,157.28,112.36,88.65,43.68,35.37,190.00,25.41,1.97,6.88,85.94,6.39,0.00,85.48,9.64,19.77,0.00,228.19,0.00,67.10,67.88,67.33,184.17,0.00,184.23,0.00,74.91,76.30,42.68,40.71,55.33,30.67,30.56,30.55,32.29,32.30,110.26,110.22,203.20
7.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,16.33,3.12,33.01,14.92,106.31,5.13,2.82,157.28,112.36,88.65,43.68,14.26,190.00,13.33,1.97,6.88,85.94,6.39,0.00,82.97,9.64,19.19,144.33,144.33,0.00,67.10,67.88,67.33,183.97,0.00,184.03,0.00,74.91,76.30,59.22,0.00,55.33,30.67,30.56,30.55,32.29,32.30,93.47,93.43,203.20
8.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,16.33,3.12,33.01,14.92,106.31,5.13,2.82,157.28,112.36,88.65,43.68,13.22,190.00,13.33,1.97,6.88,85.94,6.39,0.00,59.91,9.64,13.86,226.04,0.00,0.00,66.26,67.04,66.46,158.95,0.00,159.01,0.00,74.91,76.30,50.45,45.29,55.33,30.67,30.56,30.55,32.29,32.30,96.78,0.00,203.20
9.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,16.33,3.12,33.01,14.92,106.31,5.13,2.82,157.28,112.36,88.65,43.68,18.00,190.00,13.33,1.97,6.88,85.94,6.39,0.00,47.74,9.64,11.04,213.84,0.00,0.00,63.52,64.29,46.58,139.04,0.00,139.09,0.00,74.91,76.30,39.41,44.09,55.33,30.67,30.56,30.55,32.29,32.30,20.62,0.00,203.20
10.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,110.37,16.33,3.12,33.01,14.92,106.32,5.13,2.82,157.28,112.36,88.65,43.68,0.00,190.00,13.33,1.97,6.88,85.94,6.39,0.00,4.64,9.64,0.00,208.10,0.00,0.00,61.05,50.73,50.38,137.38,0.00,137.42,0.00,74.91,76.30,39.32,44.01,55.33,30.67,30.56,30.55,32.29,32.30,0.00,0.00,203.20
