"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,20.89,0.00,15.00,3.00,8.00,6.40,8.90,3.20,0.00,3.50,19.00,0.00,0.00,19.00,0.00,3.80,12.00,59.50,8.00,0.00,15.53,3.30,20.00,9.50,12.00,16.00,0.00,0.00,25.70,78.80,3.42,27.00,20.00,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,106.50,12.82,20.50,7.00,9.00,6.43,18.00,2.40,2.20,2.50,9.00,0.00,0.00,0.00,1.00,85.25,83.30,8.40,6.60,0.00,102.40,104.10,0.00,2.00,0.00,0.00,11.00,0.00
2.00,0.00,20.95,0.00,15.00,3.00,8.00,6.40,8.90,3.20,0.00,3.50,19.00,0.00,0.00,19.00,0.00,3.80,11.40,54.90,8.00,0.00,15.53,3.30,20.00,9.50,12.00,16.00,0.00,0.00,26.50,79.40,3.42,27.00,20.00,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,103.50,12.82,20.50,7.00,9.00,6.43,18.00,2.40,2.50,3.40,9.00,0.00,0.00,0.00,1.00,76.10,84.40,8.20,6.30,0.00,101.40,102.70,0.00,2.00,0.00,0.00,11.00,0.00
3.00,0.00,20.89,0.00,15.00,3.00,8.00,6.40,8.90,3.20,0.00,3.50,19.00,0.00,0.00,19.00,0.00,3.80,10.80,50.00,8.01,0.00,15.53,3.30,20.00,9.50,12.00,16.00,0.00,0.00,27.20,79.80,3.42,27.00,20.00,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,100.30,12.82,20.50,7.00,9.00,6.43,18.00,2.40,2.70,4.40,9.00,0.00,0.00,0.00,1.00,72.60,85.10,7.90,5.80,0.00,99.80,100.70,0.00,2.00,0.00,0.00,11.00,0.00
4.00,0.00,20.59,0.00,15.00,3.00,8.00,6.40,8.90,3.20,0.00,3.50,19.00,0.00,0.00,19.00,0.00,3.80,10.40,47.30,8.02,0.00,15.53,3.30,20.00,9.50,12.00,16.00,0.00,0.00,26.40,77.50,3.42,27.00,20.00,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,98.20,12.82,20.50,7.00,9.00,6.43,18.00,2.40,2.50,4.30,9.00,0.00,0.00,0.00,1.00,71.50,85.40,7.80,5.60,0.00,96.80,97.40,0.00,2.00,0.00,0.00,11.00,0.00
5.00,0.00,20.76,0.00,15.00,3.00,8.00,6.40,8.90,3.20,0.00,3.50,19.00,0.00,0.00,19.00,0.00,3.80,10.00,45.50,8.02,0.00,15.53,3.30,20.00,9.50,12.00,16.00,0.00,0.00,25.20,74.40,3.42,27.00,20.00,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,96.50,12.82,20.50,7.00,9.00,6.43,18.00,2.40,2.10,3.90,9.00,0.00,0.00,0.00,1.00,71.10,85.70,7.70,5.60,0.00,93.30,93.70,0.00,2.00,0.00,0.00,11.00,0.00
6.00,0.00,20.88,0.00,15.00,3.00,8.00,6.40,8.90,3.20,0.00,3.50,19.00,0.00,0.00,19.00,0.00,3.80,10.90,45.00,8.02,0.00,15.53,3.30,20.00,9.50,12.00,16.00,0.00,0.00,24.90,73.20,3.42,27.00,20.00,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,87.90,12.82,20.50,7.00,9.00,6.43,18.00,2.40,2.70,5.10,9.00,0.00,0.00,0.00,1.00,69.70,83.90,7.40,5.40,0.00,90.30,84.40,0.00,2.00,0.00,0.00,11.00,0.00
7.00,0.00,20.76,0.00,15.00,3.00,8.00,6.40,8.90,3.20,0.00,3.50,19.00,0.00,0.00,19.00,0.00,3.80,12.20,44.90,8.02,0.00,15.53,3.30,20.00,9.50,12.00,16.00,0.00,0.00,25.00,72.60,3.42,27.00,20.00,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,77.00,12.82,20.50,7.00,9.00,6.43,18.00,2.40,3.60,7.00,9.00,0.00,0.00,0.00,1.00,68.00,81.50,7.20,5.20,0.00,87.40,73.20,0.00,2.00,0.00,0.00,11.00,0.00
8.00,0.00,20.67,0.00,15.00,3.00,8.00,6.40,8.90,3.20,0.00,3.50,19.00,0.00,0.00,19.00,0.00,3.80,13.70,43.50,8.02,0.00,3.30,3.30,20.00,9.50,12.00,16.00,0.00,0.00,24.60,71.20,3.42,27.00,20.00,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,65.40,12.82,20.50,7.00,9.00,6.43,18.00,2.40,3.60,6.50,9.00,0.00,0.00,0.00,1.00,65.10,80.00,6.70,4.80,0.00,83.60,61.70,0.00,2.00,0.00,0.00,11.00,0.00
9.00,0.00,20.63,0.00,15.00,3.00,8.00,6.40,8.90,3.20,0.00,3.50,19.00,0.00,0.00,19.00,0.00,3.80,15.20,41.60,7.98,0.00,3.30,3.30,20.00,9.50,12.00,16.00,0.00,0.00,24.10,69.50,3.42,27.00,20.00,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,53.50,12.82,20.50,7.00,9.00,6.43,18.00,2.40,3.40,5.30,9.00,0.00,0.00,0.00,1.00,61.80,78.90,6.20,4.30,0.00,79.70,50.10,0.00,2.00,0.00,0.00,11.00,0.00
10.00,0.00,20.88,0.00,15.00,3.00,8.00,6.40,8.90,3.20,0.00,3.50,19.00,0.00,0.00,19.00,0.00,3.80,15.30,40.40,7.97,0.00,3.30,3.30,20.00,9.50,12.00,16.00,0.00,0.00,22.70,65.30,3.42,27.00,20.00,17.96,0.00,17.96,0.00,0.00,20.00,20.00,20.00,0.00,51.90,12.82,20.50,7.00,9.00,6.43,18.00,2.40,3.00,4.70,9.00,0.00,0.00,0.00,1.00,58.90,77.90,5.60,3.80,0.00,76.30,46.80,0.00,2.00,0.00,0.00,11.00,0.00
