"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,68.32,28.27,67.13,644.32,209.61,9.09,3.98,88.41,17.56,0.89,24.13,14.92,45.00,0.00,5.13,2.82,103.75,30.23,63.00,31.72,30.14,80.82,0.00,1.97,6.88,56.69,0.00,6.39,9.00,28.91,4.43,6.69,0.00,0.00,0.00,31.90,43.35,32.14,172.61,185.29,0.00,1.46,0.00,0.00,44.37,37.81,38.66,0.00,12.09,0.00,25.00,25.00,27.32,0.00,88.81
2.00,68.32,28.27,67.13,644.32,209.61,9.09,3.98,88.41,17.56,0.89,24.13,14.92,45.00,0.00,5.13,2.82,103.75,28.10,63.00,31.72,30.14,80.82,0.00,1.97,6.88,56.69,0.00,6.39,9.00,4.64,4.43,0.00,0.00,0.00,0.00,36.26,36.46,44.94,184.17,117.26,0.00,1.46,0.00,0.00,47.99,34.18,38.66,0.00,12.09,0.00,25.00,25.00,20.62,0.00,68.95
3.00,68.32,28.27,67.13,644.32,209.61,9.09,3.98,88.41,17.56,0.89,24.13,14.92,45.00,0.00,5.13,2.82,103.75,24.06,63.00,31.72,30.14,80.82,0.00,1.97,6.88,56.69,0.00,6.39,9.00,4.64,4.43,0.00,0.00,0.00,0.00,39.85,20.62,57.19,184.17,72.84,0.00,1.46,0.00,0.00,49.53,37.46,38.66,0.00,12.09,0.00,25.00,25.00,20.62,0.00,45.00
4.00,68.32,28.27,67.13,644.32,209.61,9.09,3.98,88.41,17.56,0.89,24.13,14.92,45.00,0.00,5.13,2.82,103.75,22.10,63.00,31.72,31.34,80.82,0.00,1.97,6.88,56.69,0.00,6.39,9.00,30.08,4.43,6.96,0.00,0.00,0.00,30.69,25.47,30.71,170.24,182.76,0.00,1.46,0.00,0.00,43.75,33.62,38.66,0.00,12.09,0.00,25.00,25.00,20.62,0.00,38.28
5.00,68.32,28.27,67.13,644.32,209.61,9.09,3.98,88.41,17.56,0.89,24.13,14.92,45.00,0.00,5.13,2.82,103.75,22.61,63.00,31.72,31.34,80.82,0.00,1.97,6.88,56.69,0.00,0.00,9.00,50.48,4.43,11.68,0.00,0.00,0.00,54.48,26.46,26.46,184.17,197.14,0.00,1.46,0.00,0.00,39.75,42.47,38.66,0.00,12.09,0.00,25.00,25.00,70.55,0.00,42.89
6.00,68.32,28.27,67.13,644.32,209.61,9.09,3.98,88.41,17.56,0.89,24.13,14.92,45.00,0.00,5.13,2.82,103.75,56.47,63.00,31.72,31.34,80.82,0.00,1.97,6.88,56.69,0.00,0.00,9.00,49.42,4.43,11.43,0.00,0.00,0.00,24.11,52.04,31.24,184.17,197.14,0.00,1.69,0.00,63.45,39.72,42.42,38.66,0.00,15.60,0.00,25.00,25.00,66.56,0.00,20.34
7.00,68.32,28.27,67.13,644.32,209.61,9.09,3.98,88.41,17.56,0.89,24.13,14.92,45.00,0.00,5.13,2.82,103.75,56.47,63.00,31.72,31.34,80.82,0.00,1.97,6.88,56.69,0.00,0.00,9.00,60.29,4.43,13.95,0.00,0.00,0.00,23.74,23.75,62.68,184.17,197.14,0.00,2.60,0.00,75.53,41.10,41.08,38.66,0.00,29.54,0.00,30.12,30.12,101.30,0.00,22.22
8.00,68.32,28.27,67.13,644.32,209.61,9.09,3.98,88.41,17.56,0.89,24.13,14.92,45.00,0.00,5.13,2.82,103.75,56.64,63.00,31.72,31.34,80.82,0.00,1.97,6.88,56.69,0.00,0.00,9.00,64.73,4.43,14.97,0.00,0.00,0.00,46.08,46.45,25.39,184.17,197.14,0.00,2.51,0.00,76.30,41.10,41.08,38.66,0.00,28.15,0.00,31.04,31.04,46.75,0.00,26.27
9.00,68.70,28.43,67.13,644.32,209.61,9.09,3.98,88.41,17.56,0.89,24.13,14.92,45.00,0.00,5.13,2.82,103.75,57.95,63.00,31.72,31.34,80.82,16.66,1.97,6.88,56.69,0.00,0.00,9.00,68.33,4.43,15.80,0.00,0.00,0.00,34.77,55.07,34.80,184.17,197.14,0.00,2.21,0.00,76.30,45.77,37.44,38.66,0.00,23.58,0.00,33.43,33.43,20.72,0.00,27.14
10.00,68.93,28.53,67.13,644.32,209.61,9.09,3.98,88.41,17.56,0.89,24.13,14.92,45.00,0.00,5.13,2.82,103.75,57.71,63.00,31.72,31.34,80.82,16.66,1.97,6.88,56.69,0.00,0.00,9.00,70.94,4.43,16.41,0.00,0.00,0.00,24.84,24.86,67.33,184.17,197.14,0.00,2.36,0.00,76.30,41.69,45.11,38.66,0.00,25.89,0.00,34.86,34.86,102.34,0.00,25.31
