"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,12.00,140.73,5.13,2.82,164.07,112.47,88.74,38.27,37.90,242.00,29.19,4.20,6.88,87.77,0.00,6.39,9.98,4.63,3.46,6.37,228.68,220.60,20.60,53.08,53.56,20.60,184.35,188.53,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,0.00,30.58,76.77,87.36,92.32,110.32,203.40,19.44,20.27
2.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,88.74,38.27,37.90,242.00,29.19,4.20,6.88,87.77,0.00,6.39,9.98,66.71,3.46,19.79,228.68,220.60,20.60,53.08,53.56,20.60,184.35,188.53,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,0.00,30.58,76.77,87.36,92.32,110.32,203.40,19.44,20.27
3.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,88.74,38.27,37.90,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,42.61,3.46,15.16,228.68,220.60,20.60,53.08,53.56,20.60,184.35,188.53,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,0.00,30.58,76.77,87.36,92.32,110.32,203.40,19.44,20.27
4.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,88.74,38.27,37.90,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,31.37,3.46,12.56,228.68,220.60,46.55,0.00,46.55,20.60,184.35,188.53,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,0.00,30.58,76.77,87.36,92.32,110.32,203.40,19.44,20.27
5.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,12.00,139.87,5.13,2.82,164.07,112.47,88.74,38.27,37.90,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,0.00,3.46,5.30,228.68,220.60,45.60,0.00,45.60,20.60,184.35,188.53,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,0.00,30.58,76.77,87.36,92.32,110.32,203.40,19.44,20.27
6.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,88.74,38.27,37.90,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,37.71,3.46,14.03,228.68,220.60,45.60,0.00,45.60,20.60,184.35,188.53,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,0.00,30.58,76.77,87.36,92.32,110.32,203.40,19.44,20.27
7.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,88.74,21.75,37.90,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,68.06,3.46,19.79,228.68,220.60,20.60,0.00,66.32,20.60,184.35,188.53,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,0.00,30.58,76.77,87.36,110.37,110.32,203.40,19.44,20.27
8.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,88.74,44.10,37.90,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,9.88,3.46,7.59,228.68,220.60,46.63,0.00,46.63,20.60,184.35,188.53,184.41,5.67,74.99,67.06,53.30,66.54,81.64,30.70,0.00,30.58,76.77,87.36,103.01,110.32,203.40,19.44,20.27
9.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,88.74,21.75,37.90,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,54.40,3.46,17.90,228.68,220.60,20.60,0.00,62.73,20.60,184.35,188.53,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,110.37,110.32,203.40,19.44,20.27
10.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,88.74,21.75,37.90,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,56.10,3.46,18.29,228.68,220.60,20.60,0.00,62.73,20.60,184.35,188.53,184.41,5.67,74.99,67.06,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,110.37,110.32,203.40,19.44,20.27
