"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,21.51,0.00,13.53,4.50,7.60,3.10,6.10,2.30,0.00,3.50,15.46,0.00,0.00,3.10,2.50,7.50,24.41,15.20,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,0.00,29.27,73.46,2.10,28.58,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,106.16,4.70,18.00,7.00,10.43,8.12,3.80,2.30,14.06,13.27,9.50,0.00,2.11,97.92,100.81,13.24,12.18,0.00,100.55,94.59,0.00,1.24,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,21.52,0.00,13.53,4.50,7.60,3.10,6.10,2.30,0.00,3.50,15.46,0.00,0.00,3.10,2.50,7.50,24.21,16.66,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,0.00,29.00,72.92,2.10,28.56,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,104.26,4.70,18.00,7.00,10.43,8.12,3.80,2.30,13.93,13.45,9.50,0.00,2.08,93.45,96.56,12.69,11.75,0.00,98.13,92.38,0.00,1.22,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,21.48,0.00,13.53,4.50,7.60,3.10,6.10,2.30,0.00,3.50,15.46,0.00,0.00,3.10,2.50,7.50,22.01,13.12,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,0.00,28.28,71.47,2.10,28.59,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,102.37,4.70,18.00,7.00,10.43,8.12,3.80,2.30,13.52,13.03,9.50,0.00,1.85,92.71,96.87,12.70,11.73,0.00,98.31,91.17,0.00,1.20,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,21.37,0.00,13.53,4.50,7.60,3.10,6.10,2.30,0.00,3.50,15.46,0.00,0.00,3.10,2.50,7.50,21.81,14.57,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,0.00,27.92,70.49,2.10,28.58,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,100.48,4.70,18.00,7.00,10.43,8.12,3.80,2.30,13.35,12.76,9.50,0.00,1.72,88.70,93.75,12.36,11.41,0.00,94.06,90.95,0.00,1.18,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,21.61,0.00,13.53,4.50,7.60,3.10,6.10,2.30,0.00,3.50,15.46,0.00,0.00,3.10,2.50,7.50,21.61,16.03,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,0.00,27.27,69.89,2.10,28.57,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,98.59,4.70,18.00,7.00,10.43,8.12,3.80,2.30,12.98,12.51,9.50,0.00,1.53,89.22,93.31,12.39,11.24,0.00,93.07,90.74,0.00,1.16,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.06,21.50,0.08,13.53,4.50,7.60,3.10,6.10,2.30,0.00,3.50,15.46,0.06,0.00,0.00,2.50,7.50,21.41,17.49,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,0.00,26.64,71.89,2.10,28.54,3.20,11.59,0.00,15.46,0.42,0.60,9.00,9.00,10.00,1.15,96.70,4.70,18.00,7.00,10.43,8.12,3.80,2.30,13.65,12.96,9.50,0.00,1.32,87.72,93.26,12.32,11.22,0.00,90.25,92.53,0.00,1.15,0.00,0.00,10.63,1.00,12.14,0.00,0.00,0.00,0.00
7.00,1.30,21.48,1.13,13.53,4.50,7.60,3.10,6.10,1.40,0.00,3.50,15.46,1.20,0.00,0.00,2.50,7.50,21.21,11.95,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,0.08,26.39,71.27,2.10,28.50,3.20,11.59,9.00,15.46,3.42,0.60,9.00,9.00,10.00,1.15,95.81,4.70,18.00,7.00,10.43,8.12,3.80,2.30,13.43,12.81,9.50,0.04,1.20,83.98,91.33,11.81,10.42,6.48,87.61,92.32,0.10,1.14,1.94,2.34,10.63,17.03,12.14,0.00,0.00,5.36,0.56
8.00,3.17,21.44,3.13,13.53,4.50,7.60,3.10,6.10,1.40,0.00,3.50,15.46,2.65,0.56,0.00,2.50,7.50,21.00,13.41,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,0.88,25.07,68.08,2.10,28.57,3.20,11.59,36.00,15.46,10.36,0.60,9.00,9.00,10.00,1.15,94.92,4.70,18.00,7.00,10.43,8.12,3.80,2.30,13.65,13.22,9.50,0.07,1.07,79.58,88.18,11.29,9.93,25.92,85.30,91.11,0.20,1.13,7.90,46.50,10.63,66.94,12.14,0.04,3.19,27.75,3.91
9.00,4.48,21.32,4.88,13.53,4.50,7.60,3.10,6.10,1.40,0.00,3.50,15.46,5.75,2.25,0.00,2.50,7.50,20.80,14.87,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,1.71,24.27,65.45,2.10,28.64,3.20,11.59,69.00,15.46,19.58,0.60,9.00,9.00,10.00,1.15,92.02,4.70,18.00,7.00,10.43,8.12,3.80,2.30,13.79,13.12,9.50,0.08,0.98,75.33,87.00,10.99,9.39,49.68,82.76,87.90,0.20,1.13,19.17,122.90,10.63,102.33,12.14,0.09,16.69,30.64,3.17
10.00,7.90,21.12,7.73,13.53,4.50,7.60,3.10,6.10,1.40,0.00,3.50,15.46,7.90,4.51,0.00,2.50,7.50,20.60,16.33,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,2.69,23.70,64.23,2.10,28.59,3.20,11.59,107.00,15.46,27.71,0.60,9.00,9.00,10.00,1.15,88.13,4.70,18.00,7.00,10.43,8.12,3.80,2.30,13.67,12.54,9.50,0.12,0.88,73.91,87.21,10.82,9.19,77.04,81.34,82.69,0.30,1.12,32.16,192.23,10.63,107.13,12.14,0.15,30.57,16.92,5.54
