"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,0.00,0.00,19.00,0.00,3.80,4.70,15.94,3.20,0.40,3.30,0.00,0.00,0.00,4.50,10.00,14.59,34.25,0.00,10.69,15.55,0.00,18.46,18.46,8.00,11.66,0.00,0.00,5.64,20.38,3.00,25.50,9.00,18.46,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,72.01,9.80,11.66,5.00,10.70,0.00,10.01,1.10,16.48,13.89,19.00,0.00,1.29,15.60,9.94,0.58,0.19,0.00,30.78,32.89,0.00,1.88,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
2.00,0.00,0.00,0.00,19.00,0.00,3.80,4.70,15.94,3.20,0.40,3.30,0.00,0.00,0.00,4.50,10.00,13.90,32.44,0.00,10.69,15.55,0.00,18.46,18.46,8.00,11.66,0.00,0.00,5.54,19.62,3.00,25.60,9.00,18.46,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,54.14,9.80,11.66,5.00,10.70,0.00,10.01,1.10,16.98,14.15,19.00,0.00,1.28,20.32,9.97,0.45,0.15,0.00,31.10,18.20,0.00,1.84,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
3.00,0.00,0.00,0.00,19.00,0.00,3.80,4.70,15.94,3.20,0.40,3.30,0.00,0.00,0.00,8.50,10.00,13.38,28.02,0.00,10.69,15.55,0.00,18.46,18.46,8.00,11.66,0.00,0.00,5.44,18.86,3.00,25.80,9.00,18.46,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,35.27,9.80,11.66,5.00,10.70,0.00,10.01,1.10,17.50,14.39,19.00,0.00,1.28,30.04,10.00,0.31,0.11,0.00,31.11,7.41,0.00,1.88,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
4.00,0.00,0.00,0.00,19.00,0.00,3.80,4.70,15.94,3.20,0.40,3.30,0.00,0.00,0.00,8.50,10.00,13.50,25.00,0.00,10.69,15.55,0.00,18.46,18.46,8.00,11.66,0.00,0.00,5.10,17.30,3.00,25.90,9.00,18.46,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,24.00,9.80,11.66,5.00,10.70,0.00,10.01,1.10,17.66,14.34,19.00,0.00,1.28,30.00,15.00,0.30,0.10,0.00,30.20,3.50,0.00,1.88,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
5.00,0.00,0.00,0.00,19.00,0.00,3.80,4.70,15.94,3.20,0.40,3.30,0.00,0.00,0.00,8.50,10.00,13.95,23.00,0.00,10.69,15.55,0.00,18.46,18.46,8.00,11.66,0.00,0.00,4.70,15.50,3.00,25.90,9.00,18.46,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,17.00,9.80,11.66,5.00,10.70,0.00,10.01,1.10,17.66,14.24,19.00,0.00,1.28,40.00,9.50,0.30,0.00,0.00,29.20,1.40,0.00,1.84,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
6.00,0.00,0.00,0.00,19.00,0.00,3.80,4.70,15.94,3.20,0.40,3.30,0.00,0.00,0.00,8.50,10.00,13.35,18.90,0.00,10.69,15.55,0.00,18.46,18.46,8.00,11.66,0.00,0.00,4.70,14.60,3.00,25.90,9.00,18.46,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,13.00,9.80,11.66,5.00,10.70,0.00,10.01,1.10,17.67,14.14,19.00,0.00,1.28,40.00,8.00,0.30,0.10,0.00,27.60,0.70,0.00,1.84,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
7.00,0.00,0.00,0.00,19.00,0.00,3.80,4.70,15.94,3.20,0.40,3.30,0.00,0.00,0.00,8.50,10.00,12.44,17.60,0.00,10.69,15.55,0.00,18.46,18.46,8.00,11.66,0.00,0.00,4.50,13.40,3.00,25.80,9.00,18.46,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,9.00,9.80,11.66,5.00,10.70,0.00,10.01,1.10,17.67,14.20,19.00,0.00,1.28,45.00,7.50,0.30,0.20,0.00,23.20,0.30,0.00,1.84,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
8.00,0.00,0.00,0.00,19.00,0.00,3.80,4.70,15.94,3.20,0.40,3.30,0.00,0.00,0.00,8.50,10.00,11.60,16.30,0.00,10.69,15.55,0.00,18.46,18.46,8.00,11.66,0.00,0.00,4.60,11.10,3.00,25.90,9.00,18.46,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,7.00,9.80,11.66,5.00,10.70,0.00,10.01,1.10,17.68,14.25,19.00,0.00,1.28,50.00,7.00,0.30,0.30,0.00,19.00,0.90,0.00,1.84,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
9.00,0.00,0.00,0.00,19.00,0.00,3.80,4.70,15.94,3.20,0.40,3.30,0.00,0.00,0.00,8.50,10.00,10.84,14.60,0.00,10.69,15.55,0.00,18.46,18.46,8.00,11.66,0.00,0.00,5.10,9.90,3.00,26.00,9.00,18.46,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,5.00,9.80,11.66,5.00,10.70,0.00,10.01,1.10,17.68,14.32,19.00,0.00,1.28,60.00,6.50,0.20,0.20,0.00,17.90,3.50,0.00,1.84,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
10.00,0.00,0.00,0.00,19.00,0.00,3.80,4.70,15.94,3.20,0.40,3.30,0.00,0.00,0.00,8.50,10.00,11.15,12.90,0.00,10.69,15.55,0.00,18.46,18.46,8.00,11.66,0.00,0.00,4.50,8.10,3.00,26.00,9.00,18.46,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,3.00,9.80,11.66,5.00,10.70,0.00,10.01,1.10,17.69,14.40,19.00,0.00,1.28,59.80,6.00,0.20,0.10,0.00,17.10,3.90,0.00,1.84,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
