"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.80,0.00,0.00,4.20,0.00,0.00,19.22,3.60,0.00,3.50,10.00,0.00,0.00,18.05,0.00,7.30,4.00,25.00,0.00,10.83,13.85,4.40,19.32,19.32,19.51,19.51,2.60,0.00,25.83,76.56,2.90,0.00,19.51,19.41,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,62.00,12.88,20.49,19.51,8.40,0.00,6.38,17.56,2.40,0.18,0.68,18.00,0.98,1.61,0.00,1.24,84.77,73.66,7.32,5.93,0.00,104.57,38.00,0.00,2.00,0.00
2.00,0.00,23.98,0.00,0.00,4.20,0.00,0.00,19.22,3.60,0.00,3.50,10.00,0.00,0.00,18.05,0.00,7.30,6.37,19.13,0.00,10.83,13.85,4.40,19.32,19.32,19.51,19.51,2.60,0.00,21.88,58.34,2.90,0.00,19.51,19.41,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,38.59,12.88,20.49,19.51,8.40,0.00,6.38,17.56,2.40,0.70,0.97,18.00,0.98,1.61,0.00,1.24,61.10,75.20,3.47,3.27,0.00,103.22,35.67,0.00,2.00,0.00
3.00,0.00,23.92,0.00,0.00,4.20,0.00,0.00,19.22,3.60,0.00,3.50,10.00,0.00,0.00,18.05,0.00,7.30,6.32,18.49,0.00,10.83,13.85,4.40,19.32,19.32,19.51,19.51,2.60,0.00,21.57,57.12,2.90,0.00,19.51,19.41,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,37.36,12.88,20.49,19.51,8.40,0.00,6.38,17.56,2.40,0.69,0.92,18.00,0.98,1.61,0.00,1.24,60.09,74.24,3.03,3.09,0.00,101.86,34.69,0.00,2.00,0.00
4.00,0.00,23.73,0.00,0.00,4.20,0.00,0.00,19.22,3.60,0.00,3.50,10.00,0.00,0.00,18.05,0.00,7.30,5.71,18.10,0.00,10.83,13.85,4.40,19.32,19.32,19.51,19.51,2.60,0.00,20.63,54.78,2.90,0.00,19.51,19.41,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,34.44,12.88,20.49,19.51,8.40,0.00,6.38,17.56,2.40,0.65,0.88,18.00,0.98,1.61,0.00,1.24,58.51,73.23,2.93,2.92,0.00,99.65,30.36,0.00,2.00,0.00
5.00,0.00,23.88,0.00,0.00,4.20,0.00,0.00,19.22,3.60,0.00,3.50,10.00,0.00,0.00,18.05,0.00,7.30,5.07,17.67,0.00,10.83,13.85,4.40,19.32,19.32,19.51,19.51,2.60,0.00,19.70,52.23,2.90,0.00,19.51,19.41,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,31.59,12.88,20.49,19.51,8.40,0.00,6.38,17.56,2.40,0.62,0.83,18.00,0.98,1.61,0.00,1.24,56.93,72.13,2.80,2.77,0.00,97.66,26.10,0.00,2.00,0.00
6.00,0.00,23.76,0.00,0.00,4.20,0.00,0.00,19.22,3.60,0.00,3.50,10.00,0.00,0.00,18.05,0.00,7.30,4.37,17.12,0.00,10.83,13.85,4.40,19.32,19.32,19.51,19.51,2.60,0.00,18.83,49.06,2.90,0.00,19.51,19.41,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,28.97,12.88,20.49,19.51,8.40,0.00,6.38,17.56,2.40,0.64,0.72,18.00,0.98,1.61,0.00,1.24,55.31,70.79,2.56,2.66,0.00,96.28,22.01,0.00,2.00,0.00
7.00,0.00,23.47,0.00,0.00,4.20,0.00,0.00,19.22,3.60,0.00,3.50,10.00,0.00,0.00,18.05,0.00,7.30,3.85,16.44,0.00,10.83,13.85,4.40,19.32,19.32,19.51,19.51,2.60,0.00,18.15,46.42,2.90,0.00,19.51,19.41,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,26.77,12.88,20.49,19.51,8.40,0.00,6.38,17.56,2.40,0.63,0.61,18.00,0.98,1.61,0.00,1.24,53.63,69.36,2.29,2.53,0.00,95.13,18.99,0.00,2.00,0.00
8.00,0.00,23.53,0.00,0.00,4.20,0.00,0.00,19.22,3.60,0.00,3.50,10.00,0.00,0.00,18.05,0.00,7.30,3.89,15.37,0.00,10.83,13.85,4.40,19.32,19.32,19.51,19.51,2.60,0.00,18.02,45.36,2.90,0.00,19.51,19.41,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,25.84,12.88,20.49,19.51,8.40,0.00,6.38,17.56,2.40,0.55,0.50,18.00,0.98,1.61,0.00,1.24,51.76,67.66,1.89,2.32,0.00,94.67,19.17,0.00,2.00,0.00
9.00,0.00,23.60,0.00,0.00,4.20,0.00,0.00,19.22,3.60,0.00,3.50,10.00,0.00,0.00,18.05,0.00,7.30,4.19,14.48,0.00,10.83,13.85,4.40,19.32,19.32,19.51,19.51,2.60,0.00,17.72,44.08,2.90,0.00,19.51,19.41,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,25.10,12.88,20.49,19.51,8.40,0.00,6.38,17.56,2.40,0.57,0.64,18.00,0.98,1.61,0.00,1.24,49.49,65.76,1.55,2.13,0.00,93.56,18.79,0.00,2.00,0.00
10.00,0.00,23.78,0.00,0.00,4.20,0.00,0.00,19.22,3.60,0.00,3.50,10.00,0.00,0.00,18.05,0.00,7.30,5.27,14.12,0.00,10.83,13.85,4.40,19.32,19.32,19.51,19.51,2.60,0.00,16.94,42.10,2.90,0.00,19.51,19.41,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,24.95,12.88,20.49,19.51,8.40,0.00,6.38,17.56,2.40,0.89,1.56,18.00,0.98,1.61,0.00,1.23,46.07,63.26,1.38,1.99,0.00,90.49,16.74,0.00,2.00,0.00
