"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.33,14.63,1.04,16.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,2.54,18.05,0.00,0.00,19.19,67.14,7.90,0.00,4.80,2.50,18.54,16.20,12.00,18.00,1.40,0.53,17.44,56.56,2.30,26.20,19.51,18.05,4.53,18.05,0.46,0.60,19.51,19.51,19.51,2.40,121.50,12.00,17.56,4.00,10.80,8.61,11.71,2.40,12.52,12.94,17.00,0.00,0.00,0.09,1.00,92.50,101.20,1.98,3.04,2.43,78.41,119.50,0.00,2.00,6.60,2.00,0.00,0.00
2.00,0.10,14.46,0.28,16.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.68,18.05,0.00,0.00,17.67,66.87,7.90,0.00,15.61,2.50,18.54,16.20,12.00,18.00,1.40,0.05,17.69,55.89,2.30,26.40,19.51,18.05,0.66,18.05,0.04,0.60,19.51,19.51,19.51,2.40,117.02,12.00,17.56,4.00,10.80,8.61,11.51,2.40,12.02,12.20,17.00,0.00,0.00,0.04,1.00,92.20,101.90,1.81,2.79,0.28,80.67,110.90,0.00,2.00,1.43,0.00,0.00,0.00
3.00,0.00,14.53,0.00,16.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,16.33,64.81,7.90,0.00,15.61,2.50,18.54,16.20,12.00,18.00,1.40,0.00,17.11,53.49,2.30,26.50,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,104.44,12.00,17.56,4.00,10.80,8.61,11.51,2.40,11.44,11.40,17.00,0.00,0.00,0.00,1.00,93.10,102.90,1.75,2.61,0.00,80.54,100.30,0.00,2.00,0.00,0.00,0.00,0.00
4.00,0.00,14.78,0.00,16.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,15.03,62.10,7.90,0.00,15.61,2.50,18.54,16.20,12.00,18.00,1.40,0.00,16.60,51.08,2.30,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,91.16,12.00,17.56,4.00,10.80,8.61,11.51,2.40,10.83,10.59,17.00,0.00,0.00,0.00,1.00,89.50,98.70,1.69,2.41,0.00,80.12,86.80,0.00,2.00,0.00,0.00,0.00,0.00
5.00,0.00,14.79,0.00,16.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,14.39,57.44,7.90,0.00,15.61,2.50,18.54,16.20,12.00,18.00,1.40,0.00,16.30,48.63,2.30,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,75.78,12.00,17.56,4.00,10.80,8.61,11.51,2.40,9.88,9.82,17.00,0.00,0.00,0.00,1.00,91.90,99.10,1.54,2.19,0.00,78.84,72.40,0.00,2.00,0.00,0.00,0.00,0.00
6.00,0.00,13.83,0.00,16.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,14.11,52.47,7.90,0.00,15.61,2.50,18.54,16.20,12.00,18.00,1.40,0.00,15.87,46.20,2.30,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,62.26,12.00,17.56,4.00,10.80,8.61,11.51,2.40,8.83,9.07,17.00,0.00,0.00,0.00,1.00,88.70,94.30,1.43,2.05,0.00,77.37,60.80,0.00,2.00,0.00,0.00,0.00,0.00
7.00,0.00,14.01,0.00,16.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,13.79,46.50,7.90,0.00,15.61,2.50,18.54,16.20,12.00,18.00,1.40,0.00,15.04,43.81,2.30,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,54.31,12.00,17.56,4.00,10.80,8.61,11.51,2.40,8.01,8.49,17.00,0.00,0.00,0.00,1.00,88.30,94.20,1.42,1.98,0.00,75.31,50.20,0.00,2.00,0.00,0.00,0.00,0.00
8.00,0.00,15.24,0.00,16.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,13.45,41.59,7.90,0.00,15.61,2.50,18.54,16.20,12.00,18.00,1.40,0.00,14.40,41.77,2.30,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,46.83,12.00,17.56,4.00,10.80,8.61,11.51,2.40,7.28,7.96,17.00,0.00,0.00,0.00,1.00,82.50,89.20,1.43,1.93,0.00,72.98,40.00,0.00,2.00,0.00,0.00,0.00,0.00
9.00,0.00,16.07,0.00,16.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,13.33,39.81,7.90,0.00,15.61,2.50,18.54,16.20,12.00,18.00,1.40,0.00,14.29,40.84,2.30,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,40.79,12.00,17.56,4.00,10.80,8.61,11.51,2.40,6.45,7.37,17.00,0.00,0.00,0.00,1.00,80.50,89.40,1.40,1.83,0.00,69.83,30.00,0.00,2.00,0.00,0.00,0.00,0.00
10.00,0.00,15.50,0.00,16.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,13.29,38.71,7.90,0.00,15.61,2.50,18.54,16.20,12.00,18.00,1.40,0.00,14.06,39.32,2.30,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,34.61,12.00,17.56,4.00,10.80,8.61,11.51,2.40,5.57,6.76,17.00,0.00,0.00,0.00,1.00,73.30,84.40,1.37,1.72,0.00,67.06,24.10,0.00,2.00,0.00,0.00,0.00,0.00
