Id Equipo,Equipo,Id COES,Considera Equipo,Id Cat Vierte,Id Vierte,Id Cat Turbina,Id Turbina,Id Padre,Id Nod Destino,Id Nod Origen,Id Nodo,Estado
1,MAL1,2419,1,0,0,0,0,0,0,0,0,1
2,MAL2,2420,1,0,0,0,0,0,0,0,0,1
3,MAL3,2421,1,0,0,0,0,0,0,0,0,1
4,MAL4,2422,1,0,0,0,0,0,0,0,0,1
5,MAL5,2423,1,0,0,0,0,0,0,0,0,1
6,AGE1,2425,1,0,0,0,0,0,0,0,0,1
7,AGE2,2426,1,0,0,0,0,0,0,0,0,1
8,AGE3,2427,1,0,0,0,0,0,0,0,0,1
9,AGE4,2428,1,0,0,0,0,0,0,0,0,1
10,AGE5,2429,1,0,0,0,0,0,0,0,0,1
