Id Equipo,Equipo,Id COES,Considera Equipo,Id Cat Vierte,Id Vierte,Id Cat Turbina,Id Turbina,Id Padre,Id Nod Destino,Id Nod Origen,Id Nodo,Considera escenario,Precio Combustible (*),CVNC (*),Estado
1,DUCTO,2236,1,0,0,0,0,3,0,0,0,,0.1486246,1.8881,1
