"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,65.98,27.31,67.13,643.66,209.39,9.09,9.95,79.22,15.63,0.89,19.64,14.92,72.38,0.00,5.13,2.82,113.33,50.59,68.65,33.53,34.48,88.55,16.66,1.97,6.88,61.93,0.00,6.39,9.00,29.68,4.43,6.87,0.00,228.19,0.00,66.62,67.40,0.00,184.17,0.00,184.23,2.67,0.00,74.99,37.76,38.51,30.82,30.67,0.00,0.00,29.58,29.58,53.94,0.00,22.75
2.00,65.98,27.31,67.13,643.66,209.39,9.09,9.95,79.22,15.63,0.89,19.64,14.92,81.71,0.00,5.13,2.82,113.33,55.21,68.65,33.53,34.48,88.56,16.66,1.97,6.88,61.93,0.00,6.39,9.00,38.51,4.43,8.91,0.00,228.19,43.20,35.94,36.12,20.62,184.17,0.00,184.23,3.25,0.00,66.89,37.76,38.50,30.82,19.83,19.79,0.00,40.07,40.07,101.41,0.00,45.98
3.00,65.98,27.31,67.13,643.66,209.39,9.09,9.95,79.22,15.63,0.89,19.64,14.92,81.71,0.00,5.13,2.82,113.33,60.22,68.65,33.53,34.48,89.17,16.66,1.97,6.88,61.93,0.00,6.39,9.00,70.63,4.43,16.34,156.98,156.97,0.00,20.62,59.49,59.02,184.17,0.00,184.23,3.42,0.00,66.70,30.11,46.15,30.82,21.12,21.06,0.00,40.38,40.38,77.75,0.00,70.09
4.00,65.98,27.31,67.13,643.66,209.39,9.09,9.95,79.22,15.63,0.89,19.64,14.92,81.71,0.00,5.13,2.82,113.33,65.17,68.65,33.53,34.48,89.14,16.66,1.97,6.88,61.93,0.00,6.39,9.00,81.37,4.43,18.82,156.89,156.88,0.00,27.04,67.87,27.04,184.17,0.00,184.23,3.40,0.00,58.29,32.31,46.85,30.82,21.00,20.94,0.00,42.35,42.35,106.38,0.00,93.96
5.00,65.98,27.31,67.13,643.66,209.39,9.09,9.95,79.22,15.63,0.89,19.64,14.92,98.74,0.00,5.13,2.82,113.33,70.44,68.65,33.53,34.48,88.55,16.66,1.97,6.88,61.93,50.00,6.39,9.00,64.99,4.43,15.03,149.48,149.48,0.00,55.41,26.81,55.57,184.17,0.00,184.23,1.46,67.01,52.58,30.56,46.43,30.82,0.00,12.15,0.00,25.91,25.91,101.45,0.00,105.40
6.00,65.98,27.31,67.13,643.66,209.39,9.09,9.95,79.22,15.63,0.89,19.64,14.92,102.37,0.00,5.13,2.82,113.33,73.75,68.65,33.53,34.48,88.55,16.66,1.97,6.88,61.93,50.00,6.39,9.00,47.97,4.43,11.10,145.61,145.61,0.00,67.10,0.00,20.62,184.17,0.00,184.23,1.46,0.00,73.22,38.08,38.90,30.82,0.00,12.09,0.00,25.00,25.00,110.26,0.00,106.44
7.00,65.98,27.31,67.13,643.66,209.39,9.09,9.95,79.22,15.63,0.89,19.64,14.92,116.61,0.00,5.13,2.82,113.33,77.14,68.65,33.53,34.48,88.55,16.66,1.97,6.88,61.93,50.00,6.39,9.00,51.68,4.43,11.95,151.47,151.47,0.00,44.16,0.00,67.33,184.17,0.00,184.23,2.60,0.00,74.88,44.10,27.95,30.82,0.00,14.78,14.78,25.07,25.07,84.83,0.00,114.45
8.00,65.98,27.31,67.13,643.66,209.39,9.09,9.95,79.22,15.63,0.89,19.64,14.92,121.59,0.00,5.13,2.82,113.33,75.83,68.65,33.53,34.48,88.55,16.66,1.97,6.88,61.93,50.00,6.39,9.00,56.06,4.43,12.97,151.77,151.77,41.56,0.00,0.00,67.33,184.17,0.00,184.23,3.91,0.00,73.99,30.03,46.11,30.82,16.61,16.60,16.60,29.23,29.23,80.07,0.00,115.47
9.00,65.99,27.31,67.13,643.66,209.39,9.09,9.95,79.22,15.63,0.89,19.64,14.92,128.37,0.00,5.13,2.82,113.33,74.20,68.65,33.53,34.48,88.55,16.66,1.97,6.88,61.93,50.00,6.39,9.00,70.72,4.43,16.36,155.49,155.48,62.23,0.00,0.00,62.06,184.17,0.00,184.23,4.49,0.00,34.03,37.93,38.72,30.82,19.58,19.54,19.54,34.80,34.80,55.16,0.00,118.38
10.00,66.00,27.32,67.13,643.66,209.39,9.09,9.95,79.22,15.63,0.89,19.64,14.92,135.99,0.00,5.13,2.82,113.33,74.37,68.65,33.53,18.33,90.85,16.66,1.97,6.88,61.93,50.00,6.39,9.00,72.17,4.43,16.69,156.10,156.09,64.01,0.00,0.00,42.68,184.17,0.00,184.23,4.50,0.00,58.66,32.28,47.44,30.82,19.64,19.60,19.60,41.07,41.07,76.41,0.00,121.48
