"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,16.16,0.00,0.00,1.45,7.50,6.40,6.30,2.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,18.05,32.48,7.90,0.00,4.80,2.50,18.54,16.20,9.00,11.71,1.40,0.00,10.32,27.99,2.30,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,24.00,12.00,17.56,4.00,10.80,8.61,11.71,2.40,1.24,0.82,17.00,0.00,0.00,0.00,1.00,49.29,59.52,1.01,1.37,0.00,44.42,21.00,0.00,2.00,0.00,0.00,0.00,0.00
2.00,0.00,16.16,0.00,0.00,1.45,7.50,6.40,6.30,2.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,18.05,32.48,7.90,0.00,4.80,2.50,18.54,16.20,9.00,11.71,1.40,0.00,10.32,27.99,2.30,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,21.00,12.00,17.56,4.00,10.80,8.61,11.71,2.40,1.24,0.82,17.00,0.00,0.00,0.00,1.00,49.29,59.52,1.01,1.37,0.00,42.69,18.00,0.00,2.00,0.00,0.00,0.00,0.00
3.00,0.00,16.87,0.00,0.00,1.45,7.50,6.40,6.30,2.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,17.44,32.48,7.90,0.00,4.80,2.50,18.54,16.20,9.00,11.71,1.40,0.00,10.33,27.72,2.30,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,18.00,12.00,17.56,4.00,10.80,8.61,11.71,2.40,1.21,0.81,17.00,0.00,0.00,0.00,1.00,46.07,55.67,0.87,1.21,0.00,40.96,16.00,0.00,2.00,0.00,0.00,0.00,0.00
4.00,0.00,17.37,0.00,0.00,1.45,7.50,6.40,6.30,2.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,16.68,33.07,7.90,0.00,4.80,2.50,18.54,16.20,9.00,11.71,1.40,0.00,10.48,27.88,2.30,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,16.00,12.00,17.56,4.00,10.80,8.61,11.71,2.40,1.20,0.82,17.00,0.00,0.00,0.00,1.00,42.56,51.87,0.78,1.07,0.00,40.24,14.00,0.00,2.00,0.00,0.00,0.00,0.00
5.00,0.00,17.48,0.00,0.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,16.19,31.97,7.90,0.00,4.80,2.50,18.54,16.20,9.00,11.71,1.40,0.00,10.60,27.83,2.30,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,15.00,12.00,17.56,4.00,10.80,8.61,11.71,2.40,1.14,0.74,17.00,0.00,0.00,0.00,1.00,42.14,50.67,0.72,1.04,0.00,39.53,13.00,0.00,2.00,0.00,0.00,0.00,0.00
6.00,0.00,17.90,0.00,0.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,15.78,30.33,7.90,0.00,4.80,2.50,18.54,16.20,9.00,11.71,1.40,0.00,10.71,27.71,2.30,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,15.00,12.00,17.56,4.00,10.80,8.61,11.71,2.40,1.05,0.63,17.00,0.00,0.00,0.00,1.00,42.74,50.33,0.66,1.04,0.00,40.12,13.00,0.00,2.00,0.00,0.00,0.00,0.00
7.00,0.00,18.16,0.00,0.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,15.28,28.41,7.90,0.00,4.80,2.50,18.54,16.20,9.00,11.71,1.40,0.00,11.38,29.48,2.30,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,16.00,12.00,17.56,4.00,10.80,8.61,11.71,2.40,0.97,0.54,17.00,0.00,0.00,0.00,1.00,42.78,50.22,0.62,0.96,0.00,40.72,13.00,0.00,2.00,0.00,0.00,0.00,0.00
8.00,0.00,18.10,0.00,0.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,14.74,26.40,7.90,0.00,4.80,2.50,18.54,16.20,9.00,11.71,1.40,0.00,12.25,31.88,2.30,26.90,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,16.00,12.00,17.56,4.00,10.80,8.61,11.71,2.40,0.89,0.45,17.00,0.00,0.00,0.00,1.00,42.63,50.18,0.58,0.85,0.00,42.05,14.00,0.00,2.00,0.00,0.00,0.00,0.00
9.00,0.00,18.10,0.00,0.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.00,18.05,0.00,0.00,14.27,24.42,7.90,0.00,4.80,2.50,18.54,16.20,9.00,11.71,1.40,0.00,12.37,31.97,2.30,26.80,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,17.00,12.00,17.56,4.00,10.80,8.61,11.71,2.40,0.82,0.47,17.00,0.00,0.00,0.00,1.00,42.10,50.12,0.62,0.85,0.00,43.38,14.00,0.00,2.00,0.00,0.00,0.00,0.00
10.00,0.02,17.81,0.09,0.00,1.45,7.50,6.40,6.30,1.70,0.40,3.50,20.00,0.00,0.04,18.05,0.00,0.00,13.83,22.45,7.90,0.00,4.80,2.50,18.54,16.20,9.00,11.71,1.40,0.00,12.24,31.30,2.30,26.80,19.51,18.05,1.57,18.05,0.58,0.60,19.51,19.51,19.51,2.40,17.00,12.00,17.56,4.00,10.80,8.61,11.71,2.40,0.76,0.52,17.00,0.00,0.00,0.00,1.00,41.44,50.05,0.69,0.89,1.68,44.54,15.00,0.00,2.00,0.31,0.00,0.00,0.00
