"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,97.94,19.19,0.63,26.42,14.92,86.57,5.13,2.82,163.91,56.52,96.06,36.25,29.55,160.24,14.58,1.97,6.88,87.69,6.39,9.98,79.94,3.45,18.49,0.00,0.00,23.30,67.10,67.88,23.30,97.73,103.75,97.74,0.00,74.91,53.40,44.99,50.16,53.05,30.67,30.56,30.55,42.50,42.52,63.36,63.34,203.20,11.85,20.25
2.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,97.02,19.19,0.63,26.42,14.92,84.09,5.13,2.82,163.91,56.52,94.93,36.25,28.26,162.39,14.58,1.97,6.88,87.69,6.39,9.98,75.56,3.45,17.48,0.00,0.00,23.17,66.96,67.74,23.17,0.00,150.46,140.66,0.00,74.91,53.40,44.94,49.92,53.05,30.67,30.56,30.55,42.36,42.37,49.99,49.99,203.20,11.85,20.25
3.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,96.07,19.19,0.63,26.42,14.92,83.18,5.13,2.82,163.91,56.52,93.78,36.25,26.34,158.08,14.58,1.97,6.88,87.69,6.39,9.98,71.74,3.45,16.59,0.00,0.00,22.27,64.47,64.76,22.27,0.00,149.42,139.74,0.00,74.91,53.40,44.27,47.21,53.05,30.67,30.56,30.55,42.36,42.37,36.83,36.83,203.20,11.85,20.25
4.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,93.86,19.19,0.63,26.42,14.92,79.20,5.13,2.82,163.91,56.52,91.09,36.25,26.48,165.28,14.58,1.97,6.88,87.69,6.39,9.98,65.22,3.45,15.09,0.00,0.00,22.07,61.06,57.74,22.07,0.00,139.51,131.00,0.00,74.91,53.40,43.27,42.96,53.05,30.67,30.56,30.55,42.36,42.37,35.52,0.00,203.20,11.85,20.25
5.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,93.16,19.19,0.63,26.42,14.92,81.22,5.13,2.82,163.91,56.52,90.23,36.25,19.62,169.02,14.58,1.97,6.88,87.69,6.39,9.98,66.12,3.45,15.29,0.00,0.00,41.14,41.09,41.17,41.12,0.00,141.99,133.20,0.00,74.91,76.30,47.32,40.06,53.05,30.67,30.56,30.55,42.36,42.37,110.26,0.00,203.20,11.85,20.25
6.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,54.90,19.19,0.63,26.42,14.92,80.63,5.13,2.82,163.91,56.52,43.68,36.25,24.74,151.49,14.58,1.97,6.88,87.69,6.39,9.98,56.69,3.45,13.11,144.33,0.00,36.57,36.51,36.63,36.54,0.00,127.45,120.19,0.00,74.91,76.30,36.62,36.60,53.05,30.67,30.56,30.55,41.17,41.18,106.21,0.00,203.20,11.85,20.25
7.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,61.31,19.19,0.63,26.42,14.92,85.78,5.13,2.82,163.91,56.52,51.49,36.25,18.00,156.63,14.58,1.97,6.88,87.69,6.39,9.98,71.80,3.45,16.61,144.33,0.00,22.13,62.62,61.57,22.13,0.00,197.14,0.00,0.00,74.91,53.40,53.40,0.00,53.05,30.67,30.56,30.55,41.46,41.47,0.00,0.00,203.20,11.85,20.25
8.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,83.98,19.19,0.63,26.42,14.92,77.55,5.13,2.82,163.91,56.52,79.07,36.25,27.29,158.78,14.58,1.97,6.88,87.69,6.39,9.98,50.89,3.45,11.77,0.00,0.00,32.36,32.32,36.02,32.36,0.00,121.53,114.74,0.00,74.91,53.40,39.64,31.43,53.05,30.67,30.56,30.55,41.17,41.18,0.00,0.00,203.20,11.85,20.25
9.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,85.40,19.19,0.63,26.42,14.92,82.40,5.13,2.82,163.91,56.52,80.80,36.25,25.01,160.24,14.58,1.97,6.88,87.69,6.39,9.98,54.91,3.45,12.70,0.00,0.00,35.61,44.30,25.12,35.61,0.00,129.61,122.15,0.00,74.91,53.40,40.83,34.41,53.05,30.67,30.56,30.55,41.56,41.58,0.00,0.00,203.20,11.85,20.25
10.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,89.81,19.19,0.63,26.42,14.92,85.17,5.13,2.82,163.91,56.52,86.16,36.25,19.84,161.43,14.58,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,0.00,0.00,38.62,62.31,38.62,27.81,0.00,154.42,144.15,0.00,74.91,53.40,45.07,50.50,53.05,30.67,30.56,30.55,42.36,42.37,0.00,0.00,203.20,11.85,20.25
11.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,88.25,19.19,0.63,26.42,14.92,81.71,5.13,2.82,163.91,56.52,84.26,36.25,19.12,162.52,14.58,1.97,6.88,87.69,6.39,9.98,61.42,3.45,14.21,0.00,0.00,22.03,59.19,51.37,22.03,0.00,115.91,109.47,0.00,74.91,53.40,42.40,39.53,53.05,30.67,30.56,30.55,42.36,42.37,0.00,0.00,203.20,11.85,20.25
12.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,83.73,19.19,0.63,26.42,14.92,81.71,5.13,2.82,163.91,56.52,78.76,36.25,22.66,162.26,14.58,1.97,6.88,87.69,6.39,9.98,42.38,3.45,9.80,0.00,0.00,21.95,34.21,53.46,21.95,0.00,119.89,0.00,0.00,74.91,53.40,39.94,32.06,53.05,30.67,30.56,30.55,41.87,41.89,0.00,0.00,203.20,11.85,20.25
13.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,72.82,19.19,0.63,26.42,14.69,80.47,5.13,2.82,163.91,56.52,65.49,36.25,35.37,156.11,14.58,1.97,0.00,87.69,6.39,9.98,16.49,3.45,3.81,0.00,0.00,23.30,0.00,67.88,23.30,0.00,72.84,0.00,0.00,74.91,53.40,43.32,43.13,53.05,30.67,30.56,30.55,41.31,41.33,0.00,0.00,203.20,11.85,20.25
