6,,,,,,,4,4,2024-11-30 00:00
7,,,,,,,4,4,2024-11-30 00:00
16,,,,,,,4,4,2024-11-30 00:00
21,,,,,,,4,4,2024-11-30 00:00
22,,,,,,,4,4,2024-11-30 00:00
25,,,,,,,4,4,2024-11-30 00:00
38,,,,,,,4,4,2024-11-30 00:00
41,,,,,,,4,4,2024-11-30 00:00
42,,,,,,,4,4,2024-11-30 00:00
43,,,,,,,4,4,2024-11-30 00:00
44,,,,,,,4,4,2024-11-30 00:00
45,,,,,,,4,4,2024-11-30 00:00
46,,,,,,,4,4,2024-11-30 00:00
47,,,,,,,4,4,2024-11-30 00:00
48,,,,,,,4,4,2024-11-30 00:00
49,,,,,,,4,4,2024-11-30 00:00
51,,,,,,,4,4,2024-11-30 00:00
52,,,,,,,4,4,2024-11-30 00:00
53,,,,,,,4,4,2024-11-30 00:00
54,,,,,,,4,4,2024-11-30 00:00
56,,,,,,,4,4,2024-11-30 00:00
57,,,,,,,4,4,2024-11-30 00:00
58,,,,,,,4,4,2024-11-30 00:00
59,,,,,,,4,4,2024-11-30 00:00
60,,,,,,,4,4,2024-11-30 00:00
61,,,,,,,4,4,2024-11-30 00:00
62,,,,,,,4,4,2024-11-30 00:00
1,0.22,0.43,0.22,,1,,19,13,2024-11-23 00:00
2,0.26,0.26,0.26,,1,,19,13,2024-11-23 00:00
3,115,556.17,115,,,,19,13,2024-11-23 00:00
4,25.882,25.882,25.882,,,,19,13,2024-11-23 00:00
5,30,43,30,,1,,19,13,2024-11-23 00:00
6,0.08,0.0905,0.08,,,,19,13,2024-11-23 00:00
7,0.1,0.1928,0.1,,,,19,13,2024-11-23 00:00
8,0.255,0.5977,0.42,,1,,19,13,2024-11-23 00:00
9,0.045,0.045,0.045,,,,19,13,2024-11-23 00:00
10,300,300,300,,,,19,13,2024-11-23 00:00
11,0.72,0.72,0.72,,,,19,13,2024-11-23 00:00
12,0.148,0.148,0.148,,0,,19,13,2024-11-23 00:00
13,1.5,1.5,0.7,,0,,19,13,2024-11-23 00:00
14,0.2,0.72,0.72,,0,,19,13,2024-11-23 00:00
15,0.778,1.0254,0.76,,1,,19,13,2024-11-23 00:00
16,2.5,3.4454,2.5,,,,19,13,2024-11-23 00:00
17,356.298,356.298,356.298,,1,,19,13,2024-11-23 00:00
18,0,9.613,0,,,,19,13,2024-11-23 00:00
19,0,71.35,0,,,,19,13,2024-11-23 00:00
20,0,212.66,0,,,,19,13,2024-11-23 00:00
21,0,37.46,0,,,,19,13,2024-11-23 00:00
22,0.335,0.4874,0.335,,0,,19,13,2024-11-23 00:00
23,0.006,0.27,0.145,,1,,19,13,2024-11-23 00:00
24,0,10.831,0,,,,19,13,2024-11-23 00:00
25,40,120,40,,,,19,13,2024-11-23 00:00
26,0,30,0,,,,19,13,2024-11-23 00:00
27,0,1.51,0,,,,19,13,2024-11-23 00:00
28,25.86,25.8601,25.86,,1,,19,13,2024-11-23 00:00
29,0,11,0,,,,19,13,2024-11-23 00:00
30,0.3,0.636,0.3,,1,,19,13,2024-11-23 00:00
31,0.578,0.578,0.35,,0,,19,13,2024-11-23 00:00
32,0.8,1.353,0.8,,0,,19,13,2024-11-23 00:00
33,0.02,0.06,0.02,,,,19,13,2024-11-23 00:00
34,0.03,0.03,0.03,,,,19,13,2024-11-23 00:00
35,0.533,0.59,0.474,,0,,19,13,2024-11-23 00:00
36,0.03,0.031,0.03,,,,19,13,2024-11-23 00:00
1,0,168,,,,,3,19,2024-11-23 00:00
2,0,168,,,,,3,19,2024-11-23 00:00
3,0,168,,,,,3,19,2024-11-23 00:00
4,0,168,,,,,3,19,2024-11-23 00:00
5,0,168,,,,,3,19,2024-11-23 00:00
6,0,168,,,,,3,19,2024-11-23 00:00
7,0,168,,,,,3,19,2024-11-23 00:00
8,0,168,,,,,3,19,2024-11-23 00:00
9,0,168,,,,,3,19,2024-11-23 00:00
10,1,168,,,,,3,19,2024-11-23 00:00
11,0,168,,,,,3,19,2024-11-23 00:00
12,0,168,,,,,3,19,2024-11-23 00:00
13,0,168,,,,,3,19,2024-11-23 00:00
14,0,168,,,,,3,19,2024-11-23 00:00
15,1,22,,,,,3,19,2024-11-23 00:00
16,0,168,,,,,3,19,2024-11-23 00:00
17,0,168,,,,,3,19,2024-11-23 00:00
18,0,168,,,,,3,19,2024-11-23 00:00
19,0,168,,,,,3,19,2024-11-23 00:00
20,0,168,,,,,3,19,2024-11-23 00:00
21,0,168,,,,,3,19,2024-11-23 00:00
22,0,168,,,,,3,19,2024-11-23 00:00
23,0,168,,,,,3,19,2024-11-23 00:00
24,1,13,,,,,3,19,2024-11-23 00:00
25,0,168,,,,,3,19,2024-11-23 00:00
26,0,168,,,,,3,19,2024-11-23 00:00
27,0,168,,,,,3,19,2024-11-23 00:00
28,0,168,,,,,3,19,2024-11-23 00:00
29,0,168,,,,,3,19,2024-11-23 00:00
30,0,168,,,,,3,19,2024-11-23 00:00
31,0,168,,,,,3,19,2024-11-23 00:00
32,0,168,,,,,3,19,2024-11-23 00:00
33,0,168,,,,,3,19,2024-11-23 00:00
34,0,168,,,,,3,19,2024-11-23 00:00
35,1,28,,,,,3,19,2024-11-23 00:00
36,0,168,,,,,3,19,2024-11-23 00:00
37,0,168,,,,,3,19,2024-11-23 00:00
38,0,168,,,,,3,19,2024-11-23 00:00
39,0,168,,,,,3,19,2024-11-23 00:00
40,0,168,,,,,3,19,2024-11-23 00:00
41,0,168,,,,,3,19,2024-11-23 00:00
42,0,168,,,,,3,19,2024-11-23 00:00
43,0,168,,,,,3,19,2024-11-23 00:00
44,0,168,,,,,3,19,2024-11-23 00:00
