"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,17.15,0.00,13.53,4.20,7.30,3.30,0.00,1.20,0.00,3.50,14.49,0.00,0.00,0.00,6.40,9.92,34.45,8.00,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,19.08,52.97,1.90,27.70,3.30,10.95,0.00,0.00,0.00,0.60,2.80,3.40,3.50,2.30,86.38,5.00,4.00,1.70,10.43,7.62,3.50,2.30,13.42,13.77,9.45,0.00,0.38,66.33,46.00,8.49,5.61,0.00,66.65,84.03,0.00,1.78,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,16.89,0.00,13.53,4.20,7.30,3.30,0.00,1.20,0.00,3.50,14.49,0.00,0.00,0.00,6.40,10.00,31.52,8.00,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,18.35,50.37,1.90,27.80,3.30,11.00,0.00,0.00,0.00,0.60,2.80,3.40,3.50,2.30,78.78,5.00,4.00,1.70,10.43,7.62,3.50,2.30,13.36,13.79,9.45,0.00,0.38,62.22,45.00,8.30,5.20,0.00,63.81,75.76,0.00,1.83,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,16.22,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,6.40,10.10,28.02,8.10,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,17.48,47.27,1.90,27.90,3.30,11.03,0.00,0.00,0.00,0.60,2.80,3.40,3.50,2.30,69.70,5.00,4.00,1.70,10.43,7.62,3.50,2.30,12.64,13.54,9.45,0.00,0.38,57.31,50.00,7.90,4.60,0.00,60.42,65.89,0.00,1.85,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,16.42,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,6.40,10.18,25.10,8.00,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,16.75,44.67,1.90,27.90,3.30,11.05,0.00,0.00,0.00,0.60,2.80,3.40,3.50,2.30,62.09,5.00,4.00,1.70,10.43,7.62,3.50,2.30,12.62,13.49,9.45,0.00,0.38,53.19,53.19,7.40,4.00,0.00,57.57,57.62,0.00,1.85,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,16.21,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,10.75,25.13,8.00,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,17.31,45.88,1.90,27.90,3.30,11.05,0.00,0.00,0.00,0.60,2.80,3.40,3.50,2.30,62.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,12.20,13.01,9.45,0.00,0.38,54.18,54.18,6.90,3.50,0.00,59.35,57.00,0.00,1.84,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,16.71,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,11.11,20.45,8.00,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,16.34,43.67,1.90,27.90,3.30,11.07,0.00,0.00,0.00,0.60,2.80,3.40,3.50,2.30,55.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,11.99,12.60,9.45,0.00,0.38,49.22,49.22,6.40,2.90,0.00,55.56,51.00,0.00,1.82,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,17.22,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,11.71,17.69,8.00,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,15.38,39.93,1.90,27.90,3.30,11.07,0.00,0.00,0.00,0.60,2.80,3.40,3.50,2.30,51.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,12.07,12.79,9.45,0.00,0.38,45.12,45.12,5.90,2.50,0.00,53.84,47.00,0.00,1.78,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,17.23,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,12.31,14.93,8.00,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,14.43,36.19,1.90,27.80,3.30,11.07,0.00,0.00,0.00,0.60,2.80,3.40,3.50,2.30,50.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,12.21,12.97,9.45,0.00,0.38,41.01,41.01,5.30,2.10,0.00,52.13,46.00,0.00,1.74,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,17.45,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,13.01,14.04,8.00,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,13.55,32.44,1.90,27.80,3.30,11.07,0.00,0.00,0.00,0.60,2.80,3.40,3.50,2.30,48.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,12.39,13.19,9.45,0.00,0.38,37.35,37.35,4.90,1.90,0.00,50.95,44.00,0.00,1.70,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,17.41,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,6.40,13.71,13.15,8.00,3.15,15.46,5.00,18.74,9.70,2.50,4.00,2.80,0.00,12.68,28.68,1.90,27.80,3.30,11.08,0.00,0.00,0.00,0.60,2.80,3.40,3.50,2.30,47.00,5.00,4.00,1.70,10.43,7.62,3.50,2.30,12.61,13.46,9.45,0.00,0.38,33.68,33.68,4.50,1.70,0.00,49.77,42.00,0.00,1.66,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
