"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,4.58,19.63,4.64,14.00,2.90,7.90,5.80,9.85,1.50,0.00,3.30,0.00,11.19,15.52,12.68,0.00,0.00,14.86,72.90,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,12.61,19.89,68.79,2.30,26.00,4.00,16.10,113.04,17.95,27.79,0.60,19.51,19.51,19.51,1.20,124.58,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.59,3.74,18.90,0.00,0.00,0.37,1.00,77.72,74.40,7.30,6.22,87.38,81.82,126.59,0.10,2.00,64.68,188.55,11.00,147.60,0.25,23.00
2.00,2.03,19.32,1.90,14.00,2.90,7.90,5.80,9.85,1.50,0.00,3.30,0.00,1.70,11.93,12.68,0.00,0.00,15.69,70.50,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,9.37,19.79,67.43,2.30,26.10,4.00,16.10,68.47,17.95,17.15,0.60,19.51,19.51,19.51,1.20,124.46,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.62,3.55,18.90,0.00,0.00,0.25,1.00,77.44,74.07,6.80,5.89,59.42,80.53,125.05,0.00,2.00,42.07,141.66,11.00,90.90,0.12,23.00
3.00,0.52,19.40,0.13,14.00,2.90,7.90,5.80,9.85,1.50,0.00,3.30,0.00,0.00,6.90,12.68,0.00,0.00,16.27,67.60,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,4.15,19.92,66.16,2.30,26.30,4.00,16.10,29.97,17.95,7.05,0.60,19.51,19.51,19.51,1.20,123.36,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.52,3.30,18.90,0.00,0.00,0.09,1.00,75.04,75.08,6.20,5.53,27.40,81.39,121.19,0.00,2.00,16.84,82.03,11.00,34.30,0.06,23.00
4.00,0.07,20.06,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.00,3.30,0.00,0.00,2.55,12.68,0.00,0.00,16.10,64.40,7.60,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.95,20.08,64.73,2.30,26.40,4.00,16.10,10.28,17.95,2.28,0.60,19.51,19.51,19.51,1.20,121.47,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.04,2.86,18.90,0.00,0.00,0.04,1.00,72.42,76.23,5.80,5.06,9.38,81.84,116.33,0.00,2.00,5.14,20.73,11.00,7.40,0.00,23.00
5.00,0.00,19.99,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.00,3.30,0.00,0.00,0.42,12.68,0.00,0.00,15.76,61.00,7.50,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.08,20.32,62.88,2.30,26.60,4.00,16.10,1.28,17.95,0.22,0.60,19.51,19.51,19.51,1.20,117.20,12.88,19.51,6.00,10.80,6.71,5.80,2.40,2.52,2.33,18.90,0.00,0.00,0.00,1.00,69.16,77.75,5.50,4.62,0.85,81.06,108.49,0.00,2.00,0.65,0.00,11.00,0.00,0.00,23.00
6.00,0.00,20.05,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.00,3.30,0.00,0.00,0.00,12.68,0.00,0.00,14.91,54.70,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,20.29,60.52,2.30,26.70,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,110.50,12.88,19.51,6.00,10.80,6.71,5.80,2.40,1.90,1.54,18.90,0.00,0.00,0.00,1.00,66.59,79.28,5.30,4.24,0.00,79.77,98.53,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
7.00,0.00,20.77,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.00,3.30,0.00,0.00,0.00,12.68,0.00,0.00,14.21,47.40,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,19.40,56.67,2.30,26.80,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,96.50,12.88,19.51,6.00,10.80,6.71,5.80,2.40,1.36,0.91,18.90,0.00,0.00,0.00,1.00,66.12,80.82,5.10,3.84,0.00,76.98,82.19,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
8.00,0.00,21.57,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.00,3.30,0.00,0.00,0.00,12.68,0.00,0.00,13.97,42.40,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,18.45,53.02,2.30,26.90,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,83.70,12.88,19.51,6.00,10.80,6.71,5.80,2.40,1.11,0.73,18.90,0.00,0.00,0.00,1.00,65.41,81.79,4.80,3.40,0.00,74.38,67.11,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
9.00,0.00,21.53,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.00,3.30,0.00,0.00,0.00,12.68,0.00,0.00,13.73,38.20,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,17.29,49.98,2.30,26.90,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,74.49,12.88,19.51,6.00,10.80,6.71,5.80,2.40,0.89,0.58,18.90,0.00,0.00,0.00,1.00,63.99,81.05,4.40,3.00,0.00,72.36,55.79,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
10.00,0.00,21.43,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.00,3.30,0.00,0.00,0.00,12.68,0.00,0.00,13.46,35.80,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,16.30,47.09,2.30,26.90,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,65.11,12.88,19.51,6.00,10.80,6.71,5.80,2.40,0.74,0.50,18.90,0.00,0.00,0.00,1.00,61.87,80.22,4.10,2.73,0.00,70.43,45.36,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
