"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,596.27,194.16,8.26,4.07,109.64,19.21,3.37,41.90,47.56,7.32,3.93,81.71,94.82,88.47,18.00,174.88,16.00,6.88,44.06,0.00,6.39,9.00,18.42,0.00,6.08,228.68,0.00,0.00,0.00,20.60,55.20,110.63,117.13,110.64,2.67,74.87,63.06,49.81,58.32,54.21,30.70,0.00,0.00,76.98,77.12,110.37,0.00,101.65,20.46,19.67,19.38,18.72,5.06
2.00,78.57,29.98,67.20,596.27,194.16,8.26,4.07,110.48,19.21,3.37,41.90,47.56,7.32,3.93,81.71,100.19,88.47,18.00,157.18,16.00,6.88,44.06,0.00,6.39,9.00,19.93,0.00,6.43,228.68,0.00,0.00,0.00,55.20,20.60,114.20,120.96,114.22,5.37,74.99,63.17,49.81,58.32,54.21,24.12,24.03,24.03,78.08,78.23,110.37,0.00,101.65,20.46,19.56,19.38,18.72,5.06
3.00,78.57,29.98,67.20,596.27,194.16,8.26,4.07,110.01,19.21,3.37,41.90,47.56,7.32,3.93,81.71,100.33,88.47,18.00,197.38,16.00,6.88,44.06,0.00,6.39,9.00,20.44,0.00,6.55,228.68,0.00,0.00,0.00,55.20,20.60,113.04,119.70,113.05,5.67,74.99,63.17,50.40,60.24,54.21,25.67,25.57,25.56,79.48,79.63,110.37,70.99,101.65,20.46,19.72,19.38,18.72,5.06
4.00,78.57,29.98,67.20,596.27,194.16,8.26,4.07,110.48,19.21,3.37,41.90,47.56,7.32,3.93,81.71,100.75,88.47,18.00,214.08,16.00,6.88,44.06,0.00,6.39,9.00,21.13,0.00,6.71,228.68,0.00,0.00,0.00,55.20,20.60,112.77,119.42,112.79,5.67,74.99,63.17,51.25,62.25,54.21,25.67,25.57,25.56,83.04,83.20,110.37,0.00,101.65,20.46,19.48,19.38,18.72,5.06
5.00,78.57,29.98,67.20,596.27,194.16,8.26,4.07,110.48,19.21,3.37,41.90,47.56,7.32,3.93,81.71,100.75,88.47,18.00,190.59,16.00,6.88,44.06,36.00,6.39,9.00,21.35,0.00,6.76,228.68,0.00,0.00,0.00,20.60,55.20,109.88,116.34,109.90,5.67,74.99,63.17,49.81,58.32,54.21,25.67,25.57,25.56,80.68,80.83,110.37,74.56,101.65,20.46,19.46,19.38,18.72,5.06
6.00,78.57,29.98,67.20,596.27,194.16,8.26,4.07,110.17,19.21,3.37,41.90,47.56,7.32,3.93,81.71,100.70,88.47,18.00,189.49,16.00,6.88,44.06,36.00,6.39,9.00,22.18,0.00,6.95,228.68,0.00,0.00,0.00,0.00,20.60,110.37,116.86,110.38,5.67,74.99,63.17,53.11,65.09,54.21,25.67,25.57,25.56,79.79,79.94,110.37,0.00,101.65,20.46,19.41,19.38,18.72,5.06
7.00,78.57,29.98,67.20,596.27,194.16,8.26,4.07,110.48,19.21,3.37,41.90,47.56,7.32,3.93,81.71,96.82,88.47,18.00,167.19,16.00,6.88,44.06,36.00,6.39,9.00,21.39,0.00,6.77,228.68,0.00,0.00,54.23,0.00,20.60,101.96,108.07,101.97,5.67,74.99,63.17,50.38,60.18,54.21,25.67,25.57,25.56,87.20,0.00,110.37,74.13,101.65,20.46,19.38,19.38,18.72,5.06
8.00,78.57,29.98,67.20,596.27,194.16,8.26,4.07,110.48,19.21,3.37,41.90,47.56,7.32,3.93,81.71,91.48,88.47,18.00,151.40,16.00,6.88,44.06,36.00,6.39,9.00,20.13,0.00,6.47,228.68,0.00,0.00,54.23,0.00,20.60,105.59,111.84,105.62,5.33,0.00,63.17,49.81,58.32,54.21,23.89,23.81,23.80,78.26,78.41,110.37,78.12,101.65,20.46,19.30,19.38,18.72,5.06
9.00,78.57,29.98,67.20,596.27,194.16,8.26,4.07,110.48,19.21,3.37,41.90,47.56,7.32,3.93,81.71,86.40,88.47,18.00,146.02,16.00,6.88,44.06,36.00,6.39,9.00,19.17,0.00,6.25,228.68,0.00,0.00,20.60,0.00,54.23,97.67,103.69,97.68,4.91,0.00,63.17,53.53,65.59,54.21,21.73,21.67,21.67,78.98,79.13,110.37,0.00,101.65,20.46,19.30,19.38,18.72,5.06
10.00,78.57,29.98,67.20,596.27,194.16,8.26,4.07,110.48,19.21,3.37,41.90,47.56,7.32,3.93,81.71,88.51,88.47,18.00,185.32,16.00,6.88,44.06,36.00,6.39,9.00,28.01,0.00,8.30,228.68,0.00,0.00,54.23,0.00,20.60,0.00,0.00,184.41,2.67,0.00,63.17,54.42,66.54,54.21,30.70,0.00,0.00,82.76,82.91,110.37,0.00,101.65,20.46,19.35,18.57,19.54,5.06
