"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,0.13,20.29,1.09,14.00,2.90,6.90,6.70,10.39,3.50,0.40,3.50,20.39,0.59,1.52,19.00,0.00,6.20,16.10,70.96,12.91,4.50,4.20,4.30,18.93,18.93,16.50,19.42,1.40,0.10,23.20,71.70,3.30,27.00,19.42,17.67,4.06,17.96,0.41,0.60,20.00,20.00,20.00,2.40,126.98,12.62,19.42,0.00,8.40,10.70,8.34,20.00,1.20,9.60,11.80,18.00,0.00,0.00,0.11,1.00,107.88,101.33,8.70,7.31,3.33,100.80,119.54,0.00,2.00,1.50,7.58,19.42,13.14,0.00
2.00,0.02,20.19,0.21,14.00,2.90,6.90,6.70,10.39,3.50,0.40,3.50,20.39,0.00,0.20,19.00,0.00,6.20,15.40,69.50,13.69,4.50,15.53,4.30,18.93,18.93,16.50,19.42,1.40,0.00,22.90,69.40,3.30,27.00,19.42,17.67,0.32,17.96,0.00,0.60,20.00,20.00,20.00,2.40,113.79,12.62,19.42,0.00,8.40,10.70,8.34,20.00,1.20,8.80,11.00,18.00,0.00,0.00,0.05,1.00,101.14,97.73,7.90,6.30,0.49,98.20,105.34,0.00,2.00,0.09,0.85,19.42,1.28,0.00
3.00,0.00,20.34,0.00,14.00,2.90,6.90,6.70,10.39,3.50,0.40,3.50,20.39,0.00,0.00,19.00,0.00,6.20,14.60,66.94,13.79,4.50,15.53,4.30,18.93,18.93,16.50,19.42,1.40,0.00,22.60,66.20,3.30,27.00,19.42,17.67,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,95.94,12.62,19.42,0.00,8.40,10.70,8.34,20.00,1.20,8.80,11.50,18.00,0.00,0.00,0.00,1.00,92.11,92.93,7.40,5.57,0.00,96.10,86.08,0.00,2.00,0.00,0.00,19.42,0.00,0.00
4.00,0.00,20.23,0.00,14.00,2.90,6.90,6.70,10.39,3.50,0.40,3.50,20.39,0.00,0.00,19.00,0.00,6.20,13.90,64.00,13.79,4.50,15.53,4.30,18.93,18.93,16.50,19.42,1.40,0.00,22.10,63.00,3.30,27.00,19.42,17.67,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,76.54,12.62,19.42,0.00,8.40,10.70,8.34,20.00,1.20,8.80,12.00,18.00,0.00,0.00,0.00,1.00,82.32,87.72,6.80,4.92,0.00,93.80,65.13,0.00,2.00,0.00,0.00,19.42,0.00,0.00
5.00,0.00,20.19,0.00,14.00,2.90,6.90,6.70,10.39,3.50,0.40,3.50,20.39,0.00,0.00,19.00,0.00,6.20,13.30,58.62,13.79,4.50,15.53,4.30,18.93,18.93,16.50,19.42,1.40,0.00,21.00,59.90,3.30,27.00,19.42,17.67,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,58.69,12.62,19.42,0.00,8.40,10.70,8.34,20.00,1.20,8.70,12.20,18.00,0.00,0.00,0.00,1.00,73.29,82.91,6.20,4.18,0.00,91.10,45.87,0.00,2.00,0.00,0.00,19.42,0.00,0.00
6.00,0.00,20.40,0.00,14.00,2.90,6.90,6.70,10.39,3.50,0.40,3.50,20.39,0.00,0.00,19.00,0.00,6.20,12.80,52.42,13.79,4.50,15.53,4.30,18.93,18.93,16.50,19.42,1.40,0.00,20.10,57.20,3.30,27.00,19.42,17.67,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,45.50,12.62,19.42,0.00,8.40,10.70,8.34,20.00,1.20,8.70,12.40,18.00,0.00,0.00,0.00,1.00,66.55,79.32,5.60,3.41,0.00,88.30,31.67,0.00,2.00,0.00,0.00,19.42,0.00,0.00
7.00,0.00,20.20,0.00,14.00,2.90,6.90,6.70,10.39,3.50,0.40,3.50,20.39,0.00,0.00,19.00,0.00,6.20,12.50,48.88,13.79,4.50,15.53,4.30,18.93,18.93,16.50,19.42,1.40,0.00,19.60,55.40,3.30,27.00,19.42,17.67,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,42.04,12.62,19.42,0.00,8.40,10.70,8.34,20.00,1.20,8.70,12.30,18.00,0.00,0.00,0.00,1.00,62.88,77.04,4.90,2.99,0.00,85.10,28.54,0.00,2.00,0.00,0.00,19.42,0.00,0.00
8.00,0.00,20.44,0.00,14.00,2.90,6.90,6.70,10.39,3.50,0.40,3.50,20.39,0.00,0.00,19.00,0.00,6.20,12.30,46.21,13.79,4.50,15.53,4.30,18.93,18.93,16.50,19.42,1.40,0.00,19.00,53.80,3.30,27.00,19.42,17.67,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,34.43,12.62,19.42,0.00,8.40,10.70,8.34,20.00,1.20,8.70,12.20,18.00,0.00,0.00,0.00,1.00,54.82,72.04,4.20,2.69,0.00,82.00,21.66,0.00,2.00,0.00,0.00,19.42,0.00,0.00
9.00,0.00,20.51,0.00,14.00,2.90,6.90,6.70,10.39,3.50,0.40,3.50,20.39,0.00,0.00,19.00,0.00,6.20,12.20,43.43,13.79,4.50,15.53,4.30,18.93,18.93,16.50,19.42,1.40,0.00,18.50,52.50,3.30,27.00,19.42,17.67,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,26.82,12.62,19.42,0.00,8.40,10.70,8.34,20.00,1.20,8.60,12.20,18.00,0.00,0.00,0.00,1.00,46.75,67.03,3.70,2.17,0.00,79.60,14.77,0.00,2.00,0.00,0.00,19.42,0.00,0.00
10.00,0.00,20.36,0.00,14.00,2.90,6.90,6.70,10.39,3.50,0.40,3.50,20.39,0.00,0.00,19.00,0.00,6.20,12.10,40.60,13.79,4.50,15.53,4.30,18.93,18.93,16.50,19.42,1.40,0.00,18.00,51.10,3.30,27.00,19.42,17.67,0.00,17.96,0.00,0.60,20.00,20.00,20.00,2.40,23.36,12.62,19.42,0.00,8.40,10.70,8.34,20.00,1.20,8.50,12.30,18.00,0.00,0.00,0.00,1.00,43.09,64.76,3.20,1.60,0.00,77.00,11.64,0.00,2.00,0.00,0.00,19.42,0.00,0.00
