"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,48.41,26.61,65.43,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,12.26,142.31,5.13,2.82,134.22,112.36,132.71,39.88,35.37,204.97,15.15,1.97,6.88,73.34,6.39,9.98,37.68,3.14,8.72,228.46,228.19,21.91,29.89,21.91,29.90,0.00,197.14,184.23,5.67,74.91,76.30,37.34,34.68,54.04,30.67,30.56,30.55,38.12,38.13,80.91,80.88,101.60
2.00,48.41,27.31,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,13.30,72.84,5.13,2.82,163.91,112.36,132.71,39.88,35.37,204.97,15.15,1.97,6.88,87.69,6.39,9.98,95.45,3.14,19.77,228.46,228.19,23.30,67.10,67.88,23.30,0.00,197.14,184.23,5.67,74.91,76.30,39.91,36.35,54.04,30.67,30.56,30.55,38.12,38.13,66.96,66.94,101.60
3.00,48.41,27.31,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,14.92,81.71,5.13,2.82,163.91,112.36,132.71,39.88,35.37,204.97,15.15,1.97,6.88,87.69,6.39,9.98,95.45,3.14,19.77,228.46,228.19,23.30,67.10,67.88,23.30,0.00,197.14,184.23,5.67,74.91,76.30,39.93,36.35,54.04,30.67,30.56,30.55,38.12,38.13,66.96,66.94,101.60
4.00,48.41,29.23,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,14.92,81.71,5.13,2.82,163.91,112.36,132.71,39.88,35.37,204.97,15.15,1.97,6.88,87.69,6.39,9.98,95.45,3.14,19.77,228.46,228.19,23.30,67.10,67.88,23.30,0.00,197.14,184.23,5.67,74.91,76.30,47.30,40.73,54.04,30.67,30.56,30.55,38.12,38.13,83.98,83.95,101.60
5.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,14.92,81.71,5.13,2.82,163.91,112.36,132.71,39.88,35.37,204.97,15.15,1.97,6.88,87.69,6.39,9.98,95.45,3.14,19.77,228.46,228.19,23.30,67.10,67.88,23.30,0.00,197.14,184.23,5.67,74.91,76.30,50.10,42.35,54.04,30.67,30.56,30.55,38.12,38.13,104.47,104.42,101.60
6.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,14.92,119.76,5.13,2.82,163.91,112.36,132.71,39.88,35.37,204.97,15.15,1.97,6.88,87.69,6.39,9.98,95.45,3.14,19.77,228.46,228.19,23.30,67.10,67.88,23.30,0.00,197.14,184.23,5.67,74.91,76.30,57.98,47.40,54.04,30.67,30.56,30.55,38.12,38.13,110.26,110.22,101.60
7.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,14.92,113.52,5.13,2.82,163.91,112.36,132.71,39.88,35.37,204.97,30.30,1.97,6.88,87.69,6.39,9.98,95.45,3.14,19.77,228.46,228.19,23.30,67.10,67.88,23.30,0.00,197.14,184.23,5.67,74.91,76.30,48.88,41.64,54.04,30.67,30.56,30.55,38.12,38.13,110.26,110.22,101.60
8.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,14.92,112.46,5.13,2.82,163.91,112.36,132.71,39.88,35.37,204.97,30.30,1.97,6.88,87.69,6.39,9.98,95.45,3.14,19.77,228.46,228.19,23.30,67.10,67.88,23.30,0.00,197.14,184.23,5.67,74.91,76.30,49.25,41.85,54.04,30.67,30.56,30.55,38.12,38.13,110.26,110.22,101.60
9.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,14.92,83.97,5.13,2.82,163.91,112.36,132.71,39.88,35.37,204.97,30.30,1.97,6.88,87.69,6.39,9.98,95.45,3.14,19.77,228.46,228.19,23.30,67.10,67.88,23.30,0.00,197.14,184.23,5.67,74.91,76.30,46.33,40.18,54.04,30.67,30.56,30.55,38.12,38.13,110.26,110.22,101.60
10.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,14.92,126.89,5.13,2.82,134.96,112.36,132.71,39.88,35.37,204.97,30.30,1.97,6.88,73.75,6.39,9.98,95.45,3.14,19.77,228.46,228.19,23.30,67.10,67.88,23.30,0.00,197.14,184.23,5.67,74.91,76.30,43.61,38.61,54.04,30.67,30.56,30.55,38.12,38.13,92.00,91.96,101.60
11.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,14.92,60.00,5.13,2.82,163.91,112.36,132.71,39.88,35.37,204.97,30.30,1.97,6.88,87.69,6.39,9.98,95.45,3.14,19.77,228.46,228.19,23.30,67.10,67.88,23.30,0.00,197.14,184.23,5.67,74.91,76.30,49.05,41.74,54.04,30.67,30.56,30.55,38.12,38.13,99.75,99.71,101.60
12.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,32.03,14.92,60.00,5.13,2.82,163.91,112.36,132.71,39.88,35.37,204.97,30.30,1.97,6.88,87.69,6.39,9.98,95.45,3.14,19.77,228.46,228.19,23.30,67.10,67.88,23.30,0.00,197.14,184.23,5.67,74.91,76.30,45.56,39.74,54.04,30.67,30.56,30.55,38.12,38.13,81.95,81.92,101.60
