"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,0.00,16.40,0.00,0.00,4.20,8.10,7.20,5.30,1.73,0.00,2.50,0.00,0.00,0.00,10.73,0.00,5.60,19.19,22.82,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,0.00,15.45,54.90,2.35,27.00,8.00,14.63,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,2.00,7.50,19.51,3.50,10.80,8.23,4.10,2.40,8.34,12.18,18.90,0.00,0.00,0.00,1.00,6.10,10.40,0.58,0.73,0.00,96.20,4.90,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00,0.00
2.00,0.00,16.47,0.00,0.00,4.20,8.10,7.20,5.30,1.73,0.00,2.50,0.00,0.02,0.00,10.73,0.00,5.60,18.87,23.81,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,0.00,14.98,55.30,2.35,27.00,8.00,14.63,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,5.30,7.50,19.51,3.50,10.80,8.23,4.10,2.40,8.60,12.33,18.90,0.00,0.00,0.00,1.00,7.00,15.60,0.57,0.74,0.00,96.00,1.20,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00,1.00
3.00,0.10,16.51,0.00,0.00,4.20,8.10,7.20,5.30,1.73,0.00,2.50,0.00,0.81,1.58,10.73,0.00,5.60,18.52,24.58,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,1.07,14.91,51.60,2.35,27.00,8.00,14.63,14.00,17.07,2.37,0.60,19.51,19.51,19.51,1.20,5.70,7.50,19.51,3.50,10.80,8.23,4.10,2.40,9.11,12.60,18.90,0.00,0.00,0.00,1.00,12.90,16.10,0.59,0.82,13.29,91.20,3.40,0.00,2.00,5.07,13.76,11.00,11.37,23.00,0.00,1.00
4.00,0.57,16.56,0.00,0.00,4.20,8.10,7.20,5.30,1.73,0.00,2.50,0.00,2.75,5.21,10.73,0.00,5.60,18.17,25.29,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,6.00,14.98,47.90,2.35,27.00,8.00,14.63,55.78,17.07,9.16,0.60,19.51,19.51,19.51,1.20,6.80,7.50,19.51,3.50,10.80,8.23,3.90,2.40,9.70,12.89,18.90,0.00,0.00,0.00,1.00,19.00,22.00,0.64,0.92,48.38,86.40,6.00,0.00,2.00,24.41,43.96,11.00,55.67,23.00,0.00,7.00
5.00,2.16,17.05,0.00,0.00,4.20,8.10,7.20,5.30,1.73,0.00,2.50,0.00,5.53,11.22,10.73,0.00,5.60,17.43,25.19,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,11.53,15.59,49.30,2.35,27.00,8.00,14.63,98.39,17.07,19.88,0.60,19.51,19.51,19.51,1.20,9.90,7.50,19.51,3.50,10.80,8.23,3.90,2.40,10.09,13.11,18.90,0.00,0.00,0.03,1.00,26.00,29.00,0.69,1.16,78.38,87.20,10.00,0.00,2.00,51.43,94.01,11.00,114.88,23.00,0.01,12.00
6.00,5.27,16.96,0.00,0.00,4.20,8.10,7.20,5.30,1.73,0.00,2.50,0.00,10.90,15.62,10.73,0.00,5.60,16.56,24.83,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,13.32,16.40,46.30,2.35,27.00,8.00,14.63,124.69,17.07,29.57,0.60,19.51,19.51,19.51,1.20,17.60,7.50,19.51,3.50,10.80,8.23,3.90,2.40,10.41,13.30,18.90,0.00,0.00,0.05,1.00,33.00,36.30,0.74,1.46,94.49,83.50,8.40,0.00,2.00,70.95,153.83,11.00,166.75,23.00,0.04,20.00
7.00,8.19,16.46,0.61,0.00,4.20,8.10,7.20,5.30,1.73,0.00,2.50,0.00,13.99,17.16,10.73,0.00,5.60,15.50,25.25,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,14.11,17.20,50.40,2.35,27.00,8.00,14.63,134.91,17.07,34.28,0.60,19.51,19.51,19.51,1.20,19.10,7.50,19.51,3.50,10.80,8.23,3.90,2.40,10.73,13.55,18.90,0.00,0.00,0.06,1.00,35.30,44.40,0.92,1.91,101.11,86.30,18.80,0.00,2.00,76.64,193.34,11.00,188.53,23.00,0.09,28.00
8.00,10.29,14.86,6.70,0.00,4.20,8.10,7.20,5.30,1.73,0.00,2.50,0.00,14.96,17.99,10.73,0.00,5.60,14.37,25.93,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,14.60,18.01,55.00,2.35,27.00,8.00,14.63,139.88,17.07,37.35,0.60,19.51,19.51,19.51,1.20,20.80,7.50,19.51,3.50,10.80,8.23,3.90,2.40,11.05,13.83,18.90,0.00,0.00,0.09,1.00,43.90,53.00,1.15,2.42,105.03,85.10,20.70,0.10,2.00,78.32,218.77,11.00,199.15,23.00,0.14,30.00
9.00,11.57,15.44,11.64,0.00,2.90,8.10,7.20,5.30,1.73,0.00,2.50,0.00,15.28,18.37,10.73,0.00,5.60,13.02,26.85,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,14.92,19.28,56.50,2.35,27.00,8.00,14.63,142.29,17.07,39.06,0.60,19.51,19.51,19.51,1.20,23.60,7.50,19.51,3.50,10.80,8.23,3.90,2.40,11.86,14.30,18.90,0.00,0.00,0.44,1.00,56.40,59.50,1.59,3.24,107.71,91.90,27.30,0.20,2.00,79.18,232.79,11.00,203.67,23.00,0.20,33.00
10.00,13.14,15.67,13.90,0.00,2.90,8.10,7.20,5.30,1.73,0.00,2.50,0.00,15.17,18.50,10.73,0.00,5.60,11.60,27.85,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,15.07,20.71,62.90,2.35,27.00,8.00,14.63,143.61,17.07,39.54,0.60,19.51,19.51,19.51,1.20,29.70,7.50,19.51,3.50,10.80,8.23,3.90,2.40,12.83,14.84,18.90,0.00,0.00,0.59,1.00,64.30,66.60,2.11,4.16,109.94,98.50,35.40,0.20,2.00,79.74,237.76,11.00,204.00,23.00,0.25,34.00
11.00,15.15,15.63,15.26,0.00,2.90,8.10,7.20,5.30,1.65,0.00,2.50,0.00,14.97,18.46,10.73,0.00,5.60,9.95,32.24,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,15.13,22.24,69.10,2.35,27.00,8.00,14.63,144.19,17.07,39.76,0.60,19.51,19.51,19.51,1.20,42.20,7.50,19.51,3.50,10.80,8.23,3.90,2.40,13.40,15.17,18.90,0.00,0.00,0.74,1.00,73.40,74.70,2.91,5.29,111.30,99.60,47.50,0.30,2.00,79.98,242.04,11.00,204.00,23.00,0.30,36.00
