"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,27.48,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,4.01,30.11,14.92,129.57,6.14,3.37,163.91,112.36,119.35,44.06,32.50,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,161.90,161.89,57.26,66.55,67.31,57.26,174.47,187.28,174.53,0.00,70.81,49.83,40.24,36.94,44.48,30.67,30.56,30.55,47.18,47.20,107.90,107.86,203.20,19.40,0.00
2.00,27.48,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,4.01,30.11,14.92,132.63,6.14,3.37,163.91,112.36,117.81,44.06,34.10,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,161.34,161.33,66.68,66.27,67.05,47.14,176.45,189.33,176.51,0.00,70.77,49.93,34.85,41.75,44.48,30.67,30.56,30.55,47.03,47.06,104.93,104.89,203.20,19.40,0.00
3.00,27.48,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,4.01,30.11,14.92,136.44,6.14,3.37,163.91,112.36,123.90,44.06,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,162.64,162.62,22.46,26.28,26.29,22.46,184.16,197.13,184.23,0.00,73.94,61.14,54.97,46.46,44.48,30.67,30.56,30.55,46.89,46.91,104.19,104.15,203.20,19.40,0.00
4.00,27.48,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,4.01,30.11,14.92,134.61,6.14,3.37,163.91,112.36,125.69,44.06,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,162.41,162.39,32.23,32.19,32.26,20.62,184.17,197.14,184.23,0.00,74.91,57.20,58.93,49.17,44.48,30.67,30.56,30.55,47.17,47.20,110.26,110.22,203.20,19.40,0.00
5.00,27.48,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,4.01,30.11,14.92,123.01,6.14,3.37,163.91,112.36,110.62,44.06,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,158.24,158.23,66.43,66.02,66.80,41.50,174.29,187.13,174.36,0.00,69.25,47.60,48.16,42.08,44.48,30.67,30.56,30.55,47.03,47.06,75.18,75.15,203.20,19.40,0.00
6.00,27.48,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,4.01,30.11,14.92,121.44,6.14,3.37,163.91,112.36,103.36,44.06,35.37,200.30,25.68,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,154.77,154.77,66.42,66.01,66.79,38.48,182.65,195.62,182.72,0.00,68.63,46.80,47.29,41.53,44.48,30.67,30.56,30.55,46.98,47.01,90.74,90.70,203.20,19.40,0.00
7.00,27.48,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,4.01,30.11,14.92,114.12,6.14,3.37,163.91,112.36,103.33,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,152.14,152.14,49.22,66.16,66.87,49.22,179.37,192.32,179.44,0.00,67.08,45.07,41.89,44.29,44.48,30.67,30.56,30.55,46.98,47.01,87.94,87.91,203.20,19.40,0.00
8.00,27.48,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,4.01,30.11,14.92,104.17,6.14,3.37,163.91,112.36,128.14,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,5.46,19.77,228.46,0.00,22.94,30.73,30.78,22.94,180.50,193.45,180.56,0.00,0.00,66.99,48.44,46.40,44.48,30.67,30.56,30.55,46.98,47.01,60.54,60.53,203.20,19.40,0.00
9.00,27.48,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,4.01,30.11,14.92,93.99,6.14,3.37,163.91,112.36,109.95,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,84.35,5.46,19.51,0.00,228.19,28.47,28.45,28.48,22.00,163.33,175.65,163.39,0.00,67.01,45.00,49.42,43.03,44.48,30.67,30.56,30.55,46.98,47.01,27.68,27.68,203.20,19.40,0.00
10.00,27.48,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.44,4.01,30.11,14.92,85.08,6.14,3.37,163.91,112.36,103.32,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,66.45,5.46,15.37,228.46,0.00,39.26,39.17,0.00,28.97,149.69,160.71,149.74,0.00,67.01,45.00,49.06,43.38,44.48,30.67,30.56,30.55,46.83,46.86,0.00,20.66,203.20,19.40,0.00
