"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,0.00,15.99,0.00,14.00,4.20,8.50,6.00,7.30,1.70,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,22.36,19.20,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,20.07,51.00,2.20,26.60,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,44.70,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.57,0.45,18.90,0.00,1.00,49.60,69.30,1.65,2.02,0.00,42.10,35.80,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
2.00,0.00,16.10,0.00,14.00,4.20,8.50,6.00,7.30,1.70,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,22.99,18.50,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,20.23,52.30,2.20,26.60,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,47.00,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.77,0.78,18.90,0.00,1.00,50.90,70.70,1.66,2.04,0.00,43.20,37.90,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
3.00,0.00,16.35,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,23.70,17.90,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,20.44,54.00,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,49.30,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.88,1.02,18.90,0.00,1.00,52.40,72.40,1.66,2.04,0.00,44.20,39.90,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
4.00,0.00,17.11,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,24.64,18.90,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,20.79,55.50,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,50.60,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.69,0.94,18.90,0.00,1.00,54.40,74.10,1.60,1.96,0.00,47.40,41.90,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
5.00,0.00,17.40,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,25.37,20.30,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,21.07,56.90,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,51.80,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.57,0.89,18.90,0.00,1.00,56.50,75.80,1.58,1.93,0.00,51.20,43.90,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
6.00,0.00,17.55,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.00,0.00,17.56,0.00,5.60,25.45,21.00,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.00,21.18,57.50,2.20,26.70,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,1.20,55.10,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.70,0.87,18.90,0.00,1.00,57.80,76.50,1.65,2.11,0.00,53.20,49.30,0.00,2.00,0.00,0.00,11.00,0.00,24.00,0.00,0.00
7.00,0.03,17.47,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.16,0.07,17.56,0.00,5.60,25.47,21.40,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.02,21.37,57.80,2.20,26.70,19.51,18.05,3.78,18.05,1.37,0.60,19.51,19.51,19.51,1.20,58.30,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.84,1.07,18.90,0.00,1.00,58.70,76.80,1.70,2.29,3.65,54.50,55.10,0.00,2.00,1.10,7.56,11.00,3.34,24.00,0.00,0.00
8.00,0.22,18.08,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.60,0.90,17.56,0.00,5.60,25.32,20.90,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,0.51,21.77,58.10,2.20,26.80,19.51,18.05,29.06,18.05,7.58,0.60,19.51,19.51,19.51,1.20,58.50,9.00,19.51,6.00,10.80,8.23,5.00,2.40,0.98,1.87,18.90,0.00,1.00,57.10,75.30,1.65,2.50,25.56,56.90,56.70,0.00,2.00,10.02,110.35,11.00,28.73,24.00,0.00,0.02
9.00,1.06,18.15,0.00,14.00,4.20,8.50,6.00,7.30,1.60,0.00,2.50,0.00,0.85,2.57,17.56,0.00,5.60,25.16,20.10,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,2.09,22.01,58.50,2.20,26.70,19.51,18.05,67.05,18.05,16.72,0.60,19.51,19.51,19.51,1.20,57.70,9.00,19.51,6.00,10.80,8.23,5.00,2.40,1.14,2.53,18.90,0.03,1.00,54.70,73.10,1.62,2.68,53.76,59.80,56.90,0.00,2.00,28.36,195.61,11.00,74.57,24.00,7.00,0.05
10.00,3.31,18.40,0.39,14.00,4.20,8.50,6.00,7.30,1.40,0.00,2.50,0.00,2.09,5.57,17.56,0.00,5.60,24.96,21.80,0.00,2.50,10.00,3.80,17.56,14.24,12.68,15.61,1.40,4.34,21.80,58.60,2.20,26.70,19.51,18.05,106.84,18.05,28.28,0.60,19.51,19.51,19.51,1.20,53.10,9.00,19.51,6.00,10.80,8.23,5.00,2.40,1.33,2.74,18.90,0.05,1.00,51.40,69.90,1.61,2.74,81.47,63.50,55.50,0.00,2.00,52.95,243.61,11.00,134.44,24.00,9.00,0.10
