"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,0.00,19.00,0.00,15.00,4.20,9.00,3.80,5.90,1.51,0.00,3.30,19.00,0.00,0.00,4.00,0.00,7.00,6.73,33.00,7.40,4.50,16.00,1.80,19.50,10.00,4.00,5.50,2.80,0.00,12.04,29.11,2.30,27.00,7.00,12.00,0.00,17.86,0.00,0.60,4.00,4.00,4.00,1.20,44.98,7.10,5.00,19.00,2.00,10.00,0.00,6.50,0.00,9.32,12.82,18.00,0.00,0.00,0.00,1.23,28.00,27.10,2.29,1.65,0.00,21.38,13.25,0.00,1.24,0.00,0.00,6.00
2.00,0.00,18.90,0.00,15.00,4.20,9.00,3.80,5.90,1.51,0.00,3.30,19.00,0.00,0.00,4.00,0.00,7.00,5.88,30.00,7.40,4.50,16.00,1.80,19.50,10.00,4.00,5.50,2.80,0.00,12.14,28.72,2.30,27.00,7.00,12.00,0.00,17.86,0.00,0.60,4.00,4.00,4.00,1.20,42.80,7.10,5.00,19.00,2.00,10.00,0.00,6.50,0.00,9.46,13.27,18.00,0.00,0.00,0.00,1.23,34.00,32.72,2.47,1.81,0.00,22.17,5.65,0.00,1.20,0.00,0.00,6.00
3.00,0.00,18.99,0.00,15.00,4.20,9.00,3.80,5.90,1.51,0.00,3.30,19.00,0.00,0.00,4.00,0.00,7.00,5.20,27.00,7.30,4.50,16.00,1.80,19.50,10.00,4.00,5.50,2.80,0.00,11.68,27.55,2.30,27.00,7.00,12.00,0.00,17.86,0.00,0.60,4.00,4.00,4.00,1.20,33.59,7.10,8.00,19.00,3.00,10.00,0.00,6.50,0.00,9.28,13.11,18.00,0.00,0.00,0.00,1.23,38.00,37.94,2.37,1.82,0.00,27.39,3.21,0.00,1.20,0.00,0.00,6.00
4.00,0.00,19.07,0.00,15.00,4.20,9.00,3.80,5.90,1.51,0.00,3.30,19.00,0.00,0.00,4.00,0.00,7.00,4.58,25.00,7.30,4.50,16.00,1.80,19.50,10.00,4.00,5.50,2.80,0.00,11.04,26.12,2.30,27.00,7.00,12.00,0.00,17.86,0.00,0.60,4.00,4.00,4.00,1.20,25.81,7.10,8.00,19.00,3.00,10.00,0.00,6.50,0.00,8.99,12.75,18.00,0.00,0.00,0.00,1.23,41.00,40.76,2.17,1.77,0.00,27.53,2.21,0.00,1.20,0.00,0.00,6.00
5.00,0.00,19.61,0.00,15.00,4.20,9.00,3.80,5.90,1.51,0.00,3.30,19.00,0.00,0.00,4.00,0.00,7.00,4.20,22.00,6.80,4.50,16.00,1.80,19.50,10.00,4.00,5.50,2.80,0.00,11.08,27.73,2.30,27.00,7.00,12.00,0.00,17.86,0.00,0.60,4.00,4.00,4.00,1.20,23.37,7.10,8.00,19.00,3.00,10.00,0.00,6.50,0.00,9.04,12.92,18.00,0.00,0.00,0.00,1.23,44.00,47.78,2.14,1.78,0.00,32.63,6.79,0.00,1.20,0.00,0.00,6.00
6.00,0.00,19.46,0.00,15.00,4.20,9.00,3.80,5.90,1.51,0.00,3.30,19.00,0.00,0.00,4.00,0.00,7.00,3.89,18.00,6.50,4.50,16.00,1.80,19.50,10.00,4.00,5.50,2.80,0.00,11.36,30.34,2.30,27.00,7.00,12.00,0.00,17.86,0.00,0.60,4.00,4.00,4.00,1.20,18.62,7.10,8.00,19.00,3.00,10.00,0.00,6.50,0.00,9.21,13.26,18.00,0.00,0.00,0.00,1.23,44.00,48.16,2.17,1.81,0.00,31.76,2.73,0.00,1.20,0.00,0.00,6.00
7.00,0.00,19.55,0.00,15.00,4.20,9.00,3.80,5.90,1.51,0.00,3.30,19.00,0.00,0.00,4.00,0.00,7.00,3.99,14.00,3.80,4.50,16.00,1.80,19.50,10.00,4.00,5.50,2.80,0.00,12.28,32.82,2.30,27.00,7.00,12.00,0.00,17.86,0.00,0.60,4.00,4.00,4.00,1.20,14.71,7.10,8.00,19.00,3.00,10.00,0.00,6.50,0.00,9.36,13.53,18.00,0.00,0.00,0.00,1.23,42.00,48.00,2.17,1.79,0.00,30.56,4.18,0.00,1.20,0.00,0.00,6.00
8.00,0.00,19.57,0.00,15.00,4.20,9.00,3.80,5.90,1.51,0.00,3.30,19.00,0.00,0.00,4.00,0.00,7.00,4.21,12.00,3.00,4.50,16.00,1.80,19.50,10.00,4.00,5.50,2.80,0.00,13.41,35.25,2.30,27.00,7.00,12.00,0.00,17.86,0.00,0.60,4.00,4.00,4.00,1.20,13.18,7.10,8.00,19.00,3.00,10.00,0.00,6.50,0.00,9.52,13.79,18.00,0.00,0.00,0.00,1.23,41.00,50.13,2.16,1.77,0.00,28.58,1.98,0.00,1.16,0.00,0.00,6.00
9.00,0.00,19.46,0.00,15.00,4.20,9.00,3.80,5.90,1.51,0.00,3.30,19.00,0.00,0.00,4.00,0.00,7.00,4.68,11.00,0.40,4.50,16.00,1.80,19.50,10.00,4.00,5.50,2.80,0.00,14.12,34.31,2.30,27.00,7.00,12.00,0.00,17.86,0.00,0.60,4.00,4.00,4.00,1.20,17.42,7.10,8.00,19.00,3.00,10.00,0.00,6.50,0.00,9.23,13.07,18.00,0.00,0.00,0.00,1.23,39.00,46.36,1.98,1.92,0.00,31.33,5.26,0.00,1.16,0.00,0.00,6.00
10.00,0.00,19.11,0.00,15.00,4.20,9.00,3.80,5.90,1.51,0.00,3.30,19.00,0.00,0.00,4.00,0.00,7.00,5.24,10.00,0.00,4.50,6.10,1.80,19.50,10.00,4.00,5.50,2.80,0.00,14.67,32.24,2.30,27.00,7.00,12.00,0.00,17.86,0.00,0.60,4.00,4.00,4.00,1.20,20.98,7.10,8.00,19.00,3.00,10.00,0.00,6.50,0.00,8.79,12.04,18.00,0.00,0.00,0.00,1.23,38.00,45.90,1.75,2.14,0.00,32.77,12.72,0.00,1.16,0.00,0.00,6.00
