"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,16.87,20.01,16.60,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,17.30,16.39,3.10,2.50,7.80,15.85,32.84,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.61,6.25,14.16,1.96,27.51,3.30,11.40,136.20,15.46,32.16,0.60,5.00,5.60,5.80,1.15,0.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,16.14,13.71,9.50,1.21,1.19,12.93,6.51,5.63,5.54,98.40,14.00,0.00,0.30,1.10,75.20,245.20,6.50,192.50,12.14,0.39,40.84,91.26,21.22
2.00,17.11,20.00,16.62,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,17.40,16.51,3.10,2.50,7.80,15.78,38.14,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.65,6.11,13.70,1.96,27.45,3.30,11.40,135.80,15.46,32.01,0.60,5.00,5.60,5.80,1.15,0.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,16.55,14.09,9.50,1.23,1.17,11.25,7.27,6.20,6.13,98.10,14.00,1.24,0.20,1.09,75.10,244.60,6.49,192.00,12.14,0.40,40.65,91.29,21.28
3.00,16.98,19.86,16.42,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,17.30,16.66,3.10,5.10,7.80,19.72,41.94,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.76,5.98,13.43,1.96,27.47,3.30,11.40,135.90,15.46,31.96,0.60,5.00,5.60,5.80,1.15,0.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,16.89,14.43,9.50,1.22,1.16,14.06,8.04,6.78,6.71,97.80,14.00,4.72,0.20,1.07,75.10,244.70,6.49,192.10,12.14,0.40,40.59,91.66,21.52
4.00,16.23,19.48,15.74,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,17.30,16.78,0.00,5.10,7.80,19.65,45.73,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.87,5.84,13.06,1.96,27.32,3.30,11.40,136.20,15.46,32.02,0.60,5.00,5.60,5.80,1.15,0.80,4.70,9.00,2.00,10.43,8.25,3.60,2.30,17.23,14.77,9.50,1.22,1.15,16.87,8.80,7.35,7.29,97.60,14.79,9.20,0.10,1.06,75.30,245.30,6.51,192.60,12.14,0.41,40.66,92.51,22.13
5.00,15.77,19.14,15.12,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,17.50,16.83,0.00,5.10,7.80,22.59,47.13,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.95,5.61,12.70,1.96,27.07,3.30,11.40,136.70,15.46,32.10,0.60,5.00,5.60,5.80,1.15,5.12,4.70,9.00,2.00,10.43,8.25,3.60,2.30,17.18,14.79,9.50,1.22,1.13,18.98,8.59,6.46,6.40,97.40,15.79,17.68,0.10,1.05,75.50,245.90,6.48,193.00,12.14,0.42,40.76,95.07,22.27
6.00,14.09,18.91,13.69,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,17.70,16.86,0.00,5.10,7.80,22.52,48.43,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.98,5.38,12.23,1.96,26.97,3.30,11.40,136.90,15.46,32.15,0.60,5.00,5.60,5.80,1.15,11.44,4.70,9.00,2.00,10.43,8.25,3.60,2.30,17.12,14.82,9.50,1.03,1.12,21.00,8.39,7.03,6.98,96.90,16.79,29.16,0.10,1.05,75.60,246.20,6.49,193.20,12.14,0.42,40.83,97.76,22.05
7.00,13.31,18.85,12.59,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,17.70,16.84,0.00,5.10,7.80,22.46,48.52,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.95,5.24,11.66,1.96,27.01,3.30,11.40,136.50,15.46,32.22,0.60,5.00,5.60,5.80,1.15,22.76,4.70,9.00,2.00,10.43,8.25,3.60,2.30,17.19,14.95,9.50,1.00,1.11,23.21,8.45,6.21,6.16,96.20,20.20,41.64,0.10,1.07,75.30,245.40,5.64,192.60,12.14,0.42,40.92,98.68,20.62
8.00,10.77,18.77,10.59,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,17.40,16.70,0.00,5.10,7.80,22.39,48.62,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.81,5.11,11.10,1.96,27.04,3.30,11.40,135.00,15.46,32.10,0.60,5.00,5.60,5.80,1.15,38.08,4.70,9.00,2.00,10.43,8.25,3.60,2.30,17.25,15.08,9.50,0.93,1.10,25.32,8.51,6.78,6.74,94.80,22.30,55.12,0.10,1.12,74.30,242.50,5.99,190.30,12.14,0.42,40.76,96.35,20.20
9.00,9.70,18.66,8.99,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,16.50,16.44,0.00,5.10,7.80,19.33,48.42,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,12.52,4.87,10.33,1.96,27.02,3.30,11.40,130.90,15.46,31.87,0.60,5.00,5.60,5.80,1.15,52.40,4.70,9.00,2.00,10.43,8.25,3.60,2.30,17.08,15.01,9.50,0.78,1.09,27.24,8.26,6.06,6.02,92.00,25.50,68.60,0.00,1.18,71.60,235.10,6.48,184.40,12.14,0.39,40.48,90.37,19.13
10.00,6.49,18.57,6.36,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,14.10,15.85,0.00,5.10,7.80,19.26,48.21,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,11.92,4.64,9.67,1.96,27.16,3.30,11.40,111.30,15.46,30.79,0.60,5.00,5.60,5.80,1.15,67.72,4.70,9.00,2.00,10.43,8.25,3.60,2.30,16.90,14.94,9.50,0.57,1.08,29.05,8.00,6.63,6.61,82.80,29.60,82.08,0.00,1.23,60.30,208.00,6.48,158.80,12.14,0.33,39.11,82.51,12.72
