"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,0.01,22.94,0.72,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.09,2.07,17.01,0.00,8.40,0.00,21.96,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.89,16.50,63.88,3.21,24.30,18.89,17.94,0.40,17.38,1.97,0.60,18.89,18.89,18.89,2.40,109.88,12.47,18.89,8.20,10.80,8.15,17.00,2.40,1.55,1.12,18.90,0.07,0.00,95.23,109.28,14.38,11.18,0.40,89.43,121.94,0.00,2.00,0.80,1.20,11.00,0.80,22.00,0.03,2.50,0.80
2.00,0.00,22.95,0.18,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.68,17.01,0.00,8.40,0.07,24.56,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.20,17.03,61.80,3.21,24.50,18.89,17.94,0.00,17.38,0.99,0.60,18.89,18.89,18.89,2.40,107.17,12.47,18.89,8.20,10.80,8.15,17.00,2.40,1.36,0.99,18.90,0.04,0.00,90.64,104.65,13.52,10.27,0.00,85.36,120.27,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.01,1.25,0.00
3.00,0.00,22.94,0.01,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.08,17.01,0.00,8.40,0.22,26.34,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.02,17.16,59.24,3.21,24.60,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,103.46,12.47,18.89,8.20,10.80,8.15,17.00,2.40,1.17,0.87,18.90,0.00,0.00,66.41,80.37,9.99,7.80,0.00,81.03,114.29,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
4.00,0.00,23.28,0.00,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.00,17.01,0.00,8.40,0.32,25.64,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.00,16.05,55.25,3.21,24.60,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,100.81,12.47,18.89,8.20,10.80,8.15,17.00,2.40,0.98,0.74,18.90,0.00,0.00,61.82,75.74,9.13,6.89,0.00,75.08,102.41,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
5.00,0.00,23.37,0.00,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.00,17.01,0.00,8.40,0.38,24.97,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.00,14.88,51.17,3.21,24.50,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,85.49,12.47,18.89,8.20,10.80,8.15,17.00,2.40,0.79,0.61,18.90,0.00,0.00,43.32,55.84,6.65,5.38,0.00,69.11,84.25,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
6.00,0.00,23.30,0.00,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.00,17.01,0.00,8.40,0.33,24.42,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.00,13.55,46.80,3.21,24.50,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,70.97,12.47,18.89,8.20,10.80,8.15,17.00,2.40,0.60,0.48,18.90,0.00,0.00,38.73,71.22,5.79,4.47,0.00,63.34,79.31,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
7.00,0.00,23.19,0.00,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.00,17.01,0.00,8.40,0.34,24.00,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.00,12.31,42.32,3.21,24.50,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,59.40,12.47,18.89,8.20,10.80,8.15,17.00,2.40,0.41,0.35,18.90,0.00,0.00,28.16,60.45,4.11,3.07,0.00,57.54,62.91,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
8.00,0.00,23.13,0.00,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.00,17.01,0.00,8.40,0.54,23.97,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.00,11.32,37.52,3.21,24.60,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,47.82,12.47,18.89,8.20,10.80,8.15,17.00,2.40,0.21,0.22,18.90,0.00,0.00,23.57,45.82,3.25,2.16,0.00,51.75,40.97,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
9.00,0.00,23.04,0.00,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.00,17.01,0.00,8.40,0.80,23.50,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.00,10.20,32.80,3.21,24.70,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,35.55,12.47,18.89,8.20,10.80,8.15,17.00,2.40,0.02,0.09,18.90,0.00,0.00,18.97,31.19,2.39,1.25,0.00,46.02,35.50,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
10.00,0.00,23.16,0.00,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.00,17.01,0.00,8.40,1.01,21.15,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.00,8.99,29.58,3.21,24.70,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,28.43,12.47,18.89,8.20,10.80,8.15,17.00,2.40,0.18,0.29,18.90,0.00,0.00,18.46,30.68,2.29,1.15,0.00,44.18,28.86,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
11.00,0.00,23.09,0.00,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.00,17.01,0.00,8.40,1.11,18.68,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.00,8.01,26.76,3.21,24.80,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,16.77,12.47,18.89,8.20,10.80,8.15,17.00,2.40,0.18,0.29,18.90,0.00,0.00,14.04,36.75,0.93,0.38,0.00,42.77,20.27,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
12.00,0.00,23.36,0.00,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.00,17.01,0.00,8.40,0.96,16.07,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.00,7.60,24.67,3.21,24.70,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,10.31,12.47,18.89,8.20,10.80,8.15,17.00,2.40,0.18,0.29,18.60,0.00,0.00,14.04,36.00,0.93,0.38,0.00,41.78,17.69,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
13.00,0.00,23.43,0.00,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.00,17.01,0.00,8.40,0.78,13.83,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.00,7.21,22.45,3.21,24.70,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,7.90,12.47,18.89,8.20,10.80,8.15,17.00,2.40,0.68,0.71,18.90,0.00,0.00,14.04,36.75,0.93,0.38,0.00,40.48,16.51,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
14.00,0.00,23.22,0.00,14.00,4.20,7.10,11.90,18.62,3.60,0.40,3.40,18.00,0.00,0.00,17.01,0.00,8.40,0.51,12.68,8.00,11.15,14.73,4.00,18.41,18.41,18.89,18.89,0.00,0.00,6.88,19.88,3.21,24.80,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,6.84,12.47,18.89,8.20,10.80,8.15,17.00,2.40,0.68,0.71,18.90,0.00,0.00,14.04,36.75,0.93,0.38,0.00,38.14,14.92,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
