"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,0.00,20.18,0.00,14.00,4.20,8.00,0.00,4.30,1.51,0.40,3.40,19.00,0.00,0.00,5.00,0.00,6.60,21.14,20.33,0.00,3.50,6.70,1.90,18.45,14.56,3.50,5.00,2.80,0.00,29.56,82.90,2.30,27.10,6.00,13.11,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,107.50,7.50,5.00,18.06,2.00,10.80,7.24,7.10,1.20,7.89,12.31,18.90,0.00,0.00,0.00,1.00,103.40,103.70,6.63,4.72,0.00,119.43,95.90,0.00,1.32,0.00,0.00,6.00
2.00,0.00,20.54,0.00,14.00,4.20,8.00,0.00,4.30,1.51,0.40,3.40,19.00,0.00,0.00,5.00,0.00,6.60,22.03,19.86,0.00,3.50,6.70,1.90,18.45,14.56,3.50,5.00,2.80,0.00,29.60,83.02,2.30,27.10,6.00,13.11,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,104.80,7.50,5.00,18.06,2.00,10.80,7.24,7.10,1.20,7.80,12.40,18.90,0.00,0.00,0.00,1.00,105.70,104.60,6.80,4.71,0.00,119.21,91.80,0.00,1.28,0.00,0.00,6.00
3.00,0.00,20.46,0.00,14.00,4.20,8.00,0.00,4.30,1.51,0.40,3.40,19.00,0.00,0.00,5.00,0.00,6.60,22.71,19.38,0.00,3.50,6.70,1.90,18.45,14.56,3.50,5.00,2.80,0.00,29.55,82.72,2.30,27.10,6.00,13.11,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,103.90,7.50,5.00,18.06,2.00,10.80,7.24,7.10,1.20,7.76,12.46,18.90,0.00,0.00,0.00,1.00,108.50,106.00,6.83,4.63,0.00,118.70,89.80,0.00,1.28,0.00,0.00,6.00
4.00,0.00,20.44,0.00,14.00,4.20,8.00,0.00,4.30,1.51,0.40,3.40,19.00,0.00,0.00,5.00,0.00,6.60,22.77,18.80,0.00,3.50,6.70,1.90,18.45,14.56,3.50,5.00,2.80,0.00,29.41,82.00,2.30,27.10,6.00,13.11,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,101.50,7.50,5.00,18.06,2.00,10.80,7.24,7.10,1.20,7.86,12.44,18.90,0.00,0.00,0.00,1.00,99.90,106.60,6.47,4.35,0.00,118.19,86.00,0.00,1.28,0.00,0.00,6.00
5.00,0.00,20.38,0.00,14.00,4.20,8.00,0.00,4.30,1.51,0.40,3.40,19.00,0.00,0.00,5.00,0.00,6.60,22.77,18.35,0.00,3.50,6.70,1.90,18.45,14.56,3.50,5.00,2.80,0.00,29.31,81.50,2.30,27.10,6.00,13.11,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,91.90,7.50,5.00,18.06,2.00,10.80,7.24,7.10,1.20,8.08,12.48,18.90,0.00,0.00,0.00,1.00,100.80,106.90,6.18,4.16,0.00,117.94,74.90,0.00,1.24,0.00,0.00,6.00
6.00,0.00,20.59,0.00,14.00,4.20,8.00,0.00,4.30,1.51,0.40,3.40,19.00,0.00,0.00,5.00,0.00,6.60,22.62,18.26,0.00,3.50,6.70,1.90,18.45,14.56,3.50,5.00,2.80,0.00,29.26,81.21,2.30,27.10,6.00,13.11,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,99.50,7.50,5.00,18.06,2.00,10.80,7.24,7.10,1.20,8.70,12.71,18.90,0.00,0.00,0.00,1.00,104.10,108.80,6.08,4.25,0.00,117.69,83.90,0.00,1.24,0.00,0.00,6.00
7.00,0.84,20.39,0.00,14.00,4.20,8.00,0.00,4.30,1.51,0.40,3.40,19.00,0.29,0.07,5.00,0.00,6.60,22.50,18.18,0.00,3.50,6.70,1.90,18.45,14.56,3.50,5.00,2.80,0.69,29.27,81.21,2.30,27.20,6.00,13.11,2.85,17.86,0.00,0.60,4.20,4.70,4.70,2.40,106.00,7.50,5.00,18.06,2.00,10.80,7.24,7.10,1.20,9.35,12.96,18.90,0.00,0.00,0.03,1.00,98.20,101.20,6.10,4.49,1.59,118.36,93.00,0.00,1.20,2.42,11.53,6.00
8.00,6.50,20.96,0.00,14.00,4.20,8.00,0.00,4.30,1.51,0.40,3.40,19.00,1.15,1.66,5.00,0.00,6.60,22.52,18.07,0.00,3.50,6.70,1.90,18.45,14.56,3.50,5.00,2.80,5.28,29.36,81.52,2.30,27.20,6.00,13.11,32.12,17.86,0.00,0.60,4.20,4.70,4.70,2.40,100.40,7.50,5.00,18.06,2.00,10.80,7.24,7.10,1.20,10.09,13.26,17.10,0.00,0.00,0.07,1.00,102.60,102.80,6.45,5.22,20.70,119.03,92.30,0.00,1.24,17.01,45.77,6.00
9.00,9.69,19.73,0.00,14.00,4.20,8.00,0.00,4.30,1.51,0.40,3.40,19.00,1.87,6.23,5.00,0.00,6.60,22.54,17.79,0.00,3.50,6.70,1.90,18.45,14.56,3.50,5.00,2.80,10.88,29.42,81.89,2.30,27.20,6.00,13.11,75.97,17.86,2.90,0.60,4.20,4.70,4.70,2.40,104.10,7.50,5.00,18.06,2.00,10.80,7.24,7.10,1.20,10.64,13.47,18.90,0.00,0.00,0.08,1.00,97.20,94.30,6.84,5.96,55.11,120.58,101.80,0.00,1.20,37.37,98.87,6.00
10.00,11.34,20.72,0.04,14.00,4.20,8.00,0.00,4.30,1.51,0.40,3.40,19.00,3.90,12.18,5.00,0.00,6.60,22.59,16.98,0.00,3.50,6.70,1.90,18.45,14.56,3.50,5.00,2.80,12.36,29.46,82.32,2.30,27.10,6.00,13.11,111.44,17.86,13.59,0.60,4.20,4.70,4.70,2.40,100.60,7.50,5.00,18.06,2.00,10.80,7.24,7.10,1.20,10.56,13.37,18.90,0.00,0.00,0.12,1.00,87.30,88.80,7.39,6.73,80.67,122.12,101.30,0.00,1.16,55.97,167.60,6.00
