"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,0.00,21.90,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.00,0.00,0.00,0.00,11.22,0.00,0.00,14.14,18.05,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,11.05,28.88,2.15,27.00,4.00,15.61,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,15.00,9.80,19.51,6.00,10.80,8.24,5.80,2.40,2.43,3.32,18.90,0.00,0.00,0.00,1.00,63.81,70.94,0.71,0.96,0.00,48.96,10.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
2.00,0.00,21.90,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.00,0.00,0.00,0.00,11.22,0.00,0.00,14.14,18.05,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,11.05,28.88,2.15,27.00,4.00,15.61,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,14.00,9.80,19.51,6.00,10.80,8.24,5.80,2.40,2.43,3.32,18.90,0.00,0.00,0.00,1.00,63.81,70.94,0.71,0.96,0.00,48.96,9.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
3.00,0.00,21.75,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.00,0.00,0.00,0.00,11.22,0.00,0.00,15.00,17.14,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,11.18,28.20,2.15,26.90,4.00,15.61,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,13.00,9.80,19.51,6.00,10.80,8.24,5.80,2.40,2.39,3.44,18.90,0.00,0.00,0.00,1.00,43.51,50.23,0.64,0.83,0.00,49.11,8.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
4.00,0.00,22.32,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.00,0.00,0.00,0.00,11.22,0.00,0.00,16.12,16.65,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,11.44,27.95,2.15,26.80,4.00,15.61,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,13.00,9.80,19.51,6.00,10.80,8.24,5.80,2.40,2.35,3.58,18.90,0.00,0.00,0.00,1.00,43.51,50.23,0.59,0.71,0.00,49.89,8.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
5.00,0.00,22.45,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.00,0.00,0.00,0.00,11.22,0.00,0.00,16.82,16.05,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,11.61,28.12,2.15,26.70,4.00,15.61,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,13.00,9.80,19.51,6.00,10.80,8.24,5.80,2.40,2.38,3.74,18.90,0.00,0.00,0.00,1.00,38.33,42.09,0.60,0.75,0.00,50.39,8.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
6.00,0.00,22.87,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.00,0.00,0.00,0.00,11.22,0.00,0.00,17.38,15.42,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,11.75,28.44,2.15,26.70,4.00,15.61,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,14.00,9.80,19.51,6.00,10.80,8.24,5.80,2.40,2.44,3.91,18.90,0.00,0.00,0.00,1.00,38.33,42.09,0.64,0.86,0.00,50.81,10.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
7.00,0.00,22.95,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.00,0.00,0.00,0.00,11.22,0.00,0.00,17.94,14.97,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,11.79,27.97,2.15,26.70,4.00,15.61,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,16.00,9.80,19.51,6.00,10.80,8.24,5.80,2.40,2.49,4.01,18.90,0.00,0.00,0.00,1.00,38.33,42.09,0.68,0.89,0.00,52.65,11.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
8.00,0.00,22.84,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.00,0.00,0.00,0.00,11.22,0.00,0.00,18.49,14.59,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,11.80,27.23,2.15,26.70,4.00,15.61,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,19.00,9.80,19.51,6.00,10.80,8.24,5.80,2.40,2.54,4.08,18.90,0.00,0.00,0.00,1.00,38.33,42.09,0.73,0.89,0.00,54.96,14.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
9.00,0.00,22.90,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.00,0.00,0.00,0.00,11.22,0.00,0.00,18.45,13.75,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,12.34,28.57,2.15,26.80,4.00,15.61,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,20.00,9.80,19.51,6.00,10.80,8.24,5.80,2.40,2.56,4.30,18.90,0.00,0.00,0.00,1.00,38.33,42.09,0.73,0.94,0.00,56.69,16.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
10.00,0.00,22.63,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.00,0.00,0.14,0.02,11.22,0.00,0.00,18.21,12.76,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,13.06,30.60,2.15,26.70,4.00,15.61,0.67,17.95,0.19,0.60,19.51,19.51,19.51,1.20,21.00,9.80,19.51,6.00,10.80,8.24,5.80,2.40,2.57,4.57,18.90,0.00,0.00,0.00,1.00,38.33,42.09,0.72,1.01,0.51,58.22,18.00,0.00,2.00,0.18,0.00,11.00,0.37,0.00,23.00
