"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,50.02,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,36.00,6.39,9.98,66.08,9.70,19.79,0.00,228.42,67.57,0.00,67.94,42.09,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,53.45,81.33,110.32,155.00,20.46,20.42,10.61,10.59,5.06
2.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,71.57,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,36.00,6.39,9.98,66.08,9.70,19.79,0.00,228.42,67.57,0.00,67.94,59.28,184.35,197.33,184.41,5.67,74.99,76.38,66.24,66.15,81.64,30.70,30.59,30.58,87.20,53.45,64.14,110.32,155.00,20.46,20.42,10.61,10.59,5.06
3.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,142.44,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,95.55,9.70,19.79,0.00,228.42,67.57,0.00,67.94,30.13,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,64.14,110.32,155.00,20.46,20.42,10.61,10.59,5.06
4.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,142.44,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,95.55,9.70,19.79,0.00,228.42,67.57,0.00,67.94,27.51,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,57.04,64.14,110.32,155.00,20.46,20.42,10.61,10.59,5.06
5.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,142.44,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,76.58,9.70,19.79,0.00,228.42,67.57,0.00,67.94,30.82,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,55.09,90.96,110.32,155.00,20.46,20.42,10.61,10.59,5.06
6.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,109.78,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,66.08,9.70,19.79,0.00,228.42,67.57,0.00,67.94,32.46,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,53.45,90.96,110.32,155.00,20.46,20.42,10.61,10.59,5.06
7.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,109.78,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,66.08,9.70,19.79,0.00,228.42,67.57,0.00,67.94,29.54,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,90.96,110.32,155.00,20.46,20.42,10.61,10.59,5.06
8.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,107.72,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,66.08,9.70,19.79,0.00,228.42,67.57,0.00,67.94,29.54,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,90.96,110.32,155.00,20.46,20.42,10.61,10.59,5.06
9.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,110.65,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,66.08,9.70,19.79,0.00,228.42,67.57,0.00,67.94,29.54,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,90.96,110.32,155.00,20.46,20.42,10.61,10.59,5.06
10.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,110.99,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,66.08,9.70,19.79,0.00,228.42,39.36,0.00,67.94,39.36,184.35,197.33,184.41,5.67,74.99,76.38,65.17,65.08,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,155.00,20.46,20.42,10.61,10.59,5.06
11.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,109.78,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,66.08,9.70,19.79,0.00,228.42,39.36,0.00,67.94,39.36,184.35,197.33,184.41,5.67,74.99,76.38,66.43,66.35,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,155.00,20.46,20.42,10.61,10.59,5.06
12.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,109.78,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,66.08,9.70,19.79,0.00,228.42,53.94,0.00,67.94,53.94,184.35,197.33,184.41,5.67,74.99,76.38,66.49,66.40,81.64,30.70,30.59,30.58,87.20,53.45,110.37,110.32,155.00,20.46,20.42,10.61,10.59,5.06
13.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,109.78,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,66.08,9.70,19.79,0.00,228.42,42.27,0.00,67.94,42.27,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,155.00,20.46,20.42,10.61,10.59,5.06
14.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,109.78,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,66.08,9.70,19.79,0.00,228.42,67.57,0.00,67.94,46.65,184.35,197.33,184.41,5.67,74.99,76.38,58.43,58.35,81.64,30.70,30.59,30.58,87.20,53.45,110.37,110.32,155.00,20.46,20.42,10.61,10.59,5.06
15.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,109.78,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,29.67,9.70,11.36,0.00,228.42,67.57,0.00,67.94,46.65,184.35,197.33,184.41,5.67,74.99,76.38,58.43,58.35,81.64,30.70,30.59,30.58,87.20,53.45,110.37,110.32,155.00,20.46,20.42,10.61,10.59,5.06
16.00,78.57,29.98,67.20,650.00,211.66,3.68,3.86,110.48,19.21,3.37,41.90,0.00,109.78,7.27,3.91,80.39,112.47,124.84,47.08,191.00,15.91,6.88,43.97,0.00,6.39,9.98,19.16,9.70,8.93,0.00,228.42,67.57,0.00,67.94,46.65,184.35,197.33,184.41,5.67,74.99,76.38,58.43,58.35,81.64,30.70,30.59,30.58,87.20,53.45,110.37,110.32,155.00,20.46,20.42,10.61,10.59,5.06
