"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,19.45,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,0.00,10.05,7.00,18.37,65.60,7.70,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,2.87,3.36,0.00,28.07,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,14.25,4.50,4.50,1.70,10.43,6.98,3.80,0.00,7.50,8.50,9.45,0.00,0.54,29.83,40.23,2.53,3.35,0.00,10.97,13.90,0.00,1.45,0.00,0.00,0.00,0.00,13.86,0.00,0.00,0.00,0.00
2.00,0.00,19.42,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,0.00,10.53,7.00,19.10,65.20,7.70,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,3.92,5.12,0.00,28.16,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,20.86,4.50,4.50,1.70,10.43,6.98,3.80,0.00,6.60,7.90,9.45,0.00,0.54,30.69,42.59,2.54,3.05,0.00,17.07,21.10,0.00,1.46,0.00,0.00,0.00,0.00,13.68,0.00,0.00,0.00,0.00
3.00,0.00,19.15,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,3.10,11.40,7.00,19.77,63.40,7.70,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,4.89,6.74,0.00,28.33,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,26.08,4.50,4.50,1.70,10.43,6.98,3.80,0.00,7.60,8.80,9.45,0.00,0.54,31.49,44.77,2.45,2.78,0.00,23.17,27.76,0.00,1.45,0.00,0.00,0.00,0.00,12.37,0.00,0.00,0.00,0.00
4.00,0.00,19.42,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,3.10,11.40,7.00,20.26,61.60,7.70,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,5.61,7.95,0.00,28.36,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,30.62,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.60,9.80,9.45,0.00,0.54,32.13,46.40,2.45,2.58,0.00,28.51,32.76,0.00,1.44,0.00,0.00,0.00,0.00,12.54,0.00,0.00,0.00,0.00
5.00,0.00,19.72,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,3.10,11.40,7.00,20.50,59.00,7.70,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,6.12,8.39,0.00,28.41,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,37.00,4.50,4.50,1.70,10.43,6.98,3.80,0.00,9.40,10.50,9.45,0.00,0.54,33.27,47.30,2.21,2.61,0.00,32.33,36.07,0.00,1.42,0.00,0.00,0.00,0.00,11.88,0.00,0.00,0.00,0.00
6.00,0.00,19.83,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,3.10,11.40,7.00,21.04,56.30,7.70,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,7.23,9.35,0.00,28.42,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,46.00,4.50,4.50,1.70,10.43,6.98,3.80,0.00,10.20,11.20,9.45,0.00,0.54,35.78,49.26,2.23,2.68,0.00,33.61,43.38,0.00,1.40,0.00,0.00,0.00,0.00,14.21,0.00,0.00,0.00,0.00
7.00,0.00,19.74,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,3.10,11.40,7.00,21.58,53.10,1.60,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,8.35,10.31,0.00,28.47,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,51.00,4.50,4.50,1.70,10.43,6.98,3.80,0.00,10.30,11.20,9.45,0.00,0.54,38.29,51.23,2.32,2.76,0.00,36.44,50.68,0.00,1.39,0.00,0.00,0.00,0.00,13.86,0.00,0.00,0.00,0.00
8.00,0.00,19.60,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,3.10,11.40,7.00,21.83,49.90,0.00,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,8.86,10.74,0.00,28.42,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,54.00,4.50,4.50,1.70,10.43,6.98,3.80,0.00,10.40,11.30,9.45,0.00,0.54,39.43,52.12,2.64,2.79,0.00,39.26,54.00,0.00,1.37,0.00,0.00,0.00,0.00,13.68,0.00,0.00,0.00,0.00
9.00,0.00,19.45,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,3.10,5.00,7.00,22.64,46.20,0.00,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,10.01,10.84,0.00,28.35,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,54.00,4.50,4.50,1.70,10.43,6.98,3.80,0.00,10.40,11.20,9.45,0.00,0.54,41.18,53.34,2.69,2.82,0.00,40.55,60.00,0.00,1.37,0.00,0.00,0.00,0.00,12.37,0.00,0.00,0.00,0.00
10.00,0.00,23.78,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,3.10,5.00,7.00,23.46,42.50,0.00,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,11.15,10.94,0.00,28.32,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,51.00,4.50,4.50,1.70,10.43,6.98,3.80,0.00,10.40,11.20,9.45,0.00,0.54,42.93,54.57,3.15,2.85,0.00,42.65,62.00,0.00,1.36,0.00,0.00,0.00,0.00,12.54,0.00,0.00,0.00,0.00
