"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,0.00,23.91,0.00,14.00,4.20,0.00,12.24,19.14,2.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.80,0.00,0.70,8.00,11.18,14.67,5.00,19.24,19.24,19.44,19.44,2.80,0.00,4.20,9.89,3.20,26.20,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,4.47,12.83,19.44,8.00,10.80,7.95,17.49,2.40,1.59,0.00,18.90,0.00,2.00,5.68,14.47,0.19,0.32,0.00,16.88,4.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
2.00,0.00,23.91,0.00,14.00,4.20,0.00,12.24,19.14,2.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.80,0.00,0.70,8.00,11.18,14.67,5.00,19.24,19.24,19.44,19.44,2.80,0.00,4.20,9.89,3.20,26.20,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,4.47,12.83,19.44,8.00,10.80,7.95,17.49,2.40,1.59,0.00,18.90,0.00,2.00,5.68,14.47,0.19,0.32,0.00,16.88,3.20,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
3.00,0.00,24.07,0.00,14.00,4.20,0.00,12.24,19.14,2.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.80,0.00,0.61,8.00,11.18,14.67,5.00,19.24,19.24,19.44,19.44,2.80,0.00,3.95,8.69,3.20,26.20,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,2.84,12.83,19.44,8.00,10.80,7.95,17.49,2.40,1.51,0.00,19.00,0.00,2.00,5.33,13.37,0.14,0.26,0.00,16.62,3.20,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
4.00,0.00,23.95,0.00,14.00,4.20,0.00,12.24,19.14,2.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.80,0.00,0.47,8.00,11.18,14.67,5.00,19.24,19.24,19.44,19.44,2.80,0.00,3.84,7.61,3.20,26.20,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,2.53,12.83,19.44,8.00,10.80,7.95,17.49,2.40,1.38,0.00,19.00,0.00,2.00,4.61,11.99,0.10,0.24,0.00,16.11,3.20,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
5.00,0.00,24.03,0.00,14.00,4.20,0.00,12.24,19.14,2.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.80,0.01,0.49,8.00,11.18,14.67,5.00,19.24,19.24,19.44,19.44,2.80,0.00,3.81,7.04,3.20,26.30,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,2.50,12.83,19.44,8.00,10.80,7.95,17.49,2.40,1.25,0.00,18.90,0.00,2.00,4.09,10.98,0.08,0.21,0.00,15.80,3.20,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
6.00,0.00,23.88,0.00,14.00,4.20,0.00,12.24,19.14,2.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.80,0.02,0.52,8.00,11.18,14.67,5.00,19.24,19.24,19.44,19.44,2.80,0.00,3.99,7.70,3.20,26.30,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,3.03,12.83,19.44,8.00,10.80,7.95,17.49,2.40,1.12,0.00,18.90,0.00,2.00,4.01,10.69,0.07,0.16,0.00,15.97,3.20,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
7.00,0.00,23.77,0.00,14.00,4.20,0.00,12.24,19.14,2.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.80,0.05,0.57,8.00,11.18,14.67,5.00,19.24,19.24,19.44,19.44,2.80,0.00,4.26,8.32,3.20,26.20,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,4.39,12.83,19.44,8.00,10.80,7.95,17.49,2.40,1.05,0.00,18.90,0.00,2.00,4.51,11.09,0.07,0.13,0.00,16.81,4.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
8.00,0.00,23.91,0.00,14.00,4.20,0.00,12.24,19.14,2.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.80,0.11,0.47,8.00,11.18,14.67,5.00,19.24,19.24,19.44,19.44,2.80,0.00,4.15,8.14,3.20,26.20,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,4.73,12.83,19.44,8.00,10.80,7.95,17.49,2.40,0.99,0.00,18.90,0.00,2.00,5.05,11.72,0.05,0.10,0.00,17.82,4.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
9.00,0.00,23.85,0.00,14.00,4.20,0.00,12.24,19.14,2.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.80,0.20,0.40,8.00,11.18,14.67,5.00,19.24,19.24,19.44,19.44,2.80,0.00,4.10,8.09,3.20,26.10,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,5.05,12.83,19.44,8.00,10.80,7.95,17.49,2.40,0.91,0.00,18.90,0.00,2.00,5.55,12.46,0.04,0.08,0.00,17.78,4.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
10.00,0.00,23.94,0.00,14.00,4.20,0.00,12.24,19.14,2.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.80,0.29,0.37,8.00,11.18,14.67,5.00,19.24,19.24,19.44,19.44,2.80,0.00,4.23,8.31,3.20,26.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,5.85,12.83,19.44,8.00,10.80,7.95,17.49,2.40,0.81,0.00,18.90,0.00,2.00,6.12,13.35,0.04,0.08,0.00,16.95,4.80,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
