"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,20.80,0.00,14.00,4.50,7.30,3.60,8.00,1.70,0.40,3.50,19.00,0.00,0.00,3.10,6.60,14.44,8.00,8.00,4.40,8.00,2.70,10.00,17.78,4.00,6.50,1.40,0.00,18.71,38.60,2.50,0.00,5.00,17.20,0.00,14.49,0.00,0.60,4.20,4.70,5.00,1.10,85.20,7.50,6.80,2.50,10.70,8.31,5.70,1.10,15.52,15.16,18.00,0.00,0.74,30.90,45.10,7.64,4.94,0.00,32.40,85.20,0.00,1.44,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
2.00,0.00,21.16,0.00,14.00,4.50,7.30,3.60,8.00,1.70,0.40,3.50,19.00,0.00,0.00,3.10,6.60,13.16,7.00,8.00,4.40,8.00,2.70,10.00,17.78,4.00,6.50,1.40,0.00,18.56,37.40,2.50,0.00,5.00,17.20,0.00,14.49,0.00,0.60,4.20,4.70,5.00,1.10,81.00,7.50,6.80,2.50,10.70,8.31,5.70,1.10,15.80,14.97,18.00,0.00,0.74,29.70,41.40,7.30,4.73,0.00,31.90,81.00,0.00,1.44,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
3.00,0.00,21.32,0.00,14.00,4.50,7.30,3.60,8.00,1.70,0.40,3.50,19.00,0.00,0.00,3.10,6.60,12.04,6.00,8.00,4.40,8.00,2.70,10.00,17.78,4.00,6.50,1.40,0.00,18.34,37.20,2.50,0.00,5.00,17.20,0.00,14.49,0.00,0.60,4.20,4.70,5.00,1.10,65.60,7.50,6.80,2.50,10.70,8.31,5.70,1.10,16.15,14.74,18.00,0.00,0.74,29.10,41.60,5.40,3.34,0.00,31.90,65.60,0.00,1.44,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
4.00,0.00,21.26,0.00,14.00,4.50,7.30,3.60,8.00,1.70,0.40,3.50,19.00,0.00,0.00,3.10,6.60,10.92,6.00,8.00,4.40,8.00,2.70,10.00,17.78,4.00,6.50,1.40,0.00,18.12,37.00,2.50,0.00,5.00,17.20,0.00,14.49,0.00,0.60,4.20,4.70,5.00,1.10,50.10,7.50,6.80,2.50,10.70,8.31,5.70,1.10,16.50,14.51,18.00,0.00,0.74,28.60,41.80,5.45,3.22,0.00,32.00,50.10,0.00,1.44,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
5.00,0.00,21.75,0.00,14.00,4.50,7.30,3.60,8.00,1.70,0.40,3.50,19.00,0.00,0.00,3.10,6.60,11.66,5.00,8.00,4.40,8.00,2.70,10.00,17.78,4.00,6.50,1.40,0.00,17.84,38.00,2.50,0.00,5.00,17.20,0.00,14.49,0.00,0.60,4.20,4.70,5.00,1.10,41.00,7.50,6.80,2.50,10.70,8.31,5.70,1.10,16.54,14.26,18.00,0.00,0.74,27.80,42.20,4.65,2.76,0.00,32.60,41.00,0.00,1.44,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
6.00,0.00,21.87,0.00,14.00,4.50,7.30,3.60,8.00,1.70,0.40,3.50,19.00,0.00,0.00,3.10,6.60,12.40,5.00,8.00,4.40,8.00,2.70,10.00,17.78,4.00,6.50,1.40,0.00,17.56,39.00,2.50,0.00,5.00,17.20,0.00,14.49,0.00,0.60,4.20,4.70,5.00,1.10,39.80,7.50,6.80,2.50,10.70,8.31,5.70,1.10,16.57,14.01,18.00,0.00,0.74,27.00,42.60,4.56,2.65,0.00,33.30,39.80,0.00,1.44,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
7.00,0.00,22.25,0.00,14.00,4.50,7.30,3.60,8.00,1.70,0.40,3.50,19.00,0.00,0.00,3.10,6.60,12.53,5.00,8.00,4.40,8.00,2.70,10.00,17.78,4.00,6.50,1.40,0.00,17.27,39.30,2.50,0.00,5.00,17.20,0.00,14.49,0.00,0.60,4.20,4.70,5.00,1.10,36.00,7.50,6.80,2.50,10.70,8.31,5.70,1.10,16.66,13.94,18.00,0.00,0.74,26.50,43.60,3.12,1.80,0.00,32.40,36.00,0.00,1.44,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
8.00,0.00,22.18,0.00,14.00,4.50,7.30,3.60,8.00,1.70,0.40,3.50,19.00,0.01,0.00,3.10,6.60,12.66,6.00,8.00,4.40,8.00,2.70,10.00,17.78,4.00,6.50,1.40,0.00,16.98,39.50,2.50,0.00,5.00,17.20,0.00,14.49,0.00,0.60,4.20,4.70,5.00,1.10,32.10,7.50,6.80,2.50,10.70,8.31,5.70,1.10,16.74,13.87,18.00,0.00,0.74,26.10,44.60,2.95,1.90,0.00,31.50,32.10,0.00,1.44,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
9.00,0.00,22.42,0.00,14.00,4.50,7.30,3.60,8.00,1.70,0.40,3.50,19.00,0.01,0.00,3.10,6.60,12.89,6.00,0.00,4.40,8.00,2.70,10.00,17.78,4.00,6.50,1.40,0.00,16.69,38.40,2.50,0.00,5.00,17.20,0.00,14.49,0.00,0.60,4.20,4.70,5.00,1.10,27.00,7.50,6.80,2.50,10.70,8.31,5.70,1.10,16.75,13.78,18.00,0.00,0.74,26.00,44.30,2.48,1.69,0.00,32.10,27.00,0.00,1.40,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
10.00,0.00,22.35,0.00,14.00,4.50,7.30,3.60,8.00,1.70,0.40,3.50,19.00,0.01,0.00,3.10,6.60,13.11,6.00,0.00,4.40,8.00,2.70,10.00,17.78,4.00,6.50,1.40,0.00,16.40,37.30,2.50,0.00,5.00,17.20,0.00,14.49,0.00,0.60,4.20,4.70,5.00,1.10,21.80,7.50,6.80,2.50,10.70,8.31,5.70,1.10,16.77,13.69,18.00,0.00,0.74,25.80,44.00,2.53,1.66,0.00,32.70,21.80,0.00,1.44,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
