"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.46,0.00,17.00,4.20,0.00,4.50,17.48,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.50,24.00,37.00,8.00,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,21.53,54.74,2.85,27.20,19.42,19.13,0.00,17.96,0.00,0.60,8.00,8.50,8.50,1.20,66.00,11.17,15.53,19.42,5.00,10.60,7.85,14.56,1.20,8.00,11.10,18.90,0.00,0.00,0.00,1.00,80.80,90.50,4.94,3.80,0.00,66.20,50.00,0.00,2.00,0.00,0.00
2.00,0.00,23.37,0.00,17.00,4.20,0.00,4.50,17.48,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.50,23.82,18.94,8.00,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,21.09,53.67,2.85,27.10,19.42,19.13,0.00,17.96,0.00,0.60,8.00,8.50,8.50,1.20,66.00,11.17,15.53,19.42,5.00,10.60,7.85,14.56,1.20,8.01,12.71,18.90,0.00,0.00,0.00,1.00,77.00,87.10,5.06,3.48,0.00,66.20,50.00,0.00,2.00,0.00,0.00
3.00,0.00,23.43,0.00,17.00,4.20,0.00,4.50,17.48,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.50,24.27,18.24,7.90,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,20.71,52.97,2.85,27.10,19.42,19.13,0.00,17.96,0.00,0.60,8.00,8.50,8.50,1.20,66.00,11.17,15.53,19.42,5.00,10.60,7.85,14.56,1.20,8.16,12.80,18.90,0.00,0.00,0.00,1.00,73.60,84.30,5.00,3.34,0.00,66.50,50.00,0.00,2.00,0.00,0.00
4.00,0.00,23.57,0.00,17.00,4.20,0.00,4.50,17.48,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.50,24.45,17.80,8.00,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,20.40,52.41,2.85,27.10,19.42,19.13,0.00,17.96,0.00,0.60,8.00,8.50,8.50,1.20,64.00,11.17,15.53,19.42,5.00,10.60,7.85,14.56,1.20,8.24,12.80,18.90,0.00,0.00,0.00,1.00,70.20,81.30,5.07,3.36,0.00,66.00,50.00,0.00,2.00,0.00,0.00
5.00,0.00,23.64,0.00,17.00,4.20,0.00,4.50,17.48,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.50,24.83,17.94,8.00,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,20.14,51.97,2.85,27.20,19.42,19.13,0.00,17.96,0.00,0.60,8.00,8.50,8.50,1.20,63.00,11.17,15.53,19.42,5.00,10.60,7.85,14.56,1.20,8.12,12.76,18.90,0.00,0.00,0.00,1.00,66.80,78.10,4.96,3.29,0.00,65.30,50.00,0.00,2.00,0.00,0.00
6.00,0.00,23.60,0.00,17.00,4.20,0.00,4.50,17.48,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.50,25.27,18.28,8.00,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,20.01,51.80,2.85,27.20,19.42,19.13,0.00,17.96,0.00,0.60,8.00,8.50,8.50,1.20,63.00,11.17,15.53,19.42,5.00,10.60,7.85,14.56,1.20,7.93,12.71,18.90,0.00,0.00,0.00,1.00,64.80,76.40,4.79,3.18,0.00,65.40,50.00,0.00,2.00,0.00,0.00
7.00,0.00,23.71,0.00,17.00,4.20,0.00,4.50,17.48,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.50,25.91,18.05,8.00,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,20.00,51.90,2.85,27.30,19.42,19.13,0.00,17.96,0.00,0.60,8.00,8.50,8.50,1.20,63.00,11.17,15.53,19.42,5.00,10.60,7.85,14.56,1.20,8.05,12.62,18.90,0.00,0.00,0.00,1.00,63.30,75.10,4.67,3.25,0.00,66.00,51.00,0.00,2.00,0.00,0.00
8.00,0.00,23.69,0.00,17.00,4.20,0.00,4.50,17.48,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.50,26.61,17.63,8.00,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,20.13,52.47,2.85,27.30,19.42,19.13,0.00,17.96,0.00,0.60,8.00,8.50,8.50,1.20,66.00,11.17,15.53,19.42,5.00,10.60,7.85,14.56,1.20,8.26,12.51,18.90,0.00,0.00,0.00,1.00,63.20,75.40,4.56,3.38,0.00,67.20,54.00,0.00,2.00,0.00,0.00
9.00,0.00,23.58,0.00,17.00,4.20,0.00,4.50,17.48,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.50,26.89,17.43,8.00,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,20.40,53.51,2.85,27.30,19.42,19.13,0.00,17.96,0.00,0.60,8.00,8.50,8.50,1.20,67.00,11.17,15.53,19.42,5.00,10.60,7.85,14.56,1.20,8.29,12.59,18.90,0.00,0.00,0.00,1.00,63.60,76.40,4.50,3.50,0.00,68.60,58.00,0.00,2.00,0.00,0.00
10.00,0.00,23.66,0.00,17.00,4.20,0.00,4.50,17.48,1.50,0.40,3.50,0.00,0.00,0.00,11.65,0.00,5.50,27.02,17.30,8.00,4.00,15.53,2.50,18.45,17.48,9.00,12.62,2.80,0.00,20.53,54.11,2.85,27.30,19.42,19.13,0.00,17.96,0.00,0.60,8.00,8.50,8.50,1.20,67.00,11.17,15.53,19.42,5.00,10.60,7.85,14.56,1.20,8.24,12.72,18.90,0.00,0.00,0.00,1.00,62.80,75.20,4.46,3.61,0.00,68.50,61.00,0.00,2.00,0.00,0.00
