"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,18.92,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,3.10,7.80,11.00,13.00,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,4.89,11.90,1.90,28.18,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,6.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,7.68,9.94,9.50,0.00,0.54,39.42,26.03,2.42,1.90,0.00,23.07,7.00,0.00,1.20,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,19.00,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,3.10,7.80,11.00,13.00,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,5.06,11.90,1.90,28.16,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,4.00,4.60,6.00,2.00,10.00,8.25,3.50,2.30,7.53,10.30,9.50,0.00,0.51,38.46,26.61,2.60,1.81,0.00,24.60,6.00,0.00,1.19,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,18.95,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,3.10,7.80,11.00,13.00,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,5.00,11.97,1.90,28.21,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,7.47,10.13,9.50,0.00,0.52,39.77,25.59,2.88,1.97,0.00,23.25,6.00,0.00,1.17,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,19.67,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,3.10,7.80,11.00,13.00,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,4.91,11.51,1.90,28.25,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,7.29,9.76,9.50,0.00,0.51,38.75,24.30,2.64,2.16,0.00,24.10,7.00,0.00,1.16,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,19.90,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,3.10,7.80,8.00,19.00,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,5.05,12.52,1.90,28.25,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,6.98,9.46,9.50,0.00,0.51,32.75,23.23,2.59,1.98,0.00,24.16,6.00,0.00,1.14,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,20.15,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,3.10,7.80,8.00,19.00,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,5.08,12.93,1.90,28.21,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,6.87,9.43,9.50,0.00,0.51,31.59,21.16,2.54,1.65,0.00,24.31,5.00,0.00,1.13,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,20.18,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,0.00,7.80,11.00,32.00,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,5.05,12.58,1.90,28.14,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,7.21,9.87,9.50,0.00,0.51,30.37,21.28,2.66,1.73,0.00,24.04,4.00,0.00,1.12,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,20.04,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,0.00,7.80,11.00,32.00,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,5.04,12.65,1.90,28.17,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,7.27,9.53,9.50,0.00,0.51,31.03,20.91,2.65,1.81,0.00,22.02,4.00,0.00,1.11,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,20.33,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,0.00,7.80,11.00,35.00,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,4.93,12.84,1.90,28.18,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,8.90,11.15,9.50,0.00,0.51,31.48,19.49,2.60,1.60,0.00,22.33,4.00,0.00,1.10,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,20.27,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,14.49,0.00,0.00,0.00,7.80,11.00,35.00,0.00,5.30,6.00,4.50,18.74,9.90,3.00,4.50,2.90,0.00,5.00,12.56,1.90,28.20,3.30,11.11,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.60,6.00,2.00,10.43,8.25,3.50,2.30,9.58,11.89,9.50,0.00,0.50,31.17,18.56,2.67,1.73,0.00,23.36,4.00,0.00,1.08,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.11
