"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,48.41,27.31,67.13,635.03,206.59,6.57,6.63,110.37,17.21,3.12,25.46,9.94,45.00,5.67,3.11,163.91,112.36,88.38,39.84,35.37,179.99,13.33,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,0.00,0.00,0.00,21.68,0.00,0.00,184.17,0.00,184.23,0.00,74.91,76.30,45.98,30.28,58.17,30.67,30.56,30.55,34.52,34.52,0.00,0.00,203.20
2.00,48.41,29.30,67.13,635.03,206.59,6.57,6.63,110.37,17.21,3.12,25.46,9.94,45.00,5.67,3.11,163.91,112.36,88.38,39.84,35.37,179.99,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,0.00,39.15,38.61,0.00,57.19,184.17,0.00,184.23,0.00,74.91,76.30,46.48,46.81,58.17,30.67,30.56,30.55,34.66,34.67,26.98,0.00,203.20
3.00,48.41,29.27,67.13,635.03,206.59,6.57,6.63,110.37,17.21,3.12,25.46,9.94,43.48,5.67,3.11,163.91,112.36,88.38,39.84,30.02,179.99,13.33,1.97,6.88,87.69,6.39,0.00,85.48,3.45,19.77,169.35,0.00,29.52,46.26,29.52,32.91,184.17,0.00,184.23,1.43,74.91,76.30,39.43,44.06,58.17,30.67,30.56,30.55,34.37,34.38,71.78,0.00,203.20
4.00,48.41,28.91,67.13,635.03,206.59,6.57,6.63,110.37,17.21,3.12,25.46,9.94,53.12,5.67,3.11,163.91,112.36,88.38,39.84,35.37,179.99,13.33,1.97,6.88,87.69,6.39,0.00,85.48,3.45,19.77,178.29,0.00,36.49,36.07,36.49,49.35,184.17,0.00,184.23,1.43,74.91,76.30,40.40,45.65,58.17,30.67,30.56,30.55,34.52,34.52,51.09,51.09,203.20
5.00,48.41,28.70,67.13,635.03,206.59,6.57,6.63,110.37,17.21,3.12,25.46,9.94,53.77,5.67,3.11,163.91,112.36,88.38,39.84,35.37,179.99,13.33,1.97,6.88,87.69,6.39,0.00,85.48,3.45,19.77,186.77,0.00,29.56,61.52,57.72,29.56,184.17,0.00,184.23,1.43,74.91,76.30,39.80,44.98,58.17,30.67,30.56,30.55,34.66,34.66,69.84,69.80,203.20
6.00,48.41,27.69,67.13,635.03,206.59,6.57,6.63,110.37,17.21,3.12,25.46,9.94,43.84,5.67,3.11,163.91,112.36,88.38,39.84,31.99,179.99,13.33,1.97,6.88,87.69,6.39,0.00,85.48,3.45,19.77,183.76,0.00,27.81,27.73,46.99,46.73,184.17,0.00,184.23,1.43,74.91,76.30,39.30,44.09,58.17,30.67,30.56,30.55,34.37,34.38,40.02,40.04,203.20
7.00,48.41,27.31,67.13,635.03,206.59,6.57,6.63,110.37,17.21,3.12,25.46,9.94,48.05,5.67,3.11,163.91,112.36,88.38,39.84,35.37,179.99,13.33,1.97,6.88,87.69,6.39,0.00,85.48,3.45,19.77,192.02,0.00,24.68,63.75,63.22,24.68,184.17,0.00,184.23,1.43,74.91,76.30,35.72,38.84,58.17,30.67,30.56,30.55,34.52,34.52,69.19,69.17,200.00
8.00,48.41,28.05,67.13,635.03,206.59,6.57,6.63,110.37,17.21,3.12,25.46,9.94,75.17,5.67,3.11,163.91,112.36,88.38,39.84,35.37,179.99,13.33,1.97,6.88,87.69,6.39,0.00,85.48,3.45,19.77,197.81,0.00,28.55,65.59,66.17,28.55,184.17,0.00,184.23,1.43,74.91,76.30,38.74,43.80,58.17,30.67,30.56,30.55,34.66,34.67,93.75,93.70,100.00
9.00,48.41,27.87,67.13,635.03,206.59,6.57,6.63,110.37,17.21,3.12,25.46,9.94,39.51,5.67,3.11,163.91,112.36,88.38,39.84,35.37,179.99,13.33,1.97,6.88,87.69,6.39,0.00,85.48,3.45,19.77,197.13,0.00,25.61,64.68,64.89,25.61,184.17,0.00,184.23,1.43,74.91,76.30,36.58,40.21,58.17,30.67,30.56,30.55,34.50,34.50,65.63,65.61,200.00
10.00,48.41,27.31,67.13,635.03,206.59,6.57,6.63,110.37,17.21,3.12,25.46,9.94,62.01,5.67,3.11,163.91,112.36,88.38,39.84,35.37,179.99,13.33,1.97,6.88,87.69,6.39,0.00,85.48,3.45,19.77,195.24,0.00,27.08,65.27,65.75,27.08,184.17,0.00,184.23,1.43,74.91,76.30,37.50,41.69,58.17,30.67,30.56,30.55,34.54,34.54,75.43,75.41,100.00
