"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,0.00,12.97,0.00,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,0.00,0.00,15.61,0.00,4.00,16.10,53.20,7.30,0.00,15.61,3.40,18.54,15.00,15.61,19.51,1.40,0.00,18.20,49.63,2.18,27.00,9.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,88.30,9.00,12.00,4.00,8.00,8.30,6.00,2.40,1.10,0.60,18.00,0.00,0.00,0.00,1.00,50.80,82.30,3.50,1.89,0.00,93.50,76.70,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
2.00,0.00,12.50,0.00,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,0.00,0.00,15.61,0.00,4.00,15.10,48.70,7.30,0.00,15.61,3.40,18.54,15.00,15.61,19.51,1.40,0.00,17.00,47.31,2.18,27.00,9.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,72.10,9.00,12.00,4.00,8.00,8.30,6.00,2.40,0.90,0.50,18.00,0.00,0.00,0.00,1.00,45.60,80.20,3.30,1.71,0.00,91.80,62.90,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
3.00,0.00,12.76,0.00,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,0.00,0.00,15.61,0.00,4.00,14.00,45.00,7.30,0.00,15.61,3.40,18.54,15.00,15.61,19.51,1.40,0.00,15.70,45.33,2.18,27.00,9.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,57.20,9.00,12.00,4.00,8.00,8.30,6.00,2.40,0.70,0.30,18.00,0.00,0.00,0.00,1.00,40.50,78.60,3.00,1.62,0.00,90.30,47.90,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
4.00,0.00,13.60,0.00,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,0.00,0.00,15.61,0.00,4.00,12.90,41.20,7.30,0.00,15.61,3.40,18.54,15.00,15.61,19.51,1.40,0.00,14.50,43.46,2.18,27.00,9.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,44.20,9.00,12.00,4.00,8.00,8.30,6.00,2.40,0.70,0.30,18.00,0.00,0.00,0.00,1.00,37.20,76.60,2.80,1.56,0.00,84.90,34.30,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
5.00,0.00,15.68,0.00,14.00,2.90,7.90,5.80,7.30,1.50,0.00,3.00,20.00,0.00,0.00,15.61,0.00,4.00,11.60,37.10,7.30,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,0.00,13.30,41.54,2.18,27.00,9.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,36.70,9.00,12.00,4.00,8.00,8.30,6.00,2.40,0.70,0.40,18.00,0.00,0.00,0.00,1.00,34.50,74.20,2.60,1.47,0.00,77.70,24.90,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
6.00,0.00,15.57,0.00,14.00,2.90,7.90,5.80,7.30,1.60,0.00,3.00,20.00,0.00,0.00,15.61,0.00,4.00,11.30,33.60,7.30,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,0.00,12.50,39.60,2.18,27.00,9.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,29.80,9.00,12.00,4.00,8.00,8.30,6.00,2.40,0.70,0.50,18.00,0.00,0.00,0.00,1.00,30.20,70.50,2.50,1.38,0.00,72.50,17.20,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
7.00,0.00,15.36,0.00,14.00,2.90,7.90,5.80,7.30,1.60,0.00,3.00,20.00,0.00,0.00,15.61,0.00,4.00,11.10,31.50,7.30,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,0.00,11.70,36.78,2.18,27.00,9.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,24.20,9.00,12.00,4.00,8.00,8.30,6.00,2.40,0.80,0.70,18.00,0.00,0.00,0.00,1.00,25.30,66.30,2.30,1.20,0.00,68.00,14.60,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
8.00,0.00,15.32,0.00,14.00,2.90,7.90,5.80,7.30,1.60,0.00,3.00,20.00,0.00,0.00,15.61,0.00,4.00,10.50,29.60,7.30,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,0.00,10.90,33.67,2.18,27.00,9.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,19.60,9.00,12.00,4.00,8.00,8.30,6.00,2.40,0.90,0.70,18.00,0.00,0.00,0.00,1.00,21.30,61.80,2.10,0.99,0.00,63.20,12.30,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
9.00,0.00,15.52,0.00,14.00,2.90,7.90,5.80,7.30,1.60,0.00,3.00,20.00,0.00,0.00,15.61,0.00,4.00,9.70,28.20,0.00,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,0.00,10.30,31.52,2.18,27.00,9.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,18.30,9.00,12.00,4.00,8.00,8.30,6.00,2.40,1.10,0.70,18.00,0.00,0.00,0.00,1.00,17.60,57.20,1.90,0.89,0.00,58.20,10.90,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
10.00,0.00,15.40,0.00,14.00,2.90,7.90,5.80,7.30,1.60,0.00,3.00,20.00,0.00,0.00,15.61,0.00,4.00,9.50,26.70,0.00,0.00,0.00,3.40,18.54,15.00,15.61,19.51,1.40,0.00,9.40,29.69,2.18,27.00,9.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,16.80,9.00,12.00,4.00,8.00,8.30,6.00,2.40,1.10,1.40,18.00,0.00,0.00,0.00,1.00,15.80,54.80,1.70,0.83,0.00,55.60,9.30,0.00,2.00,0.00,0.00,11.00,0.00,0.00,20.00
