"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.61,0.00,12.00,4.20,6.70,12.05,19.14,1.80,0.00,3.40,16.00,0.00,0.00,20.00,0.00,8.80,3.50,43.01,8.00,10.20,15.35,4.70,20.00,20.00,19.44,19.44,1.40,0.00,8.20,36.80,3.30,25.30,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,62.90,12.83,21.00,8.20,0.00,7.87,20.00,1.20,1.20,1.20,19.00,0.00,0.00,0.00,1.00,1.20,2.30,0.45,0.66,0.00,59.00,61.70,0.00,2.00,0.10,0.00,11.00,0.00,22.00,0.00,0.32
2.00,0.00,23.82,0.00,12.00,4.20,6.70,12.05,19.14,1.80,0.00,3.40,16.00,0.00,0.00,20.00,0.00,8.80,3.50,40.54,8.00,10.20,15.35,4.70,20.00,20.00,19.44,19.44,1.40,0.00,7.50,36.20,3.30,25.40,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,50.00,12.83,21.00,8.20,0.00,7.87,20.00,1.20,1.30,1.10,19.00,0.00,0.00,0.00,1.00,2.00,4.60,0.47,0.70,0.00,54.80,50.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.16
3.00,0.00,23.88,0.00,12.00,4.20,6.70,12.05,19.14,1.80,0.00,3.40,16.00,0.00,0.00,20.00,0.00,8.80,4.00,38.43,8.00,10.20,15.35,4.70,20.00,20.00,19.44,19.44,1.40,0.00,7.20,33.60,3.30,25.50,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,50.00,12.83,21.00,8.20,0.00,7.87,20.00,1.20,1.25,0.95,19.00,0.00,0.00,0.00,1.00,2.80,6.00,0.49,0.75,0.00,55.40,55.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,23.68,0.00,12.00,4.20,6.70,12.05,19.14,1.80,0.00,3.40,16.00,0.00,0.00,20.00,0.00,8.80,4.60,36.45,8.00,10.20,15.35,4.70,20.00,20.00,19.44,19.44,1.40,0.00,6.50,31.00,3.30,25.70,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,45.70,12.83,21.00,8.20,0.00,7.87,20.00,1.20,1.20,1.21,19.00,0.00,0.00,0.00,1.00,3.60,7.10,0.51,0.80,0.00,57.30,55.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,23.81,0.00,12.00,4.20,6.70,12.05,19.14,1.80,0.00,3.40,16.00,0.00,0.00,20.00,0.00,8.80,5.30,34.12,8.00,10.20,15.35,4.70,20.00,20.00,19.44,19.44,1.40,0.00,6.50,28.50,3.30,25.70,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,38.20,12.83,21.00,8.20,0.00,7.87,20.00,1.20,1.50,1.10,19.00,0.00,0.00,0.00,1.00,3.10,6.40,0.49,0.72,0.00,54.60,55.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,23.85,0.00,12.00,4.20,6.70,12.05,19.14,1.80,0.00,3.40,16.00,0.00,0.00,20.00,0.00,8.80,6.00,31.67,8.00,10.20,15.35,4.70,20.00,20.00,19.44,19.44,1.40,0.00,7.20,26.30,3.30,25.80,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,37.30,12.83,21.00,8.20,0.00,7.87,20.00,1.20,1.10,0.97,19.00,0.00,0.00,0.00,1.00,2.10,5.10,0.45,0.59,0.00,56.00,53.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,23.74,0.00,12.00,4.20,6.70,12.05,19.14,1.80,0.00,3.40,16.00,0.00,0.00,20.00,0.00,8.80,6.50,29.62,8.00,10.20,15.35,4.70,20.00,20.00,19.44,19.44,1.40,0.00,6.80,24.80,3.30,25.90,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,27.60,12.83,21.00,8.20,0.00,7.87,20.00,1.20,0.90,0.70,18.90,0.00,0.00,0.00,1.00,2.20,5.30,0.46,0.55,0.00,57.10,42.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,23.90,0.00,12.00,4.20,6.70,12.05,19.14,1.80,0.00,3.40,16.00,0.00,0.00,20.00,0.00,8.80,7.00,27.69,8.00,10.20,15.35,4.70,20.00,20.00,19.44,19.44,1.40,0.00,6.20,23.20,3.30,25.80,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,19.20,12.83,21.00,8.20,0.00,7.87,20.00,1.20,0.60,0.42,18.90,0.00,0.00,0.00,1.00,2.60,6.00,0.50,0.55,0.00,55.30,35.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,23.67,0.00,12.00,4.20,6.70,12.05,19.14,1.80,0.00,3.40,16.00,0.00,0.00,20.00,0.00,8.80,7.40,24.80,8.00,10.20,15.35,4.70,20.00,20.00,19.44,19.44,1.40,0.00,5.90,21.70,3.30,25.80,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,16.40,12.83,21.00,8.20,0.00,7.87,20.00,1.20,0.50,0.48,18.90,0.00,0.00,0.00,1.00,3.00,6.30,0.51,0.55,0.00,52.50,30.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,23.74,0.00,12.00,4.20,6.70,12.05,19.14,1.80,0.00,3.40,16.00,0.00,0.00,20.00,0.00,8.80,7.70,21.60,8.00,10.20,15.35,4.70,20.00,20.00,19.44,19.44,1.40,0.00,6.60,20.00,3.30,25.90,19.44,18.17,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,15.20,12.83,21.00,8.20,0.00,7.87,20.00,1.20,0.50,0.65,18.90,0.00,0.00,0.00,1.00,3.40,6.50,0.52,0.55,0.00,48.90,24.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
