"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,71.72,29.68,67.13,586.11,190.67,6.19,3.05,83.44,18.62,0.63,16.00,14.92,77.78,5.13,2.82,119.05,60.32,65.00,32.63,34.48,80.82,17.17,1.97,6.88,65.05,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,20.62,33.03,160.20,172.28,0.00,1.35,0.00,0.00,46.34,45.36,27.02,10.43,0.00,0.00,0.00,87.27,20.62,0.00,75.80
2.00,72.37,29.95,67.13,592.58,192.78,6.19,3.05,83.44,18.62,0.63,16.00,14.92,77.78,5.13,2.82,119.05,59.69,65.00,32.63,34.48,80.82,17.17,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,28.13,67.88,28.14,159.98,172.05,0.00,1.34,0.00,0.00,46.34,45.36,27.02,10.31,0.00,0.00,0.00,39.22,60.33,0.00,75.08
3.00,72.14,29.86,67.13,557.14,181.25,6.19,3.05,83.44,18.62,0.63,16.00,14.92,77.22,5.13,2.82,119.05,54.24,65.00,32.63,34.48,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,67.10,26.83,26.83,142.44,152.54,0.00,1.34,0.00,0.00,46.34,45.36,27.02,10.31,0.00,0.00,0.00,87.27,20.62,0.00,63.11
4.00,68.93,28.53,67.13,526.11,171.15,6.19,3.05,83.44,18.62,0.63,16.00,14.92,77.52,5.13,2.82,119.05,55.81,65.00,32.63,34.48,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,67.10,33.03,20.62,133.65,142.54,0.00,1.34,0.00,0.00,41.48,42.42,27.02,10.31,0.00,0.00,0.00,87.27,20.62,0.00,63.33
5.00,65.63,29.95,67.13,532.99,173.39,6.19,3.05,83.44,18.62,0.63,16.00,14.92,68.61,5.13,2.82,119.05,52.48,65.00,32.63,18.00,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,59.69,67.88,0.00,133.84,142.75,0.00,1.34,0.00,0.00,39.09,40.93,27.02,10.31,0.00,0.00,0.00,25.00,20.62,0.00,59.99
6.00,58.00,27.87,67.13,501.56,163.17,6.19,3.05,83.44,18.62,0.63,16.00,14.92,66.75,5.13,2.82,119.05,52.06,65.00,32.63,18.00,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,57.26,20.62,57.46,128.28,136.48,0.00,1.34,0.00,0.00,0.00,56.05,27.02,10.31,0.00,0.00,0.00,65.05,20.62,0.00,59.43
7.00,69.66,28.83,67.13,519.55,169.02,6.19,3.05,83.44,18.62,0.63,16.00,14.92,67.34,5.13,2.82,119.05,51.27,65.00,32.63,34.48,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.10,140.79,0.00,1.34,0.00,45.00,42.33,42.94,27.02,10.31,0.00,0.00,0.00,26.47,20.62,0.00,59.33
8.00,69.89,28.92,67.13,520.30,169.26,6.19,3.05,83.44,18.62,0.63,16.00,14.92,70.52,5.13,2.82,119.05,51.24,65.00,32.63,34.48,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.20,144.30,0.00,1.34,0.00,45.00,42.98,43.34,27.02,10.31,0.00,0.00,0.00,26.47,20.62,0.00,60.28
9.00,71.09,29.42,67.13,525.88,171.08,6.19,3.05,83.44,18.62,0.63,16.00,14.92,73.87,5.13,2.82,119.05,51.73,65.00,32.63,34.48,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138.66,148.23,0.00,1.34,0.00,45.00,45.86,45.07,27.02,10.31,0.00,0.00,0.00,26.47,20.62,0.00,62.40
10.00,72.21,29.88,67.13,530.41,172.55,6.19,3.05,83.44,18.62,0.63,16.00,14.92,79.16,5.13,2.82,119.05,52.06,65.00,32.63,34.48,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.19,152.24,0.00,1.34,0.00,45.00,48.52,46.67,27.02,10.31,0.00,0.00,0.00,26.47,20.62,0.00,63.98
11.00,72.37,29.95,67.13,552.39,179.70,6.19,3.05,83.44,18.62,0.63,16.00,14.92,87.13,5.13,2.82,119.05,53.20,65.00,32.63,18.00,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,151.57,162.80,0.00,1.34,0.00,66.49,56.34,51.79,27.02,10.31,0.00,0.00,0.00,25.00,20.62,0.00,66.90
12.00,72.37,29.95,67.13,560.48,182.33,6.19,3.05,83.44,18.62,0.63,16.00,14.92,104.03,5.13,2.82,119.05,53.36,65.00,32.63,24.74,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,153.89,165.38,0.00,1.34,0.00,48.54,59.06,53.87,27.02,10.31,0.00,0.00,0.00,36.20,20.62,0.00,67.12
13.00,65.78,27.31,67.13,538.66,175.24,6.19,3.05,83.44,18.62,0.63,16.00,14.92,83.42,5.13,2.82,119.05,56.40,65.00,32.63,4.12,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,67.10,67.88,32.54,131.60,140.22,0.00,1.46,0.00,0.00,43.88,43.89,27.02,12.09,0.00,0.00,0.00,25.00,20.62,0.00,83.49
14.00,65.78,27.31,67.13,547.54,178.13,6.19,3.05,79.45,18.62,0.63,16.00,14.92,77.78,5.13,2.82,119.05,54.95,60.14,32.63,4.12,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,67.10,67.88,32.54,90.09,96.07,0.00,1.46,0.00,0.00,42.46,43.02,27.02,12.09,0.00,0.00,0.00,25.00,20.62,0.00,68.17
15.00,65.78,27.31,67.13,633.08,205.95,6.19,3.05,81.14,18.62,0.63,16.00,14.92,70.04,5.13,2.82,119.05,54.63,62.21,32.63,18.00,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,67.10,58.00,58.00,0.00,0.00,0.00,1.46,0.00,0.00,47.62,46.13,27.02,12.09,0.00,0.00,0.00,25.00,20.62,0.00,57.58
16.00,65.78,27.31,67.13,612.87,199.38,6.19,3.05,83.44,18.62,0.63,16.00,14.92,39.68,5.13,2.82,119.05,53.20,65.00,32.63,18.00,80.82,0.00,1.97,6.88,65.05,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,49.01,0.00,0.00,0.00,1.46,0.00,0.00,47.42,46.01,27.02,12.09,0.00,0.00,0.00,25.00,20.62,0.00,51.45
17.00,65.78,27.31,67.13,634.62,206.45,6.19,3.05,81.48,18.62,0.63,16.00,14.92,61.85,5.13,2.82,119.05,55.01,62.62,32.63,18.00,80.82,0.00,1.97,6.88,65.05,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,61.17,67.33,0.00,0.00,0.00,2.67,0.00,60.67,56.34,51.79,27.02,30.67,0.00,0.00,0.00,25.00,20.62,0.00,59.85
18.00,65.78,27.31,67.13,643.66,209.39,6.19,3.05,60.47,18.62,0.63,16.00,14.92,68.41,5.13,2.82,119.05,57.02,37.06,32.63,18.00,80.82,0.00,1.97,6.88,65.05,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,61.17,151.97,0.00,0.00,2.67,0.00,48.54,56.34,51.79,27.02,30.67,0.00,0.00,0.00,37.12,20.62,0.00,63.19
19.00,65.78,29.83,67.13,641.87,208.81,6.19,3.05,83.44,18.62,0.63,16.00,14.92,59.78,5.13,2.82,119.05,58.85,65.00,32.63,18.00,80.82,0.00,1.97,6.88,65.05,0.00,0.00,9.00,85.48,4.43,19.77,149.44,0.00,0.00,66.16,20.62,20.62,70.56,0.00,0.00,2.67,0.00,55.56,46.34,45.36,27.02,30.67,0.00,0.00,0.00,25.00,110.26,0.00,61.60
20.00,65.78,29.95,67.13,632.31,205.70,6.19,3.05,83.44,18.62,0.63,16.00,14.92,58.02,5.13,2.82,119.05,61.67,65.00,32.63,34.48,80.82,0.00,1.97,6.88,65.05,0.00,0.00,9.00,82.23,4.43,19.02,146.92,0.00,0.00,67.10,49.77,20.62,66.49,0.00,0.00,2.67,0.00,76.30,36.49,39.25,27.02,30.67,0.00,0.00,25.00,25.00,110.26,0.00,61.55
21.00,65.78,29.95,67.13,643.66,209.39,6.19,3.05,83.44,18.62,0.63,16.00,14.92,67.55,5.13,2.82,119.05,63.10,65.00,32.63,28.23,80.82,0.00,1.97,6.88,65.05,0.00,0.00,9.00,85.48,4.43,19.77,157.72,0.00,0.00,67.10,32.13,32.13,108.93,0.00,0.00,2.67,0.00,75.00,36.49,39.25,27.02,30.67,0.00,0.00,28.07,28.07,110.26,0.00,63.73
22.00,65.78,29.95,67.13,643.66,209.39,6.19,3.05,83.44,18.62,0.63,16.00,14.92,68.20,5.13,2.82,119.05,63.39,65.00,32.63,33.36,80.82,0.00,1.97,6.88,65.05,0.00,0.00,9.00,85.48,4.43,19.77,160.30,0.00,0.00,67.10,41.20,21.02,118.72,0.00,0.00,2.67,0.00,75.00,36.49,39.25,27.02,30.67,0.00,0.00,29.08,29.08,110.26,0.00,64.17
23.00,65.78,29.95,67.13,643.66,209.39,6.19,3.05,83.44,18.62,0.63,16.00,14.92,80.29,5.13,2.82,119.05,64.29,65.00,32.63,34.48,80.82,13.13,1.97,6.88,65.05,0.00,0.00,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,26.80,124.83,132.61,0.00,2.67,0.00,66.89,41.66,42.54,27.02,30.67,0.00,0.00,25.00,25.00,110.26,0.00,66.78
