"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,19.38,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,15.46,0.00,0.00,3.10,6.60,24.81,22.39,0.00,3.20,7.10,5.00,18.74,9.70,2.50,4.00,2.80,0.00,2.63,5.21,1.90,18.95,3.30,10.95,0.00,13.53,0.00,0.60,2.80,3.00,3.20,2.30,7.00,5.00,4.00,1.70,10.43,0.00,3.50,2.30,13.44,14.01,9.50,0.00,0.37,30.57,51.76,6.90,2.83,0.00,15.60,9.00,0.20,1.37,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.12
2.00,0.01,19.24,0.02,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,15.46,0.02,0.00,3.10,6.60,24.82,22.50,0.00,3.20,7.10,5.00,18.74,9.70,2.50,4.00,2.80,0.00,3.15,6.93,1.90,18.95,3.30,10.94,0.00,13.53,0.05,0.60,2.80,3.00,3.20,2.30,7.00,5.00,4.00,1.70,10.43,0.00,3.50,2.30,13.55,13.87,9.50,0.00,0.37,27.30,45.91,6.49,2.70,0.00,15.26,9.00,0.30,1.36,0.00,0.00,10.63,0.17,12.14,0.00,0.00,0.00,0.79
3.00,1.63,19.32,0.93,13.53,2.80,7.30,3.30,3.50,1.20,0.00,3.50,15.46,0.54,0.00,3.10,6.60,25.09,22.61,0.00,3.20,7.10,5.00,18.74,9.70,2.50,4.00,2.80,0.11,3.70,8.73,0.00,18.95,3.30,10.94,3.00,13.53,0.71,0.60,2.80,3.00,3.20,2.30,7.00,5.00,4.00,1.70,10.43,0.00,3.50,2.30,13.44,13.73,9.50,0.03,0.37,23.86,39.76,5.72,2.71,2.16,17.05,9.00,0.30,1.35,1.93,3.01,10.63,3.92,12.14,0.00,0.00,0.60,0.90
4.00,3.74,19.12,2.79,13.53,2.80,7.30,3.30,3.50,1.20,0.00,3.50,15.46,1.13,0.14,3.10,6.60,25.37,22.72,0.00,3.20,7.10,5.00,18.74,9.70,2.50,4.00,2.80,1.52,4.22,10.45,0.00,18.95,3.30,10.92,18.00,13.53,3.97,0.60,2.80,3.00,3.20,2.30,7.00,5.00,4.00,1.70,10.43,0.00,3.50,2.30,13.81,14.12,9.50,0.07,0.37,20.59,33.91,5.11,2.41,12.96,18.84,8.00,0.30,1.34,7.85,29.28,10.63,33.22,12.14,0.03,0.97,16.07,1.57
5.00,4.73,19.06,4.58,13.53,2.80,7.30,3.30,3.50,1.20,0.00,3.50,15.46,2.60,2.92,3.10,6.60,25.47,22.83,0.00,3.20,7.10,5.00,18.74,9.70,2.50,4.00,2.80,3.99,4.65,11.91,0.00,18.95,3.30,10.94,39.00,13.53,10.20,0.60,2.80,3.00,3.20,2.30,6.00,5.00,4.00,1.70,10.43,0.00,3.50,2.30,14.15,14.36,9.50,0.08,0.37,17.84,28.97,6.37,2.67,28.08,18.03,7.00,0.40,1.32,19.05,71.84,10.63,86.78,12.14,0.08,8.35,46.19,5.30
6.00,7.57,19.31,7.11,13.53,2.80,7.30,3.30,3.50,1.20,0.00,3.50,15.46,3.49,6.09,3.10,6.60,25.58,22.93,0.00,3.20,7.10,5.00,18.74,9.70,2.50,4.00,2.80,5.94,4.96,12.94,0.00,18.95,3.30,10.93,65.00,13.53,15.98,0.60,2.80,3.00,3.20,2.30,6.00,5.00,4.00,1.70,10.43,0.00,3.50,2.30,14.63,14.40,9.50,0.12,0.37,15.94,25.54,6.49,2.65,46.80,17.23,6.00,0.40,1.31,31.95,143.98,10.63,134.20,12.14,0.14,16.39,74.95,11.60
7.00,8.55,19.08,8.53,13.53,2.80,7.30,3.30,3.50,1.20,0.00,3.50,15.46,6.00,8.61,3.10,6.60,25.80,24.14,0.00,3.20,7.10,5.00,18.74,9.70,2.50,4.00,2.80,7.57,4.96,13.64,0.00,18.95,3.30,10.93,84.00,13.53,18.92,0.60,2.80,3.00,3.20,1.15,5.00,5.00,4.00,1.70,10.43,0.00,3.50,2.30,14.33,14.21,9.50,0.58,0.37,16.66,26.56,6.88,2.69,60.48,16.31,6.00,0.40,1.30,43.86,182.26,10.63,152.51,12.14,0.20,23.77,84.61,11.73
8.00,11.00,19.14,10.49,13.53,2.80,7.30,3.30,3.50,1.20,0.00,3.50,15.46,7.05,11.50,3.10,6.60,26.02,27.04,0.00,3.20,7.10,5.00,18.74,9.70,2.50,4.00,2.80,8.96,4.97,15.32,0.00,18.95,3.30,10.94,95.00,13.53,20.77,0.60,2.80,3.00,3.20,1.15,6.00,5.00,4.00,1.70,10.43,0.00,3.50,2.30,14.83,14.18,9.50,0.79,0.37,18.40,28.99,6.55,2.71,68.40,15.40,8.00,0.40,1.29,52.84,192.19,10.63,159.98,12.14,0.26,26.86,89.15,11.96
9.00,11.74,18.94,11.48,13.53,2.80,7.30,3.30,3.50,1.20,0.00,3.50,15.46,8.74,13.13,3.10,6.60,25.59,30.49,0.00,3.20,7.10,5.00,18.74,9.70,2.50,4.00,2.80,9.81,4.98,17.33,0.00,18.95,3.30,10.93,101.00,13.53,21.61,0.60,2.80,3.00,3.20,1.15,5.00,5.00,4.00,1.70,10.43,0.00,3.50,2.30,15.06,14.52,9.50,0.98,0.37,20.47,31.89,7.08,2.61,72.72,16.35,9.00,0.30,1.28,60.10,200.47,10.63,160.53,12.14,0.32,26.99,89.65,12.49
10.00,12.97,18.71,12.45,13.53,2.80,7.30,3.30,3.50,1.20,0.00,3.50,15.46,10.10,13.86,3.10,6.60,25.15,33.39,3.31,3.20,7.10,5.00,18.74,9.70,2.50,4.00,2.80,10.08,4.99,19.01,0.00,18.95,3.30,10.93,104.00,13.53,22.22,0.60,2.80,3.00,3.20,1.15,4.00,5.00,4.00,1.70,10.43,0.00,3.50,2.30,15.09,14.64,9.50,1.10,0.37,22.21,34.33,7.55,2.71,74.88,17.30,8.00,0.20,1.26,65.87,205.44,10.63,159.82,12.14,0.35,27.52,89.50,12.61
