"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,15.70,23.49,14.80,9.80,3.00,7.40,12.29,19.22,1.50,0.00,3.50,0.00,19.10,17.60,0.00,0.00,8.40,5.30,58.70,8.10,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,15.10,27.20,85.40,3.30,0.00,19.51,19.32,131.10,18.15,37.20,0.60,19.51,19.51,19.51,2.40,100.20,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,11.90,13.80,18.00,0.86,1.00,75.20,94.91,8.35,7.87,87.12,122.90,103.40,0.40,2.00,61.82
2.00,15.00,23.44,12.40,9.80,3.00,7.40,12.29,19.22,1.50,0.00,3.50,0.00,19.10,17.50,0.00,0.00,8.40,6.10,62.10,6.30,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,14.70,27.10,85.80,3.30,0.00,19.51,19.32,130.20,18.15,34.90,0.60,19.51,19.51,19.51,2.40,108.10,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,11.40,13.40,18.00,0.86,1.00,70.05,94.96,7.71,8.20,85.68,123.20,115.00,0.40,2.00,57.68
3.00,13.70,23.52,10.50,9.80,3.00,7.40,12.29,19.22,1.50,0.00,3.50,0.00,18.80,17.40,0.00,0.00,8.40,6.80,61.60,5.50,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,14.40,26.90,85.80,3.30,0.00,19.51,19.32,129.90,18.15,32.70,0.60,19.51,19.51,19.51,2.40,115.40,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,10.70,12.80,18.00,0.86,1.00,64.12,95.55,7.48,8.60,84.24,123.30,125.70,0.30,2.00,53.88
4.00,11.70,23.49,8.90,9.80,3.00,7.40,12.29,19.22,1.50,0.00,3.50,0.00,18.10,17.30,0.00,0.00,8.40,7.80,61.90,5.20,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,13.90,26.70,85.60,3.30,0.00,19.51,19.32,126.00,18.15,30.50,0.60,19.51,19.51,19.51,2.40,121.90,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,9.70,11.70,18.00,0.72,1.00,66.16,95.31,7.58,8.78,81.36,122.50,132.90,0.20,2.00,51.41
5.00,9.40,23.43,7.30,9.80,3.00,7.40,12.29,19.22,1.50,0.00,3.50,0.00,17.20,17.10,0.00,0.00,8.40,8.90,64.80,4.90,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,13.40,26.60,85.40,3.30,0.00,19.51,19.32,121.10,18.15,28.50,0.60,19.51,19.51,19.51,2.40,126.10,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,8.60,10.40,18.00,0.70,1.00,70.13,92.56,7.87,8.88,77.04,121.50,139.20,0.20,2.00,49.06
6.00,6.70,23.52,5.20,9.80,3.00,7.40,12.29,19.22,1.50,0.00,3.50,0.00,15.90,16.70,0.00,0.00,8.40,9.50,67.40,4.80,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,12.90,26.80,85.90,3.30,0.00,19.51,19.32,111.80,18.15,26.40,0.60,19.51,19.51,19.51,2.40,130.70,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,7.70,9.50,18.00,0.66,1.00,74.20,92.47,8.40,9.07,71.28,121.50,142.90,0.10,2.00,45.50
7.00,4.10,23.49,3.20,9.80,3.00,7.40,12.29,19.22,1.50,0.00,3.50,0.00,12.60,16.10,0.00,0.00,8.40,10.00,68.90,4.90,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,11.80,27.10,86.60,3.30,0.00,19.51,19.32,93.10,18.15,21.70,0.60,19.51,19.51,19.51,2.40,134.00,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,6.90,8.70,18.00,0.55,1.00,73.32,93.66,7.88,9.01,61.92,121.80,146.00,0.10,2.00,38.53
8.00,2.30,23.70,1.50,9.80,3.00,7.40,12.29,19.22,1.50,0.00,3.50,0.00,7.10,14.70,0.00,0.00,8.40,10.10,69.80,5.50,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,8.50,27.50,86.80,3.30,0.00,19.51,19.32,51.80,18.15,10.60,0.60,19.51,19.51,19.51,2.40,135.90,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,5.80,7.40,18.00,0.40,1.00,80.37,95.27,10.82,9.83,48.96,121.90,144.80,0.10,2.00,28.66
9.00,0.80,23.60,0.40,9.80,3.00,7.40,12.29,19.22,1.50,0.00,3.50,0.00,2.00,10.50,0.00,0.00,8.40,10.20,68.80,7.40,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,3.70,27.80,86.90,3.30,0.00,19.51,19.32,13.80,18.15,3.10,0.60,19.51,19.51,19.51,2.40,134.50,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,4.70,6.00,18.00,0.34,1.00,80.46,96.00,11.40,10.30,35.28,122.00,142.20,0.10,2.00,16.99
10.00,0.10,23.55,0.00,9.80,3.00,7.40,12.29,19.22,1.50,0.00,3.50,0.00,0.10,3.90,0.00,0.00,8.40,10.20,66.60,7.80,10.34,15.41,5.00,19.32,19.32,19.51,19.51,0.00,0.40,28.10,87.00,3.30,0.00,19.51,19.32,2.40,18.15,0.30,0.60,19.51,19.51,19.51,2.40,132.10,12.88,19.51,19.51,8.40,0.00,6.92,0.00,2.40,4.00,5.20,18.00,0.24,1.00,79.95,95.90,10.50,9.30,19.44,122.90,134.00,0.10,2.00,6.53
