"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,69.43,28.73,67.13,635.88,206.86,3.76,0.00,85.79,17.74,0.45,18.59,9.95,60.52,5.13,2.82,116.25,84.19,74.79,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,45.60,4.43,10.55,0.00,0.00,0.00,67.10,67.88,20.62,0.00,0.00,66.49,1.34,0.00,53.40,38.82,46.18,31.10,10.31,0.00,0.00,0.00,62.16,20.62,74.24,105.69
2.00,71.31,29.51,67.13,635.88,206.86,3.76,0.00,87.86,17.74,0.45,18.59,9.95,63.76,5.13,2.82,116.25,87.68,77.31,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,55.00,4.43,12.72,0.00,0.00,0.00,67.10,67.88,20.62,0.00,0.00,66.49,1.34,0.00,53.40,42.93,46.81,31.10,10.31,0.00,0.00,0.00,62.16,20.62,108.46,106.69
3.00,69.25,29.95,67.13,635.88,206.86,3.76,0.00,87.86,17.74,0.45,18.59,9.95,67.86,5.13,2.82,116.25,89.09,77.31,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,72.28,4.43,16.72,0.00,0.00,0.00,67.10,61.17,20.62,0.00,0.00,109.07,1.40,0.00,53.40,38.42,46.11,31.10,11.20,0.00,0.00,0.00,85.00,20.62,110.22,108.28
4.00,69.11,29.95,67.13,635.88,206.86,3.76,0.00,87.86,17.74,0.45,18.59,9.95,70.13,5.13,2.82,116.25,89.55,77.31,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,76.41,4.43,17.67,0.00,0.00,0.00,67.10,61.17,20.62,0.00,0.00,124.17,1.45,0.00,53.40,42.27,46.71,31.10,12.00,0.00,0.00,0.00,85.00,20.62,110.22,109.26
5.00,68.59,29.95,67.13,635.88,206.86,3.76,0.00,87.86,17.74,0.45,18.59,9.95,65.98,5.13,2.82,116.25,89.64,77.31,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,67.97,4.43,15.72,0.00,0.00,0.00,67.10,61.17,20.62,0.00,0.00,88.10,1.34,0.00,56.34,32.98,45.06,31.10,10.31,0.00,0.00,0.00,85.00,20.62,110.22,107.40
6.00,71.71,29.95,67.13,635.88,206.86,3.76,0.00,87.86,17.74,0.45,18.59,9.95,69.84,5.13,2.82,116.25,90.59,77.31,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,83.71,4.43,19.36,0.00,0.00,0.00,67.10,42.36,42.36,0.00,0.00,142.74,2.45,0.00,53.40,48.02,47.54,31.10,27.26,0.00,0.00,0.00,85.00,20.62,110.22,108.35
7.00,66.24,29.95,67.13,635.88,206.86,3.76,0.00,99.04,17.74,0.45,18.59,9.95,57.44,5.13,2.82,116.25,86.92,90.92,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,69.48,4.43,16.07,0.00,0.00,0.00,67.10,67.88,20.62,0.00,0.00,73.55,1.39,0.00,53.40,32.07,44.85,31.10,10.95,0.00,0.00,0.00,69.21,31.04,110.22,102.47
8.00,61.70,29.95,67.13,635.88,206.86,3.76,0.00,92.30,17.74,0.45,18.59,9.95,45.09,5.13,2.82,116.25,83.66,82.72,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,52.93,4.43,12.24,0.00,0.00,0.00,67.10,57.40,20.62,0.00,0.00,66.49,1.34,0.00,53.40,23.77,41.64,31.10,10.31,0.00,0.00,0.00,85.00,27.32,75.34,97.58
9.00,59.41,29.95,67.13,635.88,206.86,3.76,0.00,101.64,17.74,0.45,18.59,9.95,58.55,5.13,2.82,116.25,81.01,94.08,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,61.17,20.62,0.00,0.00,0.00,1.34,0.00,56.34,0.00,54.82,31.10,10.31,0.00,0.00,0.00,85.00,20.62,0.00,102.51
10.00,60.80,29.95,67.13,635.88,206.86,3.76,0.00,95.58,17.74,0.45,18.59,9.95,46.84,5.13,2.82,116.25,82.01,86.71,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,53.71,4.43,12.42,0.00,0.00,0.00,67.10,61.17,20.62,0.00,0.00,0.00,1.34,0.00,56.34,25.24,42.45,31.10,10.31,0.00,0.00,0.00,85.00,20.62,69.81,98.63
11.00,67.27,29.95,67.13,635.88,206.86,3.76,0.00,101.64,17.74,0.45,18.59,9.95,49.29,5.13,2.82,116.25,84.84,94.08,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,65.54,4.43,15.16,0.00,0.00,0.00,67.10,34.96,20.62,0.00,0.00,66.49,1.34,0.00,53.40,34.39,45.37,31.10,10.31,0.00,0.00,0.00,25.00,110.26,44.35,99.44
12.00,59.41,29.95,67.13,635.88,206.86,3.76,0.00,101.64,17.74,0.45,18.59,9.95,56.95,5.13,2.82,116.25,89.55,94.08,0.00,0.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,80.69,4.43,18.66,0.00,0.00,0.00,67.10,67.88,43.40,0.00,0.00,81.76,1.75,0.00,0.00,0.00,54.82,31.10,16.52,0.00,0.00,0.00,37.44,20.62,110.22,102.42
13.00,57.15,29.95,67.13,635.88,206.86,3.76,0.00,98.49,17.74,0.45,18.59,14.92,58.58,5.13,2.82,116.25,90.73,90.25,0.00,12.00,84.34,17.17,1.97,6.88,63.52,0.00,6.39,9.00,60.66,4.43,14.03,0.00,0.00,0.00,67.10,67.88,37.77,0.00,0.00,66.49,1.34,0.00,45.00,0.00,54.82,31.10,10.31,0.00,0.00,0.00,85.00,20.62,95.63,102.65
