"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,18.80,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,16.00,0.00,0.00,0.00,7.80,12.40,14.76,3.60,5.80,6.00,4.50,18.94,9.90,3.00,4.50,2.90,0.00,6.60,16.70,1.90,28.44,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,7.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,12.05,12.47,9.50,0.00,0.89,21.00,25.28,3.30,2.38,0.00,28.83,4.00,0.00,1.33,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,18.91,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,16.00,0.00,0.00,0.00,7.80,12.50,12.39,3.60,5.80,6.00,4.50,18.94,9.90,3.00,4.50,2.90,0.00,6.79,16.20,1.90,28.44,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,4.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,11.99,12.46,9.50,0.00,0.89,21.50,25.46,3.39,2.24,0.00,26.19,3.00,0.00,1.31,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,18.96,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,16.00,0.00,0.00,0.00,7.80,12.90,10.37,3.60,5.80,6.00,4.50,18.94,9.90,3.00,4.50,2.90,0.00,6.31,16.00,1.90,28.48,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,3.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,11.98,12.54,9.50,0.00,0.89,19.10,17.63,3.54,2.38,0.00,22.39,3.00,0.00,1.30,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,19.60,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,16.00,0.00,0.00,0.00,7.80,13.30,8.35,3.60,5.80,6.00,4.50,18.94,9.90,3.00,4.50,2.90,0.00,6.16,15.70,1.90,28.49,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,2.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,11.97,12.63,9.50,0.00,0.88,17.00,12.80,3.34,2.43,0.00,22.76,2.00,0.00,1.28,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,20.16,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,16.00,0.00,0.00,3.10,7.80,13.40,7.41,3.70,5.80,6.00,4.50,18.94,9.90,3.00,4.50,2.90,0.00,6.15,15.20,1.90,28.50,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,1.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,11.68,12.45,9.50,0.00,0.87,15.80,9.01,3.26,2.52,0.00,21.15,2.00,0.00,1.26,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,20.02,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,16.00,0.00,0.00,3.10,7.80,13.60,6.47,3.70,5.80,6.00,4.50,18.94,9.90,3.00,4.50,2.90,0.00,5.49,14.60,1.90,28.55,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,1.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,11.40,12.28,9.50,0.00,0.87,14.60,5.22,3.82,2.40,0.00,22.92,2.00,0.00,1.24,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,20.41,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,16.00,0.00,0.00,3.10,7.80,14.10,5.87,3.60,5.80,6.00,4.50,18.94,9.90,3.00,4.50,2.90,0.00,5.72,14.30,1.90,28.58,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,0.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,11.34,12.27,9.50,0.00,0.86,13.60,3.07,3.77,2.34,0.00,23.92,2.00,0.00,1.23,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,20.63,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,16.00,0.00,0.00,3.10,7.80,14.60,5.27,3.60,5.80,6.00,4.50,18.94,9.90,3.00,4.50,2.90,0.00,5.93,14.00,1.90,28.56,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,0.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,11.28,12.26,9.50,0.00,0.86,12.60,0.91,3.93,2.36,0.00,21.54,2.00,0.00,1.21,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,20.58,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,16.00,0.00,0.00,3.10,7.80,15.00,5.21,3.70,5.80,6.00,4.50,18.94,9.90,3.00,4.50,2.90,0.00,5.57,13.70,1.90,28.59,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,0.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,11.33,12.30,9.50,0.00,0.85,12.10,0.76,3.60,2.13,0.00,23.61,3.00,0.00,1.21,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,20.80,0.00,13.53,4.50,7.40,3.10,5.20,1.00,0.00,3.50,16.00,0.00,0.00,3.10,7.80,15.40,5.15,3.60,5.80,6.00,4.50,18.94,9.90,3.00,4.50,2.90,0.00,5.72,13.40,1.90,28.58,3.30,11.40,0.00,15.46,0.00,0.60,8.00,8.60,8.80,1.15,0.00,4.50,8.00,2.50,10.43,8.25,3.60,2.30,11.37,12.34,9.50,0.00,0.85,11.60,0.61,3.08,2.07,0.00,24.60,2.00,0.00,1.19,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
