"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.89,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,10.50,23.23,8.10,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,13.71,37.66,3.30,25.60,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,25.00,12.83,19.44,8.00,10.70,4.94,17.49,2.40,0.97,2.17,18.90,0.00,1.00,30.55,50.07,0.93,1.28,0.00,72.20,25.00,0.00,2.00,0.00,0.00,5.00,0.00,22.00,0.00,0.00
2.00,0.00,23.89,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,10.90,23.23,8.10,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,13.71,37.66,3.30,25.60,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,22.00,12.83,19.44,8.00,10.70,4.94,17.49,2.40,0.97,2.17,18.90,0.00,1.00,30.55,50.07,0.93,1.28,0.00,72.20,22.00,0.00,2.00,0.00,0.00,5.00,0.00,22.00,0.00,0.00
3.00,0.00,23.71,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,11.20,20.88,8.10,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,13.42,36.05,3.30,25.50,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,20.00,12.83,19.44,8.00,10.70,4.94,17.49,2.40,0.99,2.21,18.90,0.00,1.00,24.89,43.57,0.80,1.19,0.00,69.55,20.00,0.00,2.00,0.00,0.00,5.00,0.00,22.00,0.00,0.00
4.00,0.00,23.77,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,11.40,20.05,8.10,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,13.21,35.81,3.30,25.60,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,18.00,12.83,19.44,8.00,10.70,4.94,17.49,2.40,0.85,1.97,18.90,0.00,1.00,24.38,43.67,0.86,1.16,0.00,67.40,18.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,23.86,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,11.60,19.17,8.10,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,13.15,35.73,3.30,25.80,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,17.00,12.83,19.44,8.00,10.70,4.94,17.49,2.40,0.70,1.68,18.90,0.00,1.00,24.08,43.90,0.89,1.09,0.00,66.42,17.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,23.69,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,12.00,18.15,8.10,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,13.51,36.16,3.30,25.80,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,17.00,12.83,19.44,8.00,10.70,4.94,17.49,2.40,0.51,1.26,18.90,0.00,1.00,24.40,44.51,0.85,0.94,0.00,68.99,17.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,23.80,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,12.40,17.35,8.10,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,13.95,36.70,3.30,25.60,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,17.00,12.83,19.44,8.00,10.70,4.94,17.49,2.40,0.37,0.87,18.90,0.00,1.00,24.62,44.62,0.80,0.78,0.00,71.19,17.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,23.70,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,12.00,17.20,8.10,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,14.59,37.61,3.30,25.80,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,19.00,12.83,19.44,8.00,10.70,4.94,17.49,2.40,0.33,0.60,18.90,0.00,1.00,24.51,43.20,0.70,0.66,0.00,72.27,19.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,23.80,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,11.50,16.89,8.10,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,15.30,38.81,3.30,25.70,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,22.00,12.83,19.44,8.00,10.70,5.67,17.49,2.40,0.29,0.38,18.90,0.00,1.00,25.47,43.42,0.62,0.55,0.00,73.03,22.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,23.80,0.00,14.00,4.20,6.20,12.24,19.14,3.71,0.40,3.10,16.00,0.00,0.00,17.49,0.00,8.00,11.00,16.09,8.10,10.00,15.40,5.00,20.00,19.24,19.44,19.44,1.40,0.00,16.18,40.93,3.30,25.90,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,25.00,12.83,19.44,8.00,10.70,5.67,17.49,2.40,0.24,0.27,18.90,0.00,1.00,29.65,48.54,0.61,0.48,0.00,72.83,25.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
