"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,37.43,5.36,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,44.94,10.17,10.44,229.57,229.31,0.00,0.00,29.57,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,30.72,30.60,30.60,87.54,84.00,110.80,110.50
2.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,39.96,5.36,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,25.96,10.17,6.03,229.57,229.31,0.00,0.00,27.49,0.00,185.07,198.10,185.13,5.39,75.75,72.88,66.88,66.80,76.75,24.24,24.15,24.15,87.54,84.00,110.80,110.50
3.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,31.90,5.36,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,30.05,10.17,6.98,229.57,229.31,57.14,0.00,57.43,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,28.53,28.41,28.41,87.54,84.00,110.80,110.50
4.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,33.48,5.36,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,35.93,10.17,8.35,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,28.04,27.93,27.92,87.54,84.00,110.80,110.50
5.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,40.24,5.36,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,41.63,10.17,9.68,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,27.22,27.11,27.11,87.54,84.00,110.80,110.50
6.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,41.73,5.36,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.55,10.17,11.05,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,26.26,26.16,26.16,87.54,84.00,110.80,110.50
7.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,39.65,5.36,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,30.82,30.70,30.70,87.54,84.00,110.80,110.50
8.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,30.00,5.36,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,42.64,10.17,9.91,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,30.82,30.70,30.70,87.54,84.00,110.80,110.50
9.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,30.00,5.36,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,43.78,10.17,10.18,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,30.82,30.70,30.70,87.54,84.00,110.80,110.50
10.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,30.00,5.36,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,0.00,10.17,0.00,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,30.82,30.70,30.70,87.54,84.00,110.80,110.50
11.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,50.36,5.36,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,67.83,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,30.82,30.70,30.70,87.54,84.00,110.80,110.50
12.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,64.35,6.85,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,67.14,32.20,67.51,0.00,185.07,198.10,185.13,4.36,75.75,72.88,66.88,66.80,76.75,18.93,18.90,18.90,87.54,84.00,110.80,110.50
13.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,64.35,6.85,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,0.00,11.08,229.57,229.31,32.75,66.66,67.44,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,27.62,27.51,27.50,87.54,84.00,110.80,110.50
14.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,64.35,6.85,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,0.00,11.08,229.57,229.31,32.06,57.64,38.98,57.82,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,27.31,27.20,27.19,87.54,84.00,110.80,110.76
15.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,64.35,6.85,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,0.00,11.08,229.57,229.31,29.15,67.42,68.21,29.15,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,25.97,25.87,25.86,87.54,84.00,110.80,110.76
16.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,124.02,8.91,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,0.00,11.08,229.57,229.31,20.51,67.42,68.21,20.51,185.07,198.10,185.13,5.50,75.75,72.88,66.88,66.80,76.75,24.79,24.70,24.70,87.54,84.00,110.80,110.76
17.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,87.68,8.91,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,20.51,67.42,68.21,20.51,185.07,198.10,185.13,5.36,75.75,72.88,66.88,66.80,76.75,24.07,23.98,23.98,87.54,84.00,110.80,110.76
18.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,112.56,8.91,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,20.51,67.42,68.21,20.51,185.07,198.10,185.13,5.38,75.75,72.88,66.88,66.80,76.75,24.15,24.07,24.07,87.54,84.00,110.80,110.76
19.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,120.83,8.91,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,20.51,67.42,68.21,20.51,185.07,198.10,185.13,5.25,75.75,72.88,66.88,66.80,76.75,23.50,23.43,23.42,87.54,84.00,110.80,110.76
20.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,114.32,8.91,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,20.51,67.42,68.21,20.51,185.07,198.10,185.13,5.10,75.75,72.88,66.88,66.80,76.75,22.73,22.66,22.66,87.54,84.00,110.80,110.76
21.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,50.01,6.85,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,20.51,67.42,68.21,20.51,185.07,198.10,185.13,5.11,75.75,72.88,66.88,66.80,76.75,22.76,22.69,22.68,87.54,84.00,110.80,110.76
22.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,45.00,6.85,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,67.83,67.42,68.21,20.51,185.07,198.10,185.13,5.21,75.75,72.88,66.88,66.80,76.75,23.28,23.21,23.20,87.54,84.00,110.80,110.76
23.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,45.00,6.85,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,63.01,27.49,64.89,62.83,185.07,198.10,185.13,5.43,75.75,72.88,66.88,66.80,76.75,24.43,24.34,24.33,87.54,84.00,110.80,110.76
24.00,65.85,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,45.00,6.85,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,67.83,67.42,68.21,20.51,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,26.48,26.38,26.37,87.54,84.00,110.80,110.76
25.00,78.57,30.10,67.46,646.80,211.44,4.87,2.98,110.91,19.29,3.81,41.50,0.00,61.46,6.85,8.11,4.45,164.71,112.91,133.36,0.00,47.27,238.15,30.29,4.10,6.88,87.66,114.11,6.39,9.00,47.67,10.17,11.08,229.57,229.31,67.83,67.42,68.21,20.51,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,76.75,27.77,27.66,27.65,87.54,84.00,110.80,110.76
