"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,27.31,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,79.85,5.13,2.82,131.91,112.36,132.71,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,39.11,5.46,9.05,0.00,0.00,24.67,66.01,66.84,34.96,170.50,174.67,0.00,0.00,72.22,52.17,38.17,42.90,45.90,30.67,30.56,30.55,69.03,69.14,20.62,20.62,148.79,19.40,0.00
2.00,48.41,27.31,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,78.17,5.13,2.82,131.91,112.36,101.94,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,35.35,5.46,8.18,144.33,0.00,62.45,40.60,41.06,41.06,165.17,169.33,0.00,0.00,74.91,0.00,36.71,34.75,45.90,30.67,30.56,30.55,46.99,47.02,20.62,20.62,148.55,19.40,0.00
3.00,48.41,29.10,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,92.30,5.13,2.82,131.91,112.36,123.19,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,67.63,5.46,15.64,144.33,0.00,23.30,67.10,67.88,23.30,184.17,0.00,0.00,0.00,0.00,53.40,43.21,44.00,45.90,30.67,30.56,30.55,47.14,47.16,20.62,20.62,154.79,19.40,0.00
4.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,85.23,5.13,2.82,131.91,112.36,132.71,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,4.64,5.46,0.00,0.00,0.00,23.30,67.10,67.88,23.30,184.17,197.14,0.00,0.00,0.00,53.40,50.10,42.35,45.90,30.67,30.56,30.55,47.28,47.31,20.62,20.62,152.28,19.40,0.00
5.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,81.71,5.13,2.82,131.91,112.36,132.71,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,40.41,5.46,9.35,0.00,0.00,23.30,67.10,67.88,23.30,161.78,165.93,0.00,0.00,71.65,50.02,0.00,54.82,45.90,30.67,30.56,30.55,47.14,47.16,20.62,20.62,147.38,19.40,0.00
6.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,81.71,5.13,2.82,131.91,112.36,132.71,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,41.79,5.46,9.67,0.00,0.00,21.91,49.48,30.10,21.91,161.20,165.35,0.00,0.00,72.19,50.62,36.80,42.11,45.90,30.67,30.56,30.55,46.99,47.02,20.62,20.62,147.43,19.40,0.00
7.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,81.71,5.13,2.82,131.91,112.36,132.71,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,47.02,5.46,10.88,0.00,0.00,37.86,0.00,37.86,37.86,166.42,178.92,0.00,0.00,74.91,53.40,46.97,45.03,45.90,30.67,30.56,30.55,47.28,47.31,20.62,20.62,139.81,19.40,0.00
8.00,48.41,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,80.63,5.13,2.82,131.91,112.36,119.68,39.88,35.37,200.30,13.33,1.97,6.88,72.08,6.39,9.98,38.72,5.46,8.96,144.33,0.00,27.87,0.00,43.75,27.87,171.34,175.51,0.00,0.00,74.91,53.40,47.05,40.59,45.90,30.67,30.56,30.55,47.14,47.16,27.90,27.90,131.31,19.40,0.00
9.00,0.00,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,58.38,5.13,2.82,131.91,67.47,129.36,39.88,29.40,200.30,13.33,1.97,6.88,72.08,6.39,9.98,49.11,5.46,11.36,144.33,0.00,23.30,0.00,23.30,0.00,169.05,173.22,0.00,0.00,74.91,53.40,51.07,46.18,45.90,30.67,30.56,30.55,47.14,47.16,47.70,47.69,147.74,19.40,0.00
10.00,0.00,29.95,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,22.63,14.92,50.00,5.13,2.82,131.91,67.61,127.89,39.88,25.89,200.30,13.33,1.97,6.88,72.08,6.39,9.98,40.29,5.46,9.32,144.33,0.00,40.20,39.92,27.38,27.38,135.25,139.47,0.00,0.00,74.91,53.40,43.53,44.11,45.90,30.67,30.56,30.55,46.99,47.02,31.15,31.15,128.42,19.40,0.00
