"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CS SUNNY","CT AGROLMOS"
1.00,0.00,11.42,0.00,14.00,1.45,0.00,7.80,9.30,3.30,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,17.73,22.45,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,0.00,23.47,65.73,3.48,26.96,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,24.94,12.82,6.00,8.40,10.80,7.73,17.48,1.20,4.09,8.08,9.49,0.00,0.00,0.00,1.20,36.16,60.95,1.40,1.85,0.00,99.53,29.18,0.00,2.00,0.00,0.00,0.00,11.00
2.00,0.00,11.35,0.00,14.00,1.45,0.00,7.80,9.30,3.30,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,17.48,20.91,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,0.00,22.79,62.86,3.48,26.93,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,29.99,12.82,6.00,8.40,10.80,7.73,17.48,1.20,4.04,8.16,9.49,0.00,0.00,0.00,1.20,35.47,58.91,1.35,1.65,0.00,98.73,32.22,0.00,2.00,0.00,0.00,0.00,11.00
3.00,0.00,11.40,0.00,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,17.15,20.01,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,0.00,22.73,62.16,3.48,26.94,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,37.04,12.82,6.00,8.40,10.80,7.73,17.48,1.20,3.81,8.29,9.49,0.00,0.00,0.00,1.20,36.24,58.59,1.38,1.67,0.00,98.05,36.42,0.00,2.00,0.00,0.00,0.00,11.00
4.00,0.00,11.41,0.00,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,16.78,19.32,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,0.00,22.88,62.19,3.48,27.05,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,43.65,12.82,6.00,8.40,10.80,7.73,17.48,1.20,3.52,8.45,9.49,0.00,0.00,0.00,1.20,37.50,58.85,1.44,1.77,0.00,97.41,45.54,0.00,2.00,0.00,0.00,0.00,11.00
5.00,0.00,11.37,0.00,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,15.95,18.96,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,0.00,23.25,64.15,3.48,27.10,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,50.09,12.82,6.00,8.40,10.80,7.73,17.48,1.20,3.95,8.98,9.49,0.00,0.00,0.00,1.20,36.18,57.75,1.37,1.59,0.00,98.20,56.39,0.00,2.00,0.00,0.00,0.00,11.00
6.00,0.00,11.42,0.06,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,0.01,0.02,17.48,0.00,5.80,14.96,18.71,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,0.00,23.69,66.75,3.48,27.07,0.00,18.45,0.68,17.96,0.23,0.60,19.42,19.42,19.42,2.40,61.75,12.82,6.00,8.40,10.80,7.73,17.48,1.20,4.60,9.63,9.49,0.00,0.00,0.00,1.20,34.00,56.21,1.24,1.31,0.75,99.46,66.66,0.00,2.00,0.02,0.02,0.00,11.00
7.00,0.07,11.33,0.95,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,0.24,0.64,17.48,0.00,5.80,14.54,19.26,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,0.15,23.52,66.58,3.48,27.13,0.00,18.45,14.11,17.96,3.78,0.60,19.42,19.42,19.42,2.40,71.84,12.82,6.00,8.40,10.80,7.73,17.48,1.20,5.52,10.45,9.49,0.00,0.00,0.00,1.20,34.11,57.10,1.30,1.38,11.64,99.98,74.99,0.00,2.00,1.90,1.32,1.10,11.00
8.00,0.32,11.31,2.13,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,0.61,2.29,17.48,0.00,5.80,14.31,20.07,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,1.31,23.13,65.48,3.48,27.12,0.00,18.45,44.16,17.96,13.43,0.60,19.42,19.42,19.42,2.40,76.18,12.82,6.00,8.40,10.80,7.73,17.48,1.20,6.54,11.31,9.49,0.00,0.00,0.00,1.20,34.97,58.80,1.43,1.58,35.30,100.25,78.86,0.00,2.00,8.20,9.94,15.63,11.00
9.00,1.01,10.57,3.57,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,1.10,5.19,17.48,0.00,5.80,13.86,21.87,7.90,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,3.22,22.40,62.38,3.48,27.13,0.00,18.45,76.12,17.96,24.09,0.60,19.42,19.42,19.42,2.40,78.29,12.82,6.00,8.40,10.80,7.73,17.48,1.20,7.06,11.72,9.49,0.00,0.00,0.03,1.20,34.38,58.51,1.51,1.91,59.33,99.31,80.89,0.00,2.00,19.13,37.05,45.82,11.00
10.00,3.05,8.22,5.94,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,2.24,9.51,17.48,0.00,5.80,13.32,23.99,7.90,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,6.47,21.56,58.61,3.48,27.08,0.00,18.45,101.48,17.96,31.72,0.60,19.42,19.42,19.42,2.40,75.21,12.82,6.00,8.40,10.80,7.73,17.48,1.20,7.41,11.96,9.49,0.00,0.00,0.06,1.20,33.31,57.55,1.57,2.28,76.96,97.97,77.02,0.00,2.00,33.52,74.77,100.49,11.00
11.00,6.54,8.22,8.96,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,4.30,12.58,17.48,0.00,5.80,13.33,26.63,7.90,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,9.20,21.30,57.70,3.48,27.05,0.00,18.45,114.59,17.96,35.21,0.60,19.42,19.42,19.42,2.40,68.72,12.82,6.00,8.40,10.80,7.73,17.48,1.20,7.87,12.14,9.49,0.00,0.00,0.07,1.20,35.40,58.46,1.80,2.74,87.19,97.89,71.84,0.00,2.00,48.63,105.85,138.76,11.00
12.00,9.40,8.22,11.34,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,7.15,15.28,17.48,0.00,5.80,13.50,29.44,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,12.15,21.24,57.75,3.48,26.89,0.00,18.45,124.83,17.96,36.97,0.60,19.42,19.42,19.42,2.40,56.81,12.82,6.00,8.40,10.80,7.73,17.48,1.20,8.35,12.28,9.49,0.00,0.00,0.11,1.20,38.53,60.00,2.09,3.23,93.14,98.23,62.82,0.10,2.00,63.70,168.47,180.20,11.00
13.00,11.53,8.22,13.35,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,10.05,16.82,17.48,0.00,5.80,13.73,31.83,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,13.81,22.04,60.37,3.48,26.84,0.00,18.45,132.81,17.96,38.04,0.60,19.42,19.42,19.42,2.40,43.08,12.82,6.00,8.40,10.00,7.73,17.48,1.20,9.05,12.64,9.49,0.00,0.00,0.51,1.20,0.00,60.28,0.00,3.52,98.51,99.49,52.51,0.20,2.00,74.14,213.51,199.66,11.00
14.00,13.12,8.22,14.86,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,11.71,17.64,17.48,0.00,5.80,13.97,34.10,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,14.81,23.12,63.86,3.48,26.69,0.00,18.45,139.67,17.96,38.62,0.60,19.42,19.42,19.42,2.40,34.42,12.82,6.00,8.40,10.80,7.73,17.48,1.20,9.83,13.06,9.49,0.00,0.00,0.70,1.20,0.00,60.15,0.00,3.74,105.42,101.05,46.54,0.20,2.00,77.26,235.71,202.79,11.00
15.00,14.56,8.22,16.10,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,14.33,18.20,17.48,0.00,5.80,13.87,38.15,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.24,23.53,65.89,3.48,26.64,0.00,18.45,143.68,17.96,39.01,0.60,19.42,19.42,19.42,2.40,27.46,12.82,6.00,8.40,10.80,7.73,17.48,1.20,10.62,13.49,9.48,0.00,0.00,0.87,1.20,0.00,60.99,0.00,4.16,109.64,102.49,41.99,0.30,2.00,78.33,246.74,203.34,11.00
16.00,15.83,8.22,17.14,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,16.89,18.48,17.48,0.00,5.80,13.65,42.80,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.48,23.73,67.43,3.48,26.45,0.00,18.45,144.14,17.96,39.24,0.60,19.42,19.42,19.42,2.40,27.92,12.82,6.00,8.40,10.80,7.73,17.48,1.20,11.42,13.91,9.48,0.00,0.00,0.97,1.20,0.00,62.15,0.00,4.64,110.71,103.90,42.32,0.30,2.00,78.91,250.78,203.66,11.00
17.00,16.86,8.22,18.02,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,18.59,18.68,17.48,0.00,5.80,14.26,48.82,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.63,22.86,67.03,3.48,26.23,0.00,18.45,144.35,17.96,39.42,0.60,19.42,19.42,19.42,2.40,30.86,12.82,6.00,8.40,10.80,7.73,17.48,1.20,11.81,14.11,9.48,0.00,0.00,1.06,1.20,0.00,65.39,0.00,5.35,111.18,102.58,44.29,0.30,2.00,79.43,252.10,203.81,11.00
18.00,17.30,8.22,18.48,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,19.08,18.87,17.48,0.00,5.80,15.15,55.28,7.90,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.70,21.65,65.97,3.48,26.03,0.00,18.45,144.44,17.96,39.63,0.60,19.42,19.42,19.42,2.40,41.56,12.82,6.00,8.40,10.80,7.73,17.48,1.20,12.05,14.25,9.48,0.00,0.00,1.08,1.20,0.00,69.32,0.00,6.14,111.41,100.35,52.15,0.40,2.00,79.78,252.32,203.91,11.00
19.00,17.14,8.22,18.62,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,18.05,18.92,17.48,0.00,5.80,15.89,60.66,7.90,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.79,21.43,66.37,3.48,25.80,0.00,18.45,133.18,17.96,39.60,0.60,19.42,19.42,19.42,2.40,54.86,12.82,6.00,8.40,10.80,7.73,17.48,1.20,12.15,14.20,9.49,0.00,0.00,1.07,1.20,0.00,72.02,0.00,6.70,111.16,98.83,61.97,0.40,2.00,79.88,252.36,203.97,11.00
20.00,16.74,8.22,18.45,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,17.34,18.87,17.48,0.00,5.80,16.58,65.67,7.40,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.85,21.54,67.26,3.48,25.42,0.00,18.45,141.57,17.96,39.53,0.60,19.42,19.42,19.42,2.40,68.66,12.82,6.00,8.40,10.80,7.73,17.48,1.20,12.19,14.08,9.49,0.00,0.00,1.09,1.20,0.00,74.31,0.00,7.18,110.40,97.54,79.81,0.40,2.00,79.91,252.36,203.99,11.00
21.00,16.11,8.22,17.98,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,17.46,18.86,17.48,0.00,5.80,16.66,69.06,7.30,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.88,21.68,69.26,3.48,25.38,0.00,18.45,144.00,17.96,39.23,0.60,19.42,19.42,19.42,2.40,82.63,12.82,6.00,8.40,10.80,7.73,17.48,1.20,11.83,13.77,9.49,0.00,0.00,1.08,1.20,0.00,76.17,0.00,7.77,110.32,98.55,100.33,0.40,2.00,79.92,252.33,204.00,11.00
22.00,15.26,8.22,16.87,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,18.26,18.83,17.48,0.00,5.80,16.53,71.92,7.10,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.86,21.83,71.62,3.48,25.18,0.00,18.45,144.41,17.96,38.88,0.60,19.42,19.42,19.42,2.40,95.18,12.82,6.00,8.40,10.80,7.73,17.48,1.20,11.34,13.40,9.49,0.00,0.00,1.08,1.20,0.00,77.88,0.00,8.39,110.62,100.32,110.21,0.30,2.00,79.89,252.16,203.99,11.00
23.00,14.12,8.22,15.49,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,18.85,18.84,17.48,0.00,5.80,17.01,72.54,7.10,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.85,22.32,73.84,3.48,25.15,0.00,18.45,144.23,17.96,38.46,0.60,19.42,19.42,19.42,2.40,107.27,12.82,6.00,8.40,10.80,7.73,17.48,1.20,10.75,12.57,9.49,0.00,0.00,1.08,1.20,0.00,77.96,0.00,8.40,110.79,102.66,116.54,0.20,2.00,79.86,250.75,203.96,11.00
24.00,12.74,8.22,13.73,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,18.54,18.78,17.48,0.00,5.80,17.69,72.43,7.20,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.77,22.93,76.00,3.48,25.14,0.00,18.45,144.30,17.96,38.17,0.60,19.42,19.42,19.42,2.40,111.28,12.82,6.00,8.40,10.80,7.73,17.48,1.20,10.12,11.59,9.49,0.00,0.00,0.91,1.20,0.00,77.50,0.00,8.22,110.37,105.18,117.45,0.20,2.00,79.74,241.99,203.90,11.00
25.00,11.24,8.22,11.54,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,17.66,18.49,17.48,0.00,5.80,18.48,72.05,5.60,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.53,23.14,76.92,3.48,25.22,0.00,18.45,144.42,17.96,36.87,0.60,19.42,19.42,19.42,2.40,112.60,12.82,6.00,8.40,10.80,7.73,17.48,1.20,9.06,10.18,9.49,0.00,0.00,0.88,1.20,0.00,77.10,0.00,8.20,108.20,106.10,116.55,0.10,2.00,78.96,213.46,203.65,11.00
26.00,8.59,8.22,9.28,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,16.56,18.08,17.48,0.00,5.80,19.30,71.59,5.60,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.03,23.22,77.42,3.48,25.56,0.00,18.45,144.21,17.96,34.28,0.60,19.42,19.42,19.42,2.40,113.93,12.82,6.00,8.40,10.80,7.73,17.48,1.20,7.86,8.62,9.49,0.00,0.00,0.83,1.20,0.00,76.72,0.00,8.23,104.42,106.48,117.50,0.10,2.00,76.02,174.56,198.99,11.00
27.00,5.64,8.22,6.82,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,14.95,17.24,17.48,0.00,5.80,19.66,71.99,5.60,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,14.10,23.18,77.33,3.48,25.88,0.00,18.45,138.93,17.96,30.35,0.60,19.42,19.42,19.42,2.40,115.28,12.82,6.00,8.40,10.80,7.73,17.48,1.20,6.91,7.22,9.49,0.00,0.00,0.70,1.20,0.00,76.28,0.00,7.96,97.36,105.97,119.05,0.10,2.00,65.20,89.30,174.87,11.00
28.00,3.01,8.22,4.40,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,10.85,15.64,17.48,0.00,5.80,19.86,72.68,7.30,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,12.81,23.09,77.04,3.48,25.97,0.00,18.45,104.79,17.96,23.54,0.60,19.42,19.42,19.42,2.40,116.01,12.82,6.00,8.40,10.80,7.73,17.48,1.20,6.03,5.88,9.49,0.00,0.00,0.50,1.20,0.00,75.83,0.00,7.58,83.86,105.16,121.85,0.10,2.00,43.81,31.57,107.72,11.00
29.00,1.06,8.22,2.94,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,1.67,12.25,17.48,0.00,5.80,19.18,72.86,7.90,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,8.19,23.26,76.47,3.48,26.12,0.00,18.45,57.47,17.96,13.46,0.60,19.42,19.42,19.42,2.40,116.53,12.82,6.00,8.40,10.00,7.73,17.48,1.20,5.70,4.91,9.49,0.00,0.00,0.43,1.20,0.00,74.46,0.00,7.24,51.36,104.89,125.06,0.10,2.00,18.46,18.42,36.50,11.00
30.00,0.32,8.22,1.74,14.00,1.45,0.00,7.80,9.30,3.50,0.40,3.40,19.00,0.04,6.73,17.48,0.00,5.80,18.21,72.86,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,2.12,23.52,75.80,3.48,26.24,0.00,18.45,24.31,17.96,4.13,0.60,19.42,19.42,19.42,2.40,116.58,12.82,6.00,8.40,10.80,7.73,17.48,1.20,5.56,4.07,9.49,0.00,0.00,0.30,1.20,0.00,72.77,0.00,6.91,17.42,104.81,120.47,0.00,2.00,3.72,2.22,3.16,11.00
31.00,0.04,8.22,0.55,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.02,1.80,17.48,0.00,5.80,17.92,72.37,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,0.20,23.41,74.35,3.48,26.35,0.00,18.45,3.74,17.96,0.59,0.60,19.42,19.42,19.42,2.40,116.46,12.82,6.00,8.40,10.80,7.73,17.48,1.20,4.89,3.59,9.49,0.00,0.00,0.10,1.20,0.00,72.17,0.00,6.27,4.68,103.71,113.28,0.00,2.00,0.25,0.00,0.02,11.00
32.00,0.00,8.27,0.08,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.01,0.27,17.48,0.00,5.80,17.85,71.72,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,23.18,72.63,3.48,26.53,0.00,18.45,0.33,17.96,0.01,0.60,19.42,19.42,19.42,2.40,111.83,12.82,6.00,8.40,10.80,7.73,17.48,1.20,4.04,3.22,9.50,0.00,0.00,0.05,1.20,0.00,71.93,0.00,5.54,0.69,102.27,102.72,0.00,2.00,0.00,0.00,0.00,11.00
33.00,0.00,8.22,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,16.86,69.01,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,22.83,69.90,3.48,26.71,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,105.70,12.82,6.00,8.40,10.80,7.73,17.48,1.20,3.02,2.70,9.50,0.00,0.00,0.00,1.20,0.00,72.38,0.00,5.01,0.00,101.46,91.04,0.00,2.00,0.00,0.00,0.00,11.00
34.00,0.00,8.26,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,15.56,65.62,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,22.43,66.84,3.48,26.73,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,94.73,12.82,6.00,8.40,10.80,7.73,17.48,1.20,1.94,2.12,9.49,0.00,0.00,0.00,1.20,0.00,73.06,0.00,4.54,0.00,100.87,77.66,0.00,2.00,0.00,0.00,0.00,11.00
35.00,0.00,9.76,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,14.95,62.49,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,22.19,63.43,3.48,26.77,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,82.14,12.82,6.00,8.40,10.80,7.73,17.48,1.20,1.54,1.74,9.49,0.00,0.00,0.00,1.20,53.95,72.26,2.79,4.16,0.00,109.30,63.73,0.00,2.00,0.00,0.00,0.00,11.00
36.00,0.00,10.21,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,14.57,59.46,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,22.00,59.92,3.48,26.83,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,69.55,12.82,6.00,8.40,10.80,7.73,17.48,1.20,1.37,1.42,9.49,0.00,0.00,0.00,1.20,52.73,70.97,2.67,3.80,0.00,107.40,51.20,0.00,2.00,0.00,0.00,0.00,11.00
37.00,0.00,9.01,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,13.56,56.85,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,20.75,55.44,3.48,26.89,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,56.96,12.82,6.00,8.40,10.80,7.73,17.48,1.20,1.22,1.20,9.49,0.00,0.00,0.00,1.20,51.65,70.32,2.51,3.40,0.00,108.00,39.15,0.00,2.00,0.00,0.00,0.00,11.00
38.00,0.00,9.22,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,12.32,54.37,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,19.14,50.65,3.48,26.94,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,46.24,12.82,6.00,8.40,10.80,7.73,17.48,1.20,1.08,1.01,9.49,0.00,0.00,0.00,1.20,50.60,69.88,2.34,2.98,0.00,96.54,30.69,0.00,2.00,0.00,0.00,0.00,11.00
39.00,0.00,9.96,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,12.37,53.24,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,17.99,46.74,3.48,26.98,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,36.16,12.82,6.00,8.40,10.80,7.73,17.48,1.20,0.94,0.98,9.49,0.00,0.00,0.00,1.20,48.06,69.99,2.16,2.67,0.00,92.22,23.42,0.00,2.00,0.00,0.00,0.00,11.00
40.00,0.00,10.15,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,12.85,52.54,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,16.98,43.13,3.48,26.96,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,30.04,12.82,6.00,8.40,10.80,7.73,17.48,1.20,0.80,1.00,9.49,0.00,0.00,0.00,1.20,45.01,70.28,1.98,2.38,0.00,88.42,17.64,0.00,2.00,0.00,0.00,0.00,11.00
41.00,0.00,10.86,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,13.79,50.00,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,17.01,42.99,3.48,26.95,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,25.24,12.82,6.00,8.40,10.80,7.73,17.48,1.20,0.82,1.29,9.49,0.00,0.00,0.00,1.20,41.90,67.07,1.76,2.16,0.00,87.28,12.36,0.00,2.00,0.00,0.00,0.00,11.00
42.00,0.00,10.53,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,14.90,46.85,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,17.38,43.99,3.48,27.01,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,21.46,12.82,6.00,8.40,10.80,7.73,17.48,1.20,0.90,1.67,9.49,0.00,0.00,0.00,1.20,38.78,62.70,1.53,1.95,0.00,87.02,11.02,0.00,2.00,0.00,0.00,0.00,11.00
