35,4,0,-1,0,0,0,0,1,
39,4,0,-1,0,0,0,0,1,
10,11,2,4,0,0,0,0,0,
4,5,1,2,0,0,0,0,0,
1,24,1,3,0,0,0,0,0,
29,5,1,3,0,0,0,0,0,
2,24,2,3,0,0,0,0,0,
3,24,3,3,0,0,0,0,0,
29,5,3,3,0,0,0,0,0,
1,24,4,3,0,0,0,0,0,
4,24,4,3,0,0,0,0,0,
19,14,4,3,0,0,0,0,0,
2,24,5,3,0,0,0,0,0,
4,24,5,3,0,0,0,0,0,
3,24,6,3,0,0,0,0,0,
4,24,6,3,0,0,0,0,0,
1,24,7,3,0,0,0,0,0,
2,24,7,3,0,0,0,0,0,
4,24,7,3,0,0,0,0,0,
19,14,7,3,0,0,0,0,0,
2,24,8,3,0,0,0,0,0,
3,24,8,3,0,0,0,0,0,
4,24,8,3,0,0,0,0,0,
43,4,8,3,0,0,0,0,1,
14,14,8,3,0,0,0,0,0,
1,24,9,3,0,0,0,0,0,
3,24,9,3,0,0,0,0,0,
4,24,9,3,0,0,0,0,0,
44,4,9,3,0,0,0,0,1,
19,14,9,3,0,0,0,0,0,
6,11,10,3,0,0,0,0,0,
1,24,10,3,0,0,0,0,0,
2,24,10,3,0,0,0,0,0,
3,24,10,3,0,0,0,0,0,
4,24,10,3,0,0,0,0,0,
45,4,10,3,0,0,0,0,1,
15,14,10,3,0,0,0,0,0,
19,14,10,3,0,0,0,0,0,
46,4,2,5,0,0,0,0,1,
53,4,7,2,0,0,0,0,1,
54,4,8,2,0,0,0,0,1,
6,24,11,3,0,0,0,0,0,
7,24,12,3,0,0,0,0,0,
8,24,13,3,0,0,0,0,0,
6,24,14,3,0,0,0,0,0,
9,24,14,3,0,0,0,0,0,
13,14,14,3,0,0,0,0,0,
7,24,15,3,0,0,0,0,0,
9,24,15,3,0,0,0,0,0,
20,14,15,3,0,0,0,0,0,
8,24,16,3,0,0,0,0,0,
9,24,16,3,0,0,0,0,0,
6,24,17,3,0,0,0,0,0,
7,24,17,3,0,0,0,0,0,
9,24,17,3,0,0,0,0,0,
13,14,17,3,0,0,0,0,0,
20,14,17,3,0,0,0,0,0,
7,24,18,3,0,0,0,0,0,
8,24,18,3,0,0,0,0,0,
9,24,18,3,0,0,0,0,0,
20,14,18,3,0,0,0,0,0,
6,24,19,3,0,0,0,0,0,
8,24,19,3,0,0,0,0,0,
9,24,19,3,0,0,0,0,0,
13,14,19,3,0,0,0,0,0,
6,24,20,3,0,0,0,0,0,
7,24,20,3,0,0,0,0,0,
8,24,20,3,0,0,0,0,0,
9,24,20,3,0,0,0,0,0,
12,11,20,3,0,0,0,0,0,
13,14,20,3,0,0,0,0,0,
20,14,20,3,0,0,0,0,0,
10,14,7,4,0,0,0,0,0,
1,11,10,4,0,0,0,0,0,
16,11,14,4,0,0,0,0,0,
56,4,16,4,0,0,0,0,1,
11,14,16,4,0,0,0,0,0,
12,14,16,4,0,0,0,0,0,
57,4,17,4,0,0,0,0,1,
58,4,18,4,0,0,0,0,1,
3,14,22,4,0,0,0,0,0,
11,11,23,4,0,0,0,0,0,
3,11,24,4,0,0,0,0,0,
2,11,25,4,0,0,0,0,0,
5,11,26,4,0,0,0,0,0,
8,14,26,4,0,0,0,0,0,
51,4,9,19,0,0,0,0,1,
4,17,21,3,0,0,0,0,0,
5,17,21,3,0,0,0,0,0,
6,17,21,3,0,0,0,0,0,
7,17,21,3,0,0,0,0,0,
4,17,22,3,0,0,0,0,0,
5,17,22,3,0,0,0,0,0,
6,17,22,3,0,0,0,0,0,
7,17,22,3,0,0,0,0,0,
9,14,24,3,0,0,0,0,0,
1,17,24,3,0,0,0,0,0,
2,17,24,3,0,0,0,0,0,
3,17,24,3,0,0,0,0,0,
8,17,24,3,0,0,0,0,0,
9,17,24,3,0,0,0,0,0,
10,17,24,3,0,0,0,0,0,
11,17,24,3,0,0,0,0,0,
12,17,24,3,0,0,0,0,0,
13,17,24,3,0,0,0,0,0,
14,17,24,3,0,0,0,0,0,
15,17,24,3,0,0,0,0,0,
16,17,24,3,0,0,0,0,0,
21,24,26,3,0,0,0,0,0,
10,24,27,3,0,0,0,0,0,
10,24,28,3,0,0,0,0,0,
11,24,29,3,0,0,0,0,0,
11,24,30,3,0,0,0,0,0,
10,24,31,3,0,0,0,0,0,
11,24,32,3,0,0,0,0,0,
10,24,33,3,0,0,0,0,0,
16,24,33,3,0,0,0,0,0,
11,24,34,3,0,0,0,0,0,
16,24,34,3,0,0,0,0,0,
10,24,35,3,0,0,0,0,0,
11,24,35,3,0,0,0,0,0,
16,24,35,3,0,0,0,0,0,
16,14,35,3,0,0,0,0,0,
10,24,36,3,0,0,0,0,0,
16,24,36,3,0,0,0,0,0,
11,24,37,3,0,0,0,0,0,
16,24,37,3,0,0,0,0,0,
10,24,38,3,0,0,0,0,0,
11,24,38,3,0,0,0,0,0,
16,24,38,3,0,0,0,0,0,
19,11,38,3,0,0,0,0,0,
16,14,38,3,0,0,0,0,0,
5,24,44,3,0,0,0,0,0,
14,11,44,3,0,0,0,0,0,
26,4,43,2,0,0,0,0,1,
28,4,45,2,0,0,0,0,1,
4,4,51,3,0,0,0,0,1,
25,4,4,7,0,0,0,0,1,
2,4,7,7,0,0,0,0,1,
5,4,9,7,0,0,0,0,1,
8,4,10,7,0,0,0,0,1,
7,4,12,7,0,0,0,0,1,
10,4,17,7,0,0,0,0,1,
2,10,25,7,0,0,0,0,1,
2,10,26,7,0,0,0,0,2,
1,16,65,8,0,0,0,0,0,
2,16,65,8,0,0,0,0,0,
1,16,66,8,0,0,0,0,0,
2,16,66,8,0,0,0,0,0,
2,16,134,8,0,0,0,0,0,
31,10,15,10,0,0,0,0,1,
3,16,26,10,0,0,0,0,0,
4,5,1,13,3.84807788,0,0,0,0,
6,5,1,13,4.13564441,0,0,0,0,
7,5,1,13,3.52619879,0,0,0,0,
12,5,1,13,3.05381304,0,0,0,0,
13,5,1,13,4.78984551,0,0,0,0,
14,5,1,13,4.75840098,0,0,0,0,
15,5,1,13,4.14684927,0,0,0,0,
16,5,1,13,3.70975353,0,0,0,0,
17,5,1,13,4.04704431,0,0,0,0,
18,5,1,13,4.13832063,0,0,0,0,
19,5,1,13,2.75006283,0,0,0,0,
20,5,1,13,4.16394135,0,0,0,0,
21,5,1,13,5.11467393,0,0,0,0,
23,5,1,13,3.637979,0,0,0,0,
25,5,1,13,4.11071089,0,0,0,0,
28,5,1,13,3.74334505,0,0,0,0,
8,5,2,13,0,0,0,0,0,
1,5,3,13,0.15237841,0,0,0,0,
2,5,3,13,0.15261032,0,0,0,0,
3,5,3,13,0.10285254,0,0,0,0,
5,5,3,13,0.09495129,0,0,0,0,
6,5,3,13,0.1525676,0,0,0,0,
9,5,3,13,0.13071137,0,0,0,0,
10,5,3,13,0.15241694,0,0,0,0,
11,5,3,13,0.1523787,0,0,0,0,
15,5,3,13,0.15237489,0,0,0,0,
22,5,3,13,0.09284659,0,0,0,0,
23,5,3,13,0.09486798,0,0,0,0,
24,5,3,13,0.15264142,0,0,0,0,
25,5,3,13,0.15459966,0,0,0,0,
26,5,3,13,0.15459911,0,0,0,0,
27,5,3,13,0,0,0,0,0,
28,5,3,13,0.13235307,0,0,0,0,
13,24,52,3,0,0,0,0,0,
13,24,53,3,0,0,0,0,0,
14,24,53,3,0,0,0,0,0,
12,24,54,3,0,0,0,0,0,
12,24,55,3,0,0,0,0,0,
14,24,55,3,0,0,0,0,0,
12,24,56,3,0,0,0,0,0,
13,24,56,3,0,0,0,0,0,
14,24,56,3,0,0,0,0,0,
18,11,56,3,0,0,0,0,0,
54,8,52,2,0,0,0,0,1,
55,8,57,3,0,0,0,0,1,
43,8,157,8,0,0,0,0,1,
241,8,160,8,0,0,0,0,1,
238,8,162,8,0,0,0,0,1,
95,8,163,8,0,0,0,0,1,
96,8,164,8,0,0,0,0,1,
5,8,168,8,0,0,0,0,1,
257,8,4,13,0,0,0,0,1,
