"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CS SUNNY","CT AGROLMOS"
1.00,0.00,23.33,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,17.84,35.23,5.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.00,23.84,64.81,3.50,27.10,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,57.34,12.82,19.42,7.00,10.80,8.42,17.48,2.40,1.73,2.27,9.50,0.00,0.00,0.00,1.00,38.77,58.83,1.20,1.57,0.00,79.25,53.82,0.00,2.00,0.00,0.00,0.00,11.00
2.00,0.00,22.82,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,18.11,33.24,5.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.00,22.90,61.12,3.50,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,56.49,12.82,19.42,7.00,10.80,8.42,17.48,2.40,2.08,2.94,9.50,0.00,0.00,0.00,1.00,37.44,57.91,1.18,1.47,0.00,74.68,49.13,0.00,2.00,0.00,0.00,0.00,11.00
3.00,0.00,23.16,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,18.54,31.25,5.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.00,22.03,57.63,3.50,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,55.39,12.82,19.42,7.00,10.80,8.42,17.48,2.40,2.37,3.41,9.50,0.00,0.00,0.00,1.00,36.19,57.25,1.14,1.39,0.00,70.91,44.90,0.00,2.00,0.00,0.00,0.00,11.00
4.00,0.00,23.15,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,19.45,29.26,5.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.00,21.34,54.75,3.50,26.90,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,53.50,12.82,19.42,7.00,10.80,8.42,17.48,2.40,2.48,3.30,9.50,0.00,0.00,0.00,1.00,35.20,57.40,1.07,1.35,0.00,69.52,42.06,0.00,2.00,0.00,0.00,0.00,11.00
5.00,0.00,23.14,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,20.04,27.75,5.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.00,20.80,52.42,3.50,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,52.10,12.82,19.42,7.00,10.80,8.42,17.48,2.40,2.63,3.47,9.50,0.00,0.00,0.00,1.00,34.18,57.37,1.02,1.32,0.00,68.88,40.14,0.00,2.00,0.00,0.00,0.00,11.00
6.00,0.00,23.02,0.00,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.50,19.63,27.69,5.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.00,20.72,51.71,3.50,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,0.00,52.11,12.82,19.42,7.00,10.80,8.42,17.48,2.40,2.92,4.44,9.50,0.00,0.00,0.00,1.00,33.10,56.80,1.01,1.28,0.00,70.52,40.92,0.00,2.00,0.00,0.00,0.00,11.00
7.00,0.03,23.10,0.44,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.22,0.32,17.48,0.00,3.50,19.02,27.29,5.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.05,20.64,51.08,3.50,26.90,19.42,17.96,0.00,17.96,0.65,0.60,19.42,19.42,19.42,0.00,53.23,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.23,5.47,9.50,0.00,0.00,0.00,1.00,32.14,56.62,1.00,1.24,5.90,72.36,42.83,0.00,2.00,3.95,13.62,37.00,11.00
8.00,0.18,22.98,1.68,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,0.80,1.78,17.48,0.00,3.50,17.76,25.86,3.60,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,0.98,20.59,50.67,3.50,27.00,19.42,17.96,48.80,17.96,4.59,0.60,19.42,19.42,19.42,0.00,57.69,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.63,6.69,9.50,0.00,0.00,0.00,1.00,31.56,57.63,0.97,1.20,46.80,74.86,48.13,0.00,2.00,26.09,53.14,75.00,11.00
9.00,0.66,23.06,2.82,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,1.21,4.18,17.48,0.00,3.50,16.62,24.69,3.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,2.85,20.51,50.31,3.50,27.00,19.42,17.96,90.40,17.96,10.78,0.60,19.42,19.42,19.42,0.00,60.11,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.96,7.68,9.50,0.00,0.00,0.03,1.00,31.57,58.84,0.98,1.26,82.20,77.12,51.81,0.00,2.00,47.01,107.44,128.00,11.00
10.00,1.84,23.14,4.46,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,2.84,7.54,17.48,0.00,3.50,15.85,24.30,3.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,5.72,20.35,50.10,3.50,27.10,19.42,17.96,119.70,17.96,17.63,0.60,19.42,19.42,19.42,0.00,56.47,12.82,19.42,7.00,10.80,8.42,17.48,2.40,4.08,8.01,9.50,0.00,0.00,0.06,1.00,33.34,60.65,1.13,1.63,95.00,78.68,50.59,0.00,2.00,63.03,173.71,180.00,11.00
11.00,4.20,23.02,6.80,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,6.63,10.63,17.48,0.00,3.50,15.23,24.36,3.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,9.02,20.24,50.51,3.50,27.00,19.42,17.96,137.50,17.96,22.40,0.60,19.42,19.42,19.42,0.00,52.32,12.82,19.42,7.00,10.80,8.42,17.48,2.40,4.08,7.93,9.50,0.00,0.00,0.07,1.00,35.67,62.73,1.33,2.06,101.30,80.59,48.28,0.00,2.00,69.51,225.09,190.00,11.00
12.00,7.00,22.90,9.04,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,11.95,13.45,17.48,0.00,3.50,15.05,25.79,3.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,12.47,20.29,52.80,3.50,26.90,19.42,17.96,148.70,17.96,25.15,0.60,19.42,19.42,19.42,0.00,46.66,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.73,6.57,9.50,0.00,0.00,0.11,1.00,39.63,65.64,1.67,2.68,104.40,83.52,42.65,0.10,2.00,74.90,250.40,199.00,11.00
13.00,9.17,22.98,10.93,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,13.63,14.84,17.48,0.00,3.50,14.62,27.70,3.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,13.80,20.37,55.28,3.50,26.80,19.42,17.96,143.10,17.96,26.47,0.60,19.42,19.42,19.42,0.00,42.46,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.51,5.67,9.50,0.00,0.00,0.51,1.00,0.00,68.34,0.00,3.36,106.10,85.76,38.88,0.20,2.00,75.19,250.40,203.00,11.00
14.00,10.67,23.06,12.21,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,13.31,15.83,17.48,0.00,3.50,13.42,31.04,2.90,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,14.37,20.56,58.38,3.50,26.60,19.42,17.96,144.80,17.96,27.74,0.60,19.42,19.42,19.42,0.00,42.57,12.82,19.42,7.00,10.00,8.42,17.48,2.40,3.67,6.14,9.50,0.00,0.00,0.70,1.00,0.00,70.43,0.00,4.22,107.80,85.96,40.67,0.20,2.00,79.29,250.40,207.00,11.00
15.00,11.67,23.08,13.31,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,12.73,16.60,17.48,0.00,3.50,12.33,35.57,3.00,2.40,3.30,3.20,18.45,16.31,11.65,15.53,0.00,14.78,20.93,61.58,3.50,26.40,19.42,17.96,145.70,17.96,29.12,0.60,19.42,19.42,19.42,0.00,44.06,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.76,6.43,9.50,0.00,0.00,0.87,1.00,0.00,72.74,0.00,5.12,109.70,87.01,44.90,0.30,2.00,80.00,250.40,209.00,11.00
16.00,12.54,23.29,14.17,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,13.45,17.08,17.48,0.00,3.50,11.59,43.63,3.00,0.00,3.30,3.20,18.45,16.31,11.65,15.53,0.00,14.99,21.87,65.06,3.50,26.40,19.42,17.96,146.30,17.96,30.34,0.60,19.42,19.42,19.42,0.00,49.68,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.63,6.21,9.50,0.00,0.00,0.97,1.00,0.00,75.73,0.00,6.14,110.30,90.64,56.41,0.30,2.00,80.00,250.40,210.00,11.00
17.00,13.26,23.24,14.81,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,14.97,17.29,17.48,0.00,3.50,11.18,52.10,3.00,0.00,3.30,3.20,18.45,16.31,11.65,15.53,0.00,15.13,22.69,68.29,3.50,26.20,19.42,17.96,146.60,17.96,31.16,0.60,19.42,19.42,19.42,0.00,57.77,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.74,6.04,9.50,0.00,0.00,1.06,1.00,0.00,78.29,0.00,7.05,110.30,93.62,68.10,0.30,2.00,80.00,250.40,209.00,11.00
18.00,13.62,23.16,15.24,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,15.99,17.50,17.48,0.00,3.50,11.72,61.79,3.60,0.00,3.30,3.20,18.45,16.31,11.65,15.53,0.00,15.15,23.14,70.75,3.50,26.10,19.42,17.96,146.80,17.96,31.34,0.60,19.42,19.42,19.42,0.00,73.26,12.82,19.42,7.00,10.80,8.42,17.48,2.40,4.57,6.01,9.50,0.00,0.00,1.08,1.00,0.00,79.56,0.00,7.60,108.40,94.63,80.35,0.40,2.00,80.00,250.40,208.00,11.00
19.00,13.33,23.64,15.04,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,15.72,17.75,17.48,0.00,3.50,12.65,69.74,5.80,0.00,3.30,3.20,18.45,16.31,11.65,15.53,0.00,15.03,23.45,73.08,3.50,25.80,19.42,17.96,147.30,17.96,30.21,0.60,19.42,19.42,19.42,0.00,87.06,12.82,19.42,7.00,10.80,8.42,17.48,2.40,5.07,5.90,9.50,0.00,0.00,1.07,1.00,0.00,80.71,0.00,8.11,109.70,95.63,91.43,0.40,2.00,80.00,250.40,208.00,11.00
20.00,13.21,23.28,14.23,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,14.85,17.79,17.48,0.00,3.50,14.77,72.47,6.10,0.00,3.30,3.20,18.45,16.31,11.65,15.53,0.00,15.04,23.30,75.03,3.50,25.70,19.42,17.96,147.90,17.96,29.90,0.60,19.42,19.42,19.42,0.00,95.80,12.82,19.42,7.00,10.80,8.42,17.48,2.40,4.54,5.50,9.50,0.00,0.00,1.09,1.00,0.00,81.44,0.00,8.47,108.70,96.64,99.03,0.40,2.00,80.00,250.40,208.00,11.00
21.00,13.18,23.12,13.15,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,14.72,17.63,17.48,0.00,3.50,16.72,74.55,6.50,0.00,3.30,3.20,18.45,16.31,11.65,15.53,0.00,15.06,23.27,76.91,3.50,25.60,19.42,17.96,148.20,17.96,29.81,0.60,19.42,19.42,19.42,0.00,103.45,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.96,4.95,9.50,0.00,0.00,1.08,1.00,0.00,82.33,0.00,8.87,107.50,97.87,106.45,0.40,2.00,80.00,250.40,206.00,11.00
22.00,12.81,23.23,12.18,14.00,2.90,7.80,8.20,9.30,0.00,0.40,3.50,19.00,14.82,17.01,17.48,0.00,3.50,18.17,74.67,6.60,0.00,3.30,3.20,18.45,16.31,11.65,15.53,0.00,14.68,23.61,78.62,3.50,25.40,19.42,17.96,148.60,17.96,28.94,0.60,19.42,19.42,19.42,0.00,107.81,12.82,19.42,7.00,10.80,8.42,17.48,2.40,3.23,3.95,9.50,0.00,0.00,1.08,1.00,0.00,83.65,0.00,9.39,102.80,99.77,113.37,0.30,2.00,80.00,250.40,204.00,11.00
