"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,13.96,23.29,7.10,17.00,2.90,7.40,4.50,9.85,0.00,0.00,3.50,0.00,8.53,14.06,10.68,0.00,9.80,26.55,73.60,3.90,11.07,15.53,4.00,18.83,18.54,6.50,10.00,1.40,10.62,21.10,68.30,3.08,26.60,20.00,19.32,100.61,17.96,23.73,0.60,8.00,9.00,9.00,2.40,91.70,12.82,16.00,19.42,2.80,9.00,7.35,16.00,1.20,6.30,8.47,18.90,0.00,0.00,1.13,1.00,61.77,69.13,8.03,7.18,76.67,59.20,94.70,0.40,2.00,65.25,210.82
2.00,13.75,23.26,6.00,17.00,2.90,7.40,4.50,9.85,0.00,0.00,3.50,0.00,7.75,13.93,10.68,0.00,9.80,26.21,74.90,3.90,11.07,15.53,4.00,18.83,18.54,6.50,10.00,1.40,10.36,20.80,68.20,3.08,26.30,20.00,19.32,100.62,17.96,23.68,0.60,8.00,9.00,9.00,2.40,100.20,12.82,16.00,19.42,2.80,9.00,7.35,16.00,1.20,6.91,8.40,18.90,0.00,0.00,1.12,1.00,63.89,71.24,8.56,7.53,75.99,60.10,102.00,0.40,2.00,64.88,217.61
3.00,13.37,23.22,5.20,17.00,2.90,7.40,4.50,9.85,0.00,0.00,3.50,0.00,7.04,13.79,10.68,0.00,9.80,26.03,75.30,3.80,11.07,15.53,4.00,18.83,18.54,6.50,10.00,1.40,10.12,20.70,68.00,3.08,26.30,20.00,19.32,100.56,17.96,23.78,0.60,8.00,9.00,9.00,2.40,103.20,12.82,16.00,19.42,2.80,9.00,7.35,16.00,1.20,7.12,8.05,18.90,0.00,0.00,1.12,1.00,65.55,72.81,8.99,7.82,74.87,61.10,105.90,0.30,2.00,64.17,217.66
4.00,12.94,23.39,4.30,17.00,2.90,7.40,4.50,9.85,0.00,0.00,3.50,0.00,5.93,13.51,10.68,0.00,9.80,26.34,75.50,3.80,11.07,15.53,4.00,18.83,18.54,6.50,10.00,1.40,9.53,20.60,67.90,3.08,26.30,20.00,19.32,99.18,17.96,23.78,0.60,8.00,9.00,9.00,2.40,106.20,12.82,16.00,19.42,2.80,9.00,7.35,16.00,1.20,6.16,6.85,18.90,0.00,0.00,0.95,1.00,65.81,72.75,9.12,7.97,73.21,62.30,109.80,0.20,2.00,62.90,210.97
5.00,12.44,23.15,3.30,17.00,2.90,7.40,4.50,9.85,0.00,0.00,3.50,0.00,5.06,13.01,10.68,0.00,9.80,26.76,75.70,3.80,11.07,15.53,4.00,18.83,18.54,6.50,10.00,1.40,8.67,20.70,68.00,3.08,26.20,20.00,19.32,95.56,17.96,23.18,0.60,8.00,9.00,9.00,2.40,109.40,12.82,16.00,19.42,2.80,9.00,7.35,16.00,1.20,5.29,5.65,18.90,0.00,0.00,0.92,1.00,66.03,72.86,9.25,8.12,71.05,63.60,113.60,0.20,2.00,61.15,208.64
6.00,11.81,23.13,2.00,17.00,2.90,7.40,4.50,9.85,0.00,0.00,3.50,0.00,4.08,12.51,10.68,0.00,9.80,27.51,75.60,3.80,11.07,15.53,4.00,18.83,18.54,6.50,10.00,1.40,8.07,20.70,67.90,3.08,26.20,20.00,19.32,91.31,17.96,22.02,0.60,8.00,9.00,9.00,2.40,111.80,12.82,16.00,19.42,2.80,9.00,7.35,16.00,1.20,4.67,4.46,18.90,0.00,0.00,0.86,1.00,66.09,73.49,9.38,8.30,68.03,65.30,116.10,0.10,2.00,57.90,209.56
7.00,11.23,23.30,0.90,17.00,2.90,7.40,4.50,9.85,0.00,0.00,3.50,0.00,3.07,11.92,10.68,0.00,9.80,28.09,74.80,3.80,11.07,15.53,4.00,18.83,18.54,6.50,10.00,1.40,7.53,20.60,67.30,3.08,26.30,20.00,19.32,82.30,17.96,19.31,0.60,8.00,9.00,9.00,2.40,112.30,12.82,16.00,19.42,2.80,9.00,7.35,16.00,1.20,4.20,3.42,18.90,0.00,0.00,0.72,1.00,66.37,74.25,9.48,8.47,62.76,66.70,114.10,0.10,2.00,49.55,189.96
8.00,10.46,23.38,0.10,17.00,2.90,7.40,4.50,9.85,0.00,0.00,3.50,0.00,1.12,10.62,10.68,0.00,9.80,28.18,73.90,3.80,11.07,15.53,4.00,18.83,18.54,6.50,10.00,1.40,6.36,20.50,66.90,3.08,26.30,20.00,19.32,59.07,17.96,11.32,0.60,8.00,9.00,9.00,2.40,112.80,12.82,16.00,19.42,2.80,9.00,7.35,16.00,1.20,4.16,2.86,18.90,0.00,0.00,0.52,1.00,67.29,75.39,9.45,8.58,49.21,67.10,113.10,0.10,2.00,32.47,148.90
9.00,9.31,23.35,0.00,17.00,2.90,7.40,4.50,9.85,0.00,0.00,3.50,0.00,0.03,7.30,10.68,0.00,9.80,28.21,72.80,3.80,11.07,15.53,4.00,18.83,18.54,6.50,10.00,1.40,3.15,20.60,66.80,3.08,26.30,20.00,19.32,23.53,17.96,3.92,0.60,8.00,9.00,9.00,2.40,113.10,12.82,16.00,19.42,2.80,9.00,7.35,16.00,1.20,4.05,2.43,18.90,0.00,0.00,0.45,1.00,68.25,76.50,9.38,8.66,21.87,67.60,114.60,0.10,2.00,18.92,94.97
10.00,6.73,23.03,0.00,17.00,2.90,7.40,4.50,9.85,0.00,0.00,3.50,0.00,0.00,2.51,10.68,0.00,9.80,28.09,71.20,3.80,11.07,15.53,4.00,18.83,18.54,6.50,10.00,1.40,0.36,20.70,66.70,3.08,26.40,20.00,19.32,5.07,17.96,0.54,0.60,8.00,9.00,9.00,2.40,113.30,12.82,16.00,19.42,2.80,9.00,7.35,16.00,1.20,3.74,2.39,18.90,0.00,0.00,0.31,1.00,69.29,77.53,9.18,8.64,5.13,68.20,114.70,0.10,2.00,6.28,32.04
