"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,18.00,18.75,18.10,0.00,4.20,8.10,7.20,9.10,1.50,0.40,2.50,20.39,16.30,17.38,19.00,0.00,5.60,20.10,43.40,0.00,4.00,8.20,4.20,17.49,9.50,20.00,20.00,1.45,14.20,20.70,72.10,2.40,27.00,10.00,18.17,135.68,17.01,35.34,0.60,19.44,19.44,19.44,1.20,66.90,7.50,19.44,6.00,10.70,0.00,5.70,2.40,7.00,5.15,17.00,0.00,0.00,0.86,1.00,93.42,99.31,6.84,5.53,103.50,89.40,96.10,0.40,2.00,78.30,250.02,11.00,202.30,25.00,0.36,48.79
2.00,16.80,18.64,16.80,0.00,4.20,8.10,7.20,9.10,1.50,0.40,2.50,20.39,17.10,17.41,19.00,0.00,5.60,20.10,49.40,0.00,4.00,8.20,4.20,17.49,9.50,20.00,20.00,1.45,13.90,20.60,73.40,2.40,27.00,10.00,18.17,130.32,17.01,35.77,0.60,19.44,19.44,19.44,1.20,81.10,7.50,19.44,6.00,10.70,0.00,5.70,2.40,5.80,3.30,17.00,0.00,0.00,0.85,1.00,94.01,98.40,6.45,5.26,99.75,90.40,104.10,0.30,2.00,77.50,251.21,11.00,201.60,25.00,0.36,48.62
3.00,15.50,18.57,15.30,0.00,4.20,8.10,7.20,9.10,1.50,0.40,2.50,20.39,17.30,17.17,19.00,0.00,5.60,19.90,52.50,0.00,4.00,8.20,4.20,17.49,9.50,20.00,20.00,1.45,13.50,20.90,73.80,2.40,27.00,10.00,18.17,125.21,17.01,35.48,0.60,19.44,19.44,19.44,1.20,89.40,7.50,19.44,6.00,10.70,0.00,5.70,2.40,4.90,3.01,17.00,0.00,0.00,0.85,1.00,94.30,97.89,6.86,5.52,94.65,89.40,109.10,0.20,2.00,75.60,251.05,11.00,200.70,25.00,0.35,48.45
4.00,13.80,18.29,13.70,0.00,4.20,8.10,7.20,9.10,1.50,0.40,2.50,20.39,16.10,16.98,19.00,0.00,5.60,19.80,56.30,0.00,4.00,8.20,4.20,17.49,9.50,20.00,20.00,1.45,13.10,21.00,73.90,2.40,27.00,10.00,18.17,124.34,17.01,31.95,0.60,19.44,19.44,19.44,1.20,97.00,7.50,19.44,6.00,10.70,0.00,5.70,2.40,4.00,3.23,17.00,0.00,0.00,0.72,1.00,94.14,97.04,7.22,5.74,93.10,88.40,113.80,0.20,2.00,73.00,249.89,11.00,199.80,25.00,0.35,45.43
5.00,12.10,18.10,11.90,0.00,4.20,8.10,7.20,9.10,1.50,0.40,2.50,20.39,13.00,16.57,19.00,0.00,5.60,20.20,61.90,0.00,4.00,8.20,4.20,17.49,9.50,20.00,20.00,1.45,12.40,20.90,73.60,2.40,27.00,10.00,18.17,120.53,17.01,26.76,0.60,19.44,19.44,19.44,1.20,103.10,7.50,19.44,6.00,10.70,0.00,5.70,2.40,2.80,3.31,17.00,0.00,0.00,0.70,1.00,94.46,96.55,7.68,6.03,88.98,87.70,117.40,0.10,2.00,70.90,248.49,11.00,197.20,25.00,0.34,42.42
6.00,10.10,17.95,9.80,0.00,4.20,8.10,7.20,9.10,1.50,0.40,2.50,20.39,10.10,15.99,19.00,0.00,5.60,20.50,61.00,0.00,4.00,8.20,4.20,17.49,9.50,20.00,20.00,1.45,11.30,20.80,73.30,2.40,27.00,10.00,18.17,107.18,17.01,20.75,0.60,19.44,19.44,19.44,1.20,109.20,7.50,19.44,6.00,10.70,0.00,5.70,2.40,1.90,3.34,17.00,0.00,0.00,0.65,1.00,94.54,96.04,8.06,6.43,80.69,87.40,120.80,0.10,2.00,69.60,247.61,11.00,191.30,25.00,0.33,39.50
7.00,7.80,17.99,5.50,0.00,4.20,8.10,7.20,9.10,2.50,0.40,2.50,20.39,8.30,15.13,19.00,0.00,5.60,20.90,60.60,0.00,4.00,8.20,4.20,17.49,9.50,20.00,20.00,1.45,10.10,21.30,73.10,2.40,27.00,10.00,18.17,90.44,17.01,14.89,0.60,19.44,19.44,19.44,1.20,115.20,7.50,19.44,6.00,10.70,0.00,5.70,2.40,1.80,3.13,17.00,0.00,0.00,0.55,1.00,94.08,95.38,8.52,7.03,69.80,88.40,123.60,0.10,2.00,66.70,246.75,11.00,174.60,25.00,0.30,36.59
8.00,5.20,17.70,1.30,0.00,4.20,8.10,7.20,9.10,2.66,0.40,2.50,20.39,5.50,13.95,19.00,0.00,5.60,19.90,59.20,0.00,4.00,8.20,4.20,17.49,9.50,20.00,20.00,1.45,8.90,21.80,72.30,2.40,27.00,10.00,18.17,69.22,17.01,10.24,0.60,19.44,19.44,19.44,1.20,120.70,7.50,19.44,6.00,10.70,0.00,5.70,2.40,1.90,2.83,17.00,0.00,0.00,0.40,1.00,92.00,93.50,8.50,7.30,52.28,88.80,125.60,0.10,2.00,56.50,240.38,11.00,142.60,25.00,0.26,29.23
9.00,3.00,17.60,0.40,0.00,4.20,8.10,7.20,9.10,2.30,0.40,2.50,20.39,1.60,11.93,19.00,0.00,5.60,17.70,57.90,0.00,4.00,8.20,4.20,17.49,9.50,20.00,20.00,1.45,6.40,22.00,69.70,2.40,27.00,10.00,18.17,45.13,17.01,6.14,0.60,19.44,19.44,19.44,1.20,124.00,7.50,19.44,6.00,10.70,0.00,5.70,2.40,2.50,3.04,17.00,0.00,0.00,0.34,1.00,86.70,88.70,7.90,6.90,32.40,85.30,125.20,0.10,2.00,38.10,196.50,11.00,100.10,25.00,0.20,21.87
10.00,1.50,17.49,0.20,0.00,4.20,8.10,7.20,9.10,2.30,0.40,2.50,20.39,0.20,7.77,19.00,0.00,5.60,15.70,56.20,0.00,4.00,8.20,4.20,17.49,9.50,20.00,20.00,1.45,2.70,22.10,67.30,2.40,27.00,10.00,18.17,23.46,17.01,3.29,0.60,19.44,19.44,19.44,1.20,124.30,7.50,19.44,6.00,10.70,0.00,5.70,2.40,3.00,3.42,17.00,0.00,0.00,0.24,1.00,80.40,83.20,7.20,6.30,17.36,82.50,124.60,0.00,2.00,18.90,98.60,11.00,54.80,25.00,0.14,14.43
