"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.40,0.00,4.50,4.20,7.20,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,18.05,0.00,9.40,3.80,28.80,8.00,9.90,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,23.60,65.50,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,106.80,12.88,19.51,19.51,8.40,0.00,5.00,0.00,2.40,2.10,1.70,18.00,0.00,1.00,73.90,88.40,6.00,5.10,0.00,112.50,80.00,0.00,2.00,0.00
2.00,0.00,23.36,0.00,4.50,4.20,7.20,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,18.05,0.00,9.40,4.20,28.20,8.00,9.90,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,22.70,61.90,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,100.40,12.88,19.51,19.51,8.40,0.00,5.00,0.00,2.40,1.90,1.40,18.00,0.00,1.00,73.40,88.20,5.90,4.90,0.00,111.40,68.00,0.00,2.00,0.00
3.00,0.00,23.44,0.00,4.50,4.20,7.20,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,18.05,0.00,9.40,4.80,27.30,8.00,9.90,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,21.80,57.90,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,93.90,12.88,19.51,19.51,8.40,0.00,5.00,0.00,2.40,1.70,1.10,18.00,0.00,1.00,73.00,88.10,5.70,4.70,0.00,109.70,58.00,0.00,2.00,0.00
4.00,0.00,23.51,0.00,4.50,4.20,7.20,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,18.05,0.00,9.40,4.70,26.70,8.00,9.90,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,20.70,54.30,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,87.50,12.88,19.51,19.51,8.40,0.00,5.00,0.00,2.40,1.60,1.00,18.00,0.00,1.00,72.40,87.80,5.60,4.50,0.00,106.90,51.00,0.00,2.00,0.00
5.00,0.00,23.40,0.00,4.50,4.20,7.20,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,18.05,0.00,9.40,4.50,26.00,8.00,9.90,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,19.60,50.80,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,82.50,12.88,19.51,19.51,8.40,0.00,5.00,0.00,2.40,1.50,0.80,18.00,0.00,1.00,71.80,87.40,5.40,4.30,0.00,103.70,45.00,0.00,2.00,0.00
6.00,0.00,23.45,0.00,4.50,4.20,7.20,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,18.05,0.00,9.40,4.90,24.70,8.00,9.90,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,19.10,48.40,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,77.60,12.88,19.51,19.51,8.40,0.00,5.00,0.00,2.40,1.50,0.70,18.00,0.00,1.00,69.40,85.10,5.10,4.00,0.00,99.90,41.00,0.00,2.00,0.00
7.00,0.00,23.52,0.00,4.50,4.20,7.20,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,18.05,0.00,9.40,5.60,23.20,8.00,9.90,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,18.80,46.20,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,73.30,12.88,19.51,19.51,8.40,0.00,5.00,0.00,2.40,1.40,0.70,18.00,0.00,1.00,66.40,82.30,4.70,3.60,0.00,96.10,38.00,0.00,2.00,0.00
8.00,0.00,23.28,0.00,4.50,4.20,7.20,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,18.05,0.00,9.40,6.00,21.90,8.00,9.90,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,18.10,43.80,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,68.80,12.88,19.51,19.51,8.40,0.00,5.00,0.00,2.40,1.20,0.60,18.00,0.00,1.00,63.00,79.30,4.40,3.30,0.00,92.50,36.00,0.00,2.00,0.00
9.00,0.00,23.34,0.00,4.50,4.20,7.20,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,18.05,0.00,9.40,6.40,20.80,8.00,9.90,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,17.40,41.20,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,63.60,12.88,19.51,19.51,8.40,0.00,5.00,0.00,2.40,0.90,0.40,18.00,0.00,1.00,59.40,76.40,4.20,2.90,0.00,89.10,35.00,0.00,2.00,0.00
10.00,0.00,23.58,0.00,4.50,4.20,7.20,12.29,19.22,1.80,0.00,3.50,0.00,0.00,0.00,18.05,0.00,9.40,6.40,18.20,8.00,9.90,15.61,5.00,19.32,19.32,19.51,19.51,2.60,0.00,16.80,39.00,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,58.90,12.88,19.51,19.51,8.40,0.00,5.00,0.00,2.40,0.70,0.30,18.00,0.00,1.00,55.50,72.90,3.70,2.60,0.00,85.50,35.00,0.00,2.00,0.00
