"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.26,0.00,14.00,0.00,7.60,12.39,19.02,3.40,0.70,3.60,0.00,0.00,0.00,17.56,0.00,9.40,19.27,24.31,8.00,9.80,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,26.17,81.07,3.34,0.00,10.00,19.12,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,97.30,12.88,20.49,19.51,7.00,10.70,0.00,17.56,0.00,8.39,12.71,9.00,0.00,0.00,0.00,1.00,65.99,58.89,4.94,3.80,0.00,102.30,99.90,0.00,2.00,0.00,0.00
2.00,0.00,23.49,0.00,14.00,0.00,7.60,12.39,19.02,3.40,0.70,3.60,0.00,0.00,0.00,17.56,0.00,9.40,20.13,24.25,8.00,9.80,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,26.27,81.35,3.34,0.00,10.00,19.12,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,95.10,12.88,20.49,19.51,7.00,10.70,0.00,17.56,0.00,8.58,12.80,9.00,0.00,0.00,0.00,1.00,65.99,58.89,4.94,3.80,0.00,102.60,96.40,0.00,2.00,0.00,0.00
3.00,0.00,23.56,0.00,14.00,0.00,7.60,12.39,19.02,3.40,0.70,3.60,0.00,0.00,0.00,17.56,0.00,9.40,20.73,24.70,8.00,9.80,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,26.36,81.52,3.34,0.00,10.00,19.12,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,92.80,12.88,20.49,19.51,7.00,10.70,0.00,17.56,0.00,8.83,12.96,9.00,0.00,0.00,0.00,1.00,84.32,74.65,6.83,5.93,0.00,107.80,93.70,0.00,2.00,0.00,0.00
4.00,0.00,23.49,0.00,14.00,0.00,7.60,12.39,19.02,3.40,0.70,3.60,0.00,0.00,0.00,17.56,0.00,9.40,21.23,25.32,8.00,9.80,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,26.42,81.58,3.34,0.00,10.00,19.12,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,90.60,12.88,20.49,19.51,7.00,10.70,0.00,17.56,0.00,9.11,13.15,9.00,0.00,0.00,0.00,1.00,84.32,74.65,6.83,5.93,0.00,107.40,91.30,0.00,2.00,0.00,0.00
5.00,0.00,23.56,0.00,14.00,0.00,7.60,12.39,19.02,3.40,0.70,3.60,0.00,0.00,0.00,17.56,0.00,9.40,21.24,25.94,8.00,9.80,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,26.49,81.76,3.34,0.00,10.00,19.12,0.00,18.05,0.00,0.60,19.51,19.51,19.51,0.00,88.50,12.88,20.49,19.51,7.00,10.70,0.00,17.56,0.00,9.61,13.40,9.00,0.00,0.00,0.00,1.00,92.77,81.66,7.32,5.93,0.00,106.90,89.10,0.00,2.00,0.00,0.00
6.00,0.54,23.36,0.06,14.00,0.00,7.60,12.39,19.02,3.40,0.70,3.60,0.00,0.40,0.09,17.56,0.00,9.40,21.08,26.58,8.00,9.80,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.00,26.56,82.07,3.34,0.00,10.00,19.12,3.01,18.05,0.50,0.60,19.51,19.51,19.51,0.00,87.80,12.88,20.49,19.51,7.00,10.70,0.00,17.56,0.00,10.17,13.68,9.00,0.00,0.00,0.00,1.00,92.77,81.66,7.32,5.93,2.87,105.70,86.40,0.00,2.00,0.04,0.00
7.00,4.55,23.47,0.54,14.00,0.00,7.60,12.39,19.02,3.40,0.70,3.60,0.00,1.40,1.27,17.56,0.00,9.40,21.26,27.24,8.00,9.80,15.32,5.00,19.32,19.32,11.71,15.61,0.00,0.55,26.59,82.44,3.34,0.00,10.00,19.12,16.66,18.05,3.51,0.60,19.51,19.51,19.51,0.00,87.70,12.88,20.49,19.51,7.00,10.70,0.00,17.56,0.00,10.90,14.15,9.00,0.00,0.00,0.03,1.00,92.77,81.66,7.32,5.93,13.36,104.10,84.00,0.00,2.00,7.89,17.42
8.00,8.73,23.39,1.88,14.00,0.00,7.60,12.39,19.02,3.40,0.70,3.60,0.00,2.57,6.16,17.56,0.00,9.40,21.55,27.92,8.00,9.80,15.32,5.00,19.32,19.32,11.71,15.61,0.00,6.36,26.58,82.88,3.34,0.00,10.00,19.12,60.45,18.05,13.66,0.60,19.51,19.51,19.51,0.00,86.70,12.88,20.49,19.51,7.00,10.70,0.00,17.56,0.00,11.69,14.69,9.00,0.00,0.00,0.06,1.00,86.69,76.02,4.62,3.65,49.50,102.20,79.40,0.00,2.00,26.56,66.33
9.00,10.94,23.33,4.56,14.00,0.00,7.60,12.39,19.02,3.40,0.70,3.60,0.00,5.81,12.56,17.56,0.00,9.40,21.05,28.10,8.00,9.80,15.32,5.00,19.32,19.32,11.71,15.61,0.00,11.61,26.55,83.08,3.34,0.00,10.00,19.12,109.46,18.05,24.20,0.60,19.51,19.51,19.51,0.00,85.50,12.88,20.49,19.51,7.00,10.70,0.00,17.56,0.00,11.65,14.54,9.00,0.00,0.00,0.08,1.00,78.74,68.13,4.05,3.22,83.43,100.00,74.30,0.00,2.00,51.05,123.26
10.00,12.11,23.39,6.68,14.00,0.00,7.60,12.39,19.02,3.40,0.70,3.60,0.00,9.87,15.61,17.26,0.00,9.40,20.29,28.10,8.00,9.80,15.32,5.00,19.32,19.32,11.71,15.61,0.00,12.85,26.49,83.04,3.34,0.00,10.00,19.12,125.13,18.05,30.25,0.60,19.51,19.51,19.51,0.00,83.30,12.88,20.49,19.51,7.00,10.70,0.00,17.56,0.00,11.04,13.87,9.00,0.00,0.00,0.11,1.00,71.73,61.84,3.88,3.12,90.10,98.90,67.90,0.00,2.00,65.56,184.50
