"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,12.54,50.00,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,0.00,164.03,26.70,67.10,67.88,26.70,184.17,197.14,184.23,0.00,73.70,74.80,44.95,45.87,53.05,30.67,30.56,30.55,47.20,47.23,110.26,110.22,203.20,19.42,20.25
2.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,12.26,50.00,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,84.91,6.70,19.64,0.00,153.79,35.65,60.29,35.65,35.65,184.17,197.14,184.23,0.00,71.03,57.48,48.32,42.51,53.05,30.67,30.56,30.55,47.06,47.08,80.51,80.48,203.20,19.42,20.25
3.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,12.26,50.00,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,79.38,6.70,18.36,0.00,149.20,33.81,33.52,55.99,33.81,184.17,197.14,184.23,0.00,71.18,52.10,41.32,47.62,53.05,30.67,30.56,30.55,47.06,47.08,56.49,56.48,203.20,19.42,20.25
4.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,12.26,50.00,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,72.20,6.70,16.70,0.00,145.14,36.95,36.88,34.31,36.92,184.17,197.14,184.23,0.00,70.54,45.16,39.14,44.08,53.05,30.67,30.56,30.55,46.66,46.69,72.10,72.08,203.20,19.42,20.25
5.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,5.16,50.00,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,65.01,6.70,15.04,0.00,144.33,33.18,33.14,33.21,33.16,182.67,195.64,182.74,0.00,70.00,38.39,43.63,33.47,53.05,30.67,30.56,30.55,45.75,45.78,69.80,69.79,203.20,19.42,20.25
6.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.05,50.00,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,63.49,6.70,14.68,0.00,144.33,32.34,32.30,32.37,32.32,182.88,195.85,182.95,0.00,69.87,37.53,37.83,37.81,53.05,30.67,30.56,30.55,45.61,45.63,65.94,65.92,203.20,19.42,20.25
7.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,50.00,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,65.30,6.70,15.10,0.00,144.33,31.02,30.82,39.00,31.02,184.17,197.14,184.23,0.00,74.91,0.00,37.29,40.83,53.05,30.67,30.56,30.55,45.75,45.78,27.39,27.39,203.20,19.42,20.25
8.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,50.00,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,82.02,6.70,18.97,0.00,148.41,47.15,25.91,47.34,25.95,184.17,197.14,0.00,0.00,74.91,66.99,41.18,47.36,53.05,30.67,30.56,30.55,45.92,45.95,54.01,54.00,203.20,19.42,20.25
9.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,9.60,50.00,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,54.98,6.70,12.72,0.00,144.33,25.93,29.88,29.92,29.89,175.70,188.58,175.77,0.00,67.25,31.18,33.72,35.59,53.05,30.67,30.56,30.55,45.61,45.63,24.03,24.03,203.20,19.42,20.25
10.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,26.42,14.92,50.00,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,57.35,6.70,13.26,0.00,144.33,0.00,64.18,0.00,43.22,177.65,190.57,177.72,0.00,68.13,32.31,36.52,39.74,53.05,30.67,30.56,30.55,45.75,45.78,27.21,27.21,203.20,19.42,20.25
