"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,29.40,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,102.97,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,25.41,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,30.95,44.29,44.60,44.38,178.73,191.66,178.79,0.00,74.91,76.30,47.04,42.06,52.79,30.67,30.56,30.55,48.77,48.80,110.26,110.22,203.20,19.40,0.00
2.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,103.28,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,25.41,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,52.44,52.14,52.70,33.67,182.05,195.02,182.12,0.00,74.91,76.30,41.91,38.61,52.79,30.67,30.56,30.55,48.62,48.66,110.26,110.22,203.20,19.40,0.00
3.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,105.97,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,25.41,1.97,6.88,87.69,6.39,9.98,90.28,3.45,19.77,228.46,228.19,27.35,27.34,27.36,25.35,184.17,197.14,184.23,0.00,74.91,76.30,52.16,45.52,52.79,30.67,30.56,30.55,48.62,48.66,110.26,110.22,203.20,19.40,0.00
4.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,103.24,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,25.41,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,32.93,50.40,50.91,50.55,179.86,192.81,179.93,0.00,74.91,76.30,47.04,42.06,52.79,30.67,30.56,30.55,48.62,48.66,110.26,110.22,203.20,19.40,0.00
5.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,95.90,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,25.41,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,51.48,51.20,51.73,33.26,176.12,189.01,176.19,0.00,74.91,76.30,47.04,42.06,52.79,30.67,30.56,30.55,48.62,48.66,110.26,110.22,203.20,19.40,0.00
6.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,91.07,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,25.41,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,66.07,65.67,0.00,56.01,183.52,196.50,183.59,0.00,74.91,76.30,40.51,47.53,52.79,30.67,30.56,30.55,48.62,48.66,110.26,110.22,203.20,19.40,0.00
7.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,85.17,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,47.11,46.91,47.30,30.40,176.62,189.52,176.68,0.00,74.91,76.30,41.68,38.44,52.79,30.67,30.56,30.55,48.62,48.66,110.26,110.22,203.20,19.40,0.00
8.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,73.35,6.47,3.55,163.91,112.36,130.98,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,27.40,27.39,27.41,25.19,161.26,173.42,161.32,0.00,74.91,76.30,44.18,48.27,52.79,30.67,30.56,30.55,48.62,48.66,80.72,80.69,203.20,19.40,0.00
9.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,71.66,6.47,3.55,163.91,112.36,120.90,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,28.59,39.31,39.49,0.00,163.65,175.99,163.71,0.00,74.91,76.30,49.07,43.37,52.79,30.67,30.56,30.55,48.62,48.66,0.00,0.00,203.20,19.40,0.00
10.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,62.67,6.47,3.55,163.91,112.36,103.32,44.06,31.22,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,27.78,0.00,36.12,0.00,126.55,134.54,126.58,0.00,74.91,76.30,49.07,43.37,52.79,30.67,30.56,30.55,45.87,45.89,0.00,0.00,203.20,19.40,0.00
