"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,17.26,0.00,14.00,1.45,7.50,6.40,6.30,2.60,0.40,3.30,20.21,0.00,0.00,17.56,0.00,0.00,17.01,32.70,8.00,0.00,0.00,2.50,18.54,16.98,9.00,11.71,1.40,0.00,7.10,6.80,2.40,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,0.00,12.88,15.61,3.50,10.80,7.75,13.17,2.40,0.81,0.66,18.00,0.00,0.00,0.00,1.00,16.00,35.70,0.69,0.79,0.00,48.40,7.00,0.00,2.00,0.00,0.00,10.00,0.00
2.00,0.00,17.17,0.00,14.00,1.45,7.50,6.40,6.30,2.60,0.40,3.30,20.21,0.00,0.00,17.56,0.00,0.00,17.60,30.10,8.00,0.00,0.00,2.50,18.54,16.98,9.00,11.71,1.40,0.00,7.80,9.40,2.40,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,0.00,12.88,15.61,3.50,10.80,7.75,13.17,2.40,0.79,0.67,18.00,0.00,0.00,0.00,1.00,17.80,40.40,0.69,0.75,0.00,51.30,10.70,0.00,2.00,0.00,0.00,10.00,0.00
3.00,0.00,17.69,0.00,14.00,1.45,7.50,6.40,6.30,2.60,0.40,3.30,20.21,0.00,0.00,17.56,0.00,0.00,17.71,28.00,8.00,0.00,0.00,2.50,18.54,16.98,9.00,11.71,1.40,0.00,9.10,13.70,2.40,27.00,19.51,18.05,0.00,18.05,0.00,0.60,19.51,19.51,19.51,2.40,0.00,12.88,15.61,3.50,10.80,7.75,13.17,2.40,0.73,0.68,18.00,0.00,0.00,0.00,1.00,21.40,44.10,0.82,0.83,0.00,55.30,14.60,0.00,2.00,0.00,0.00,10.00,0.00
4.00,0.01,17.63,0.09,14.00,1.45,7.50,6.40,6.30,2.60,0.40,3.30,20.21,0.10,0.11,17.56,0.00,0.00,17.65,26.00,8.00,0.00,0.00,2.50,18.54,16.98,9.00,11.71,1.40,0.00,10.20,17.40,2.40,27.00,19.51,18.05,1.36,18.05,0.33,0.60,19.51,19.51,19.51,2.40,0.00,12.88,15.61,3.50,10.80,7.75,13.17,2.40,0.66,0.70,18.00,0.00,0.00,0.00,1.00,23.80,46.90,1.00,0.93,1.85,59.10,18.50,0.00,2.00,0.14,0.00,10.00,0.00
5.00,0.20,17.53,1.04,14.00,1.45,7.50,6.40,6.30,2.60,0.40,3.30,20.21,1.10,1.91,17.56,0.00,0.00,17.20,24.00,8.00,0.00,0.00,2.50,18.54,16.98,9.00,11.71,1.40,1.20,11.10,19.70,2.40,27.00,19.51,18.05,10.30,18.05,4.77,0.60,19.51,19.51,19.51,2.40,1.25,12.88,15.61,3.50,10.80,7.75,13.17,2.40,0.58,0.65,18.00,0.00,0.00,0.00,1.00,23.30,47.40,1.04,1.01,10.50,62.70,22.50,0.00,2.00,10.78,0.20,10.00,0.00
6.00,0.88,17.44,2.27,14.00,1.45,7.50,6.40,6.30,2.60,0.40,3.30,20.21,2.90,5.19,17.56,0.00,0.00,16.61,22.10,8.00,0.00,0.00,2.50,18.54,16.98,9.00,11.71,1.40,5.38,12.10,22.50,2.40,27.00,19.51,18.05,44.50,18.05,12.54,0.60,19.51,19.51,19.51,2.40,2.50,12.88,15.61,3.50,10.80,7.75,13.17,2.40,0.51,0.57,18.00,0.00,0.00,0.00,1.00,35.25,49.50,1.04,1.07,38.90,66.30,26.20,0.00,2.00,29.68,3.20,10.00,1.20
7.00,2.44,17.54,3.82,14.00,1.45,7.50,6.40,6.30,2.60,0.40,3.30,20.21,7.70,10.66,17.56,0.00,0.00,16.15,21.20,8.00,0.00,0.00,2.50,18.54,16.98,9.00,11.71,1.40,9.96,13.30,30.30,2.40,27.00,19.51,18.05,83.60,18.05,20.90,0.60,19.51,19.51,19.51,2.40,2.89,12.88,15.61,3.50,10.80,7.75,13.17,2.40,0.46,0.52,18.00,0.00,0.00,0.03,1.00,28.56,52.30,1.13,1.36,64.80,70.10,28.90,0.00,2.00,46.03,20.80,10.00,10.60
8.00,4.29,17.53,5.92,14.00,1.45,7.50,6.40,6.30,2.60,0.40,3.30,20.21,13.50,14.76,17.56,0.00,0.00,15.73,21.10,8.00,0.00,0.00,2.50,18.54,16.98,9.00,11.71,1.40,12.98,14.40,33.30,2.40,27.00,19.51,18.05,112.70,18.05,26.40,0.60,19.51,19.51,19.51,2.40,10.28,12.88,15.61,3.50,10.80,7.75,13.17,2.40,0.42,0.47,18.00,0.00,0.00,0.05,1.00,28.40,54.60,1.26,1.74,84.80,74.10,32.40,0.00,2.00,58.07,53.60,10.00,33.00
9.00,6.31,17.72,7.95,14.00,1.45,7.50,6.40,6.30,2.60,0.40,3.30,20.21,16.90,16.21,17.56,0.00,0.00,15.41,23.00,8.00,0.00,0.00,2.50,18.54,16.98,9.00,11.71,1.40,14.02,15.60,32.20,2.40,27.00,19.51,18.05,126.90,18.05,29.15,0.60,19.51,19.51,19.51,2.40,15.35,12.88,15.61,3.50,10.80,7.75,13.17,2.40,0.46,0.42,18.00,0.00,0.00,0.06,1.00,35.25,56.00,1.37,2.08,93.90,79.30,38.60,0.00,2.00,62.53,106.10,10.00,56.40
10.00,8.13,17.87,9.69,14.00,1.45,7.50,6.40,6.30,2.60,0.40,3.30,20.21,17.90,17.01,17.56,0.00,0.00,15.12,25.70,8.00,0.00,0.00,2.50,18.54,16.98,9.00,11.71,1.40,14.73,16.70,36.50,2.40,27.00,19.51,18.05,133.30,18.05,31.49,0.60,19.51,19.51,19.51,2.40,28.50,12.88,15.61,3.50,10.80,7.75,13.17,2.40,0.52,0.36,18.00,0.00,0.00,0.09,1.00,38.50,57.60,1.47,2.40,97.60,84.50,46.70,0.10,2.00,61.94,152.60,10.00,73.20
11.00,9.45,17.68,10.97,14.00,1.45,7.50,6.40,6.30,0.00,0.40,3.30,20.21,17.80,17.42,17.56,0.00,0.00,15.36,30.40,8.00,0.00,0.00,2.50,18.54,16.98,9.00,11.71,1.40,15.10,17.40,42.40,2.40,27.00,19.51,18.05,136.20,18.05,32.95,0.60,19.51,19.51,19.51,2.40,29.10,12.88,15.61,3.50,10.80,7.75,13.17,2.40,0.60,0.38,18.00,0.00,0.00,0.44,1.00,36.20,60.80,1.78,2.89,99.70,90.10,60.80,0.20,2.00,60.91,182.10,10.00,91.10
