"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.22,67.73,647.01,212.00,7.99,2.95,111.35,19.36,3.98,40.15,10.04,74.79,0.00,6.86,165.35,113.35,133.88,44.45,35.11,244.80,15.00,1.74,6.88,88.00,115.36,6.39,9.00,19.88,10.21,4.64,183.23,0.00,26.85,0.00,68.48,26.85,185.79,198.88,185.86,1.46,76.05,73.16,52.73,60.20,74.44,12.09,0.00,0.00,20.43,80.00,111.24,110.50
2.00,78.57,30.22,67.73,647.01,212.00,7.99,2.95,111.35,19.36,3.98,40.15,10.04,70.00,0.00,6.86,165.35,113.35,133.88,44.45,35.11,244.80,15.00,1.74,6.88,88.00,79.82,6.39,9.00,19.88,10.21,4.64,0.00,143.00,62.26,0.00,62.62,20.43,185.79,198.88,185.86,1.46,76.05,73.16,52.52,50.80,74.44,12.09,0.00,0.00,20.43,80.00,111.24,111.19
3.00,78.57,30.22,67.73,647.01,212.00,7.99,2.95,111.35,19.36,3.98,40.15,10.04,107.36,0.00,6.86,165.35,113.35,133.88,44.45,35.11,244.80,26.01,1.74,6.88,88.00,115.36,6.39,9.00,54.05,10.21,12.61,0.00,204.49,62.84,0.00,63.19,42.32,185.79,198.88,185.86,1.46,76.05,73.16,54.81,54.73,74.44,12.09,0.00,0.00,52.14,81.65,111.24,111.19
4.00,78.57,30.22,67.73,647.01,212.00,7.99,2.95,111.35,19.36,3.98,40.15,10.04,114.68,0.00,6.86,165.35,113.35,133.88,44.45,35.11,244.80,26.01,1.74,6.88,88.00,115.36,6.39,9.00,72.64,10.21,16.95,0.00,210.62,48.88,31.56,49.00,31.57,185.79,198.88,185.86,2.69,76.05,73.16,62.84,62.76,74.44,30.94,0.00,0.00,78.48,81.86,111.24,111.19
5.00,78.57,30.22,67.73,647.01,212.00,7.99,2.95,111.35,19.36,3.98,40.15,10.04,124.85,0.00,6.86,165.35,113.35,133.88,44.45,35.11,244.80,26.01,1.74,6.88,88.00,115.36,6.39,9.00,78.97,10.21,18.43,0.00,213.47,29.24,38.08,61.70,38.12,185.79,198.88,185.86,2.69,76.05,73.16,64.94,64.85,74.44,30.94,0.00,0.00,83.15,82.05,111.24,111.19
6.00,78.57,30.22,67.73,647.01,212.00,7.99,2.95,111.35,19.36,3.98,40.15,10.04,131.58,0.00,6.86,165.35,113.35,133.88,44.45,35.11,244.80,26.01,1.74,6.88,88.00,115.36,6.39,9.00,83.76,10.21,19.55,0.00,214.44,29.14,39.84,65.68,39.89,185.79,198.88,185.86,3.95,76.05,73.16,50.35,57.78,74.44,16.79,16.77,16.77,79.70,81.89,111.24,111.19
7.00,78.57,30.22,67.73,647.01,212.00,7.99,2.95,111.35,19.36,3.98,40.15,10.04,134.13,0.00,6.86,165.35,113.35,133.88,44.45,35.11,244.80,26.01,1.74,6.88,88.00,115.36,6.39,9.00,82.45,10.21,19.24,0.00,215.87,41.50,35.59,59.34,35.62,185.79,198.88,185.86,2.68,76.05,73.16,66.99,66.90,74.44,0.00,30.82,0.00,81.10,81.94,111.24,111.19
8.00,78.57,30.22,67.73,647.01,212.00,7.99,2.95,111.35,19.36,3.98,40.15,10.04,133.43,0.00,6.86,165.35,113.35,133.88,44.45,35.11,244.80,26.01,1.74,6.88,88.00,115.36,6.39,9.00,84.15,10.21,19.64,0.00,216.24,52.62,38.50,38.41,52.53,185.79,198.88,185.86,3.53,76.05,73.16,67.00,67.06,74.44,21.97,21.91,0.00,78.48,81.86,111.24,111.19
9.00,78.57,30.22,67.73,647.01,212.00,7.99,2.95,111.35,19.36,3.98,40.15,10.04,131.28,0.00,6.86,165.35,113.35,133.88,44.45,35.11,244.80,26.01,1.74,6.88,88.00,115.36,6.39,9.98,85.48,10.21,19.95,0.00,220.55,35.17,58.18,58.79,35.17,185.79,198.88,185.86,1.46,76.05,73.16,59.75,67.06,74.44,0.00,0.00,0.00,87.88,84.00,111.24,111.19
10.00,78.57,30.22,67.73,647.01,212.00,7.99,2.95,111.35,19.36,3.98,40.15,10.04,140.80,0.00,6.86,165.35,113.35,133.88,44.45,35.11,244.80,26.01,1.74,6.88,88.00,115.36,6.39,9.98,85.48,10.21,19.95,0.00,216.34,0.00,25.45,44.52,37.43,185.79,198.88,185.86,1.46,76.05,73.16,67.00,67.06,74.44,0.00,0.00,0.00,87.88,84.00,111.24,111.19
