"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,4.12,22.49,4.55,13.53,4.50,7.50,3.30,6.30,1.50,0.00,3.50,14.49,4.44,4.88,0.00,2.50,7.40,23.85,1.22,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,3.31,0.45,0.00,0.00,28.40,3.50,11.39,57.00,14.49,20.73,0.60,4.00,4.50,4.60,2.30,0.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,5.87,9.34,9.51,0.08,0.59,0.00,3.87,0.00,0.00,41.04,0.00,0.45,0.40,1.01,20.50,83.22,5.00,131.64,12.14,0.08,23.99,69.66,5.30
2.00,7.47,22.18,7.36,13.53,4.50,7.50,3.30,6.30,1.50,0.00,3.50,14.49,5.49,10.21,0.00,2.50,7.40,24.29,4.50,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,5.43,0.52,0.00,0.00,28.30,3.50,11.37,92.00,14.49,28.15,0.60,4.00,4.50,4.60,2.30,0.00,4.60,5.00,1.80,10.43,7.69,3.70,2.30,6.57,9.57,9.51,0.12,0.60,0.00,3.76,0.00,0.00,66.24,0.00,0.54,0.40,1.00,44.90,160.65,5.00,162.59,12.14,0.14,34.07,81.91,11.60
3.00,8.57,22.19,8.84,13.53,4.50,7.50,3.30,6.30,1.50,0.00,3.50,14.49,6.83,12.77,0.00,2.50,7.40,24.42,9.68,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,6.77,0.58,0.00,0.00,28.20,3.50,11.37,115.00,14.49,29.71,0.60,4.00,4.50,4.60,2.30,0.18,4.60,5.00,1.80,10.43,7.69,3.70,2.30,6.97,9.90,9.51,0.58,0.60,0.78,3.75,0.14,0.00,82.80,0.00,1.62,0.40,1.00,62.70,200.19,5.00,164.88,12.14,0.20,37.71,78.10,11.73
4.00,11.42,22.13,11.17,13.53,4.50,7.50,3.30,6.30,1.50,0.00,3.50,14.49,7.93,13.88,0.00,2.50,7.40,24.55,14.76,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,8.54,0.74,0.00,0.00,28.00,3.50,11.36,123.00,14.49,30.05,0.60,4.00,4.50,4.60,2.30,0.21,4.60,5.00,1.80,10.43,7.69,3.70,2.30,7.47,10.14,9.51,0.79,0.59,2.07,3.74,0.34,0.00,88.56,0.00,1.71,0.40,0.99,69.10,210.26,5.00,165.57,12.14,0.26,37.92,76.77,11.96
5.00,12.16,21.83,12.17,13.53,4.50,7.50,3.30,6.30,1.50,0.00,3.50,14.49,9.94,14.23,0.00,2.50,7.40,23.29,15.14,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,10.29,1.13,0.00,0.00,27.90,3.50,11.37,124.00,14.49,29.99,0.60,4.00,4.50,4.60,2.30,0.24,4.60,5.00,1.80,10.43,7.69,3.70,2.30,7.67,10.17,9.51,0.98,0.59,4.37,6.53,0.65,0.20,89.28,0.36,2.80,0.30,0.98,70.80,213.29,5.00,167.12,12.14,0.32,37.60,78.15,12.49
6.00,14.14,21.02,13.95,13.53,4.50,7.50,3.30,6.30,1.50,0.00,3.50,14.49,10.37,14.29,0.00,2.50,7.40,22.02,15.52,0.00,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,10.26,1.27,0.32,0.00,27.80,3.50,11.37,123.00,14.49,29.77,0.60,4.00,4.50,4.60,2.30,1.27,4.60,5.00,1.80,10.43,7.69,3.70,2.30,7.87,10.21,9.51,1.10,0.59,6.66,9.32,1.05,0.40,88.56,1.14,3.88,0.20,0.97,70.80,215.52,5.00,167.75,12.14,0.35,37.24,79.26,12.61
7.00,14.65,21.09,14.70,13.53,4.50,7.50,3.30,6.30,1.50,0.00,3.50,14.49,11.77,14.34,3.10,2.50,7.40,22.25,20.90,1.65,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,10.05,1.61,0.72,0.00,27.60,3.50,11.37,122.00,14.49,29.64,0.60,4.00,4.50,4.60,2.30,1.30,4.60,5.00,1.80,10.43,7.69,3.70,2.30,8.27,10.44,9.50,1.20,0.59,8.16,11.40,1.26,0.80,87.84,1.72,5.97,0.20,0.97,70.20,216.88,5.00,171.04,12.14,0.37,37.05,82.80,12.57
8.00,15.88,20.79,15.66,13.53,4.50,7.50,3.30,6.30,1.50,0.00,3.50,14.49,12.33,14.60,3.10,2.50,7.40,22.59,26.18,3.55,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,9.78,1.84,1.12,0.00,27.30,3.50,11.39,122.00,14.49,29.70,0.60,4.00,4.50,4.60,2.30,2.33,4.60,5.00,1.80,10.43,7.69,3.70,2.30,8.57,10.67,9.50,1.22,0.59,9.76,13.39,1.37,1.10,87.84,2.40,7.06,0.10,0.97,70.30,218.40,5.00,173.66,12.14,0.38,36.78,85.80,12.56
9.00,16.09,21.16,15.97,13.53,4.50,7.50,3.30,6.30,1.50,0.00,3.50,14.49,12.62,14.77,3.10,2.50,7.40,23.72,31.76,3.62,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,9.56,1.95,1.22,0.00,27.10,3.50,11.38,122.00,14.49,29.70,0.60,4.00,4.50,4.60,2.30,3.36,4.60,5.00,1.80,10.43,7.69,3.70,2.30,9.07,11.21,9.50,1.21,0.59,11.35,14.48,1.57,1.40,87.84,3.18,11.14,0.10,0.96,70.10,220.88,5.00,173.76,12.14,0.39,36.49,86.15,12.57
10.00,16.33,21.13,16.21,13.53,4.50,7.50,3.30,6.30,1.50,0.00,3.50,14.49,12.65,14.73,3.10,2.50,7.40,24.85,37.34,3.62,5.30,6.00,2.50,17.20,9.90,3.00,4.50,3.00,9.47,2.19,1.33,0.00,26.90,3.50,11.38,123.00,14.49,29.48,0.60,4.00,4.50,4.60,2.30,6.39,4.60,5.00,1.80,10.43,7.69,3.70,2.30,9.48,11.64,9.50,1.23,0.59,12.95,15.47,1.78,1.60,88.56,3.97,17.23,0.10,0.96,69.50,221.67,5.00,173.08,12.14,0.40,36.32,85.78,12.68
